gene_id,Satrom-mRNA-15mC_TTAGGC_L001_001
4930523O13Rik,0
4930524B15Rik,0
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,12
4930525G20Rik,6
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,1
4930526L06Rik,5
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,5
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,0
4930529K09Rik,0
4930529L06Rik,2
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,2
4930535O05Rik,0
4930538E20Rik,1
4930538K18Rik,63
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,104
4930539J05Rik,13
4930539M17Rik,0
4930539N22Rik,1
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,2
4930542M03Rik,0
4930542N06Rik,0
4930543D07Rik,6
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,10
4930547E08Rik,0
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,0
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,66
4930550C14Rik,6
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,14
4930553C11Rik,0
4930553E22Rik,2
4930553J12Rik,0
4930553P18Rik,1
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,2
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,5
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,48
4930558C23Rik,2
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,348
4930558K02Rik,39
4930559C10Rik,0
4930562C15Rik,114
4930562F07Rik,0
4930562F17Rik,0
4930563D23Rik,2
4930563E18Rik,0
4930563E22Rik,10
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,169
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,88
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,6
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,36
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,10
4930578N18Rik,0
4930579C12Rik,40
4930579D09Rik,0
4930579F01Rik,2
4930579G18Rik,439
4930579G24Rik,518
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,6
4930579P08Rik,14
4930581F22Rik,152
4930583I09Rik,0
4930583K01Rik,0
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,0
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,66
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,3
4930593A02Rik,40
4930593C16Rik,0
4930594C11Rik,3
4930594M22Rik,24
4930594O21Rik,0
4930595D18Rik,34
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,4
4930597A21Rik,134
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,9
4931403E22Rik,10
4931403G20Rik,22
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,2798
4931406H21Rik,0
4931406P16Rik,6077
4931408C20Rik,0
4931408D14Rik,0
4931409K22Rik,0
4931412M21,0
4931413K12Rik,86
4931414P19Rik,1033
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,10
4931428F04Rik,528
4931428L18Rik,33
4931429I11Rik,0
4931429L15Rik,0
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,1
4931431C16Rik,2
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,2
4931440J10Rik,2
4931440P22Rik,29
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,36
4932416K20Rik,0
4932418E24Rik,2
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,2
4932435O22Rik,0
4932438A13Rik,2761
4932438H23Rik,6
4932441J04Rik,0
4932442L08Rik,0
4932443I19Rik,0
4932443L11Rik,0
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,9
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,6
4933402P03Rik,2
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,586
4933404O12Rik,628
4933405D12Rik,0
4933405E24Rik,43
4933405L10Rik,13
4933405O20Rik,0
4933406B17Rik,1
4933406C10Rik,18
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,18
4933406J08Rik,2
4933406J10Rik,0
4933406K04Rik,0
4933406M09Rik,4
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,8
4933407I08Rik,0
4933407K13Rik,0
4933407L21Rik,12
4933408B17Rik,14
4933408J17Rik,22
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,0
4933411E08Rik,0
4933411G06Rik,0
4933411G11Rik,0
4933411K16Rik,0
4933412E12Rik,649
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,6
4933413J09Rik,20
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,2
4933416M07Rik,5
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,31
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,604
4933422A05Rik,3
4933424G05Rik,1
4933424G06Rik,5
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,0
4933427D14Rik,1292
4933427E11Rik,15
4933427E13Rik,0
4933427G17Rik,6
4933427G23Rik,12
4933427I22Rik,0
4933428C19Rik,0
4933428G20Rik,7
4933428M09Rik,0
4933429K18Rik,0
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,715
4933430M04Rik,4
4933430N04Rik,0
4933431E20Rik,160
4933431G14Rik,0
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,1015
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,7
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,28
4933433G19Rik,43
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,4838
4933436E23Rik,0
4933436H12Rik,1
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,156
4933439K11Rik,0
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,4841
5031425E22Rik,301
5031425F14Rik,2
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,42
5031439G07Rik,3563
5033403F01Rik,10
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,10
5033417F24Rik,2
5033421B08Rik,13
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,130
5133400J02Rik,484
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,51
5330426P16Rik,0
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,43
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,0
5430403N17Rik,2
5430405H02Rik,42
5430416N02Rik,987
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,11
5430427M07Rik,0
5430427O19Rik,3747
5430428K19Rik,0
5430431A17Rik,12
5430434I15Rik,0
5430435G22Rik,11
5430435K18Rik,0
5430437J10Rik,16
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,383
5730403I07Rik,0
5730405O15Rik,86
5730408K05Rik,154
5730409E04Rik,879
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,0
5730422E09Rik,5
5730435O14Rik,0
5730455P16Rik,3860
5730457N03Rik,0
5730460C07Rik,11
5730480H06Rik,69
5730488B01Rik,0
5730507C01Rik,0
5730508B09Rik,27
5730522E02Rik,0
5730559C18Rik,14
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,1068
5830416I19Rik,0
5830416P10Rik,320
5830417I10Rik,4088
5830418P13Rik,198
5830428H23Rik,1000
5830428M24Rik,298
5830432E09Rik,39
5830433I10Rik,6
5830444B04Rik,0
5830454E08Rik,45
5830473C10Rik,21
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,2
5930438M14Rik,0
6030407O03Rik,0
6030408B16Rik,6
6030419C18Rik,867
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,173
6030458C11Rik,4754
6030466F02Rik,0
6030468B19Rik,9
6030469F06Rik,0
6030498E09Rik,1
6230400D17Rik,63
6330403A02Rik,1273
6330403K07Rik,0
6330407A03Rik,3
6330408A02Rik,374
6330409D20Rik,11
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,41
6330416G13Rik,2811
6330418K02Rik,19
6330419J24Rik,3
6330420H09Rik,0
6330549D23Rik,128
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,18
6430548M08Rik,83
6430550D23Rik,67
6430553K19Rik,1
6430562O15Rik,26
6430571L13Rik,26
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,6
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,9
6530402F18Rik,418
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,0
6720483E21Rik,0
6720489N17Rik,1140
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,462
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,4
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,2
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,0
8030451A03Rik,19
8030451O07Rik,0
8030453O22Rik,708
8030455M16Rik,0
8030462N17Rik,3228
8030474K03Rik,1
8430408G22Rik,6
8430415O14Rik,5
8430419K02Rik,0
8430419L09Rik,1649
8430422H06Rik,0
8430423G03Rik,0
8430426J06Rik,0
8430429K09Rik,59
8430430B14Rik,25
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,12
9030204H09Rik,23
9030404E10Rik,0
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,372
9030619P08Rik,11
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,2876
9030625G05Rik,0
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,556
9130015A21Rik,57
9130015L21Rik,0
9130019O22Rik,136
9130019P16Rik,2
9130023H24Rik,180
9130024F11Rik,178
9130204L05Rik,0
9130208D14Rik,0
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,280
9130227L01Rik,0
9130230L23Rik,12
9130401M01Rik,2838
9130409I23Rik,0
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,1
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,123
9230110F15Rik,0
9230112D13Rik,82
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,178
9230116L04Rik,15
9230116N13Rik,73
9230117E06Rik,2
9330020H09Rik,65
9330102E08Rik,14
9330104G04Rik,73
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,555
9330136K24Rik,41
9330151L19Rik,118
9330154J02Rik,0
9330154K18Rik,19
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,61
9330162012Rik,6
9330162B11Rik,0
9330175E14Rik,20
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,23
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,3451
9430014N10Rik,0
9430015G10Rik,2879
9430016H08Rik,1958
9430018G01Rik,23
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,35
9430038I01Rik,394
9430041J12Rik,25
9430060I03Rik,0
9430065F17Rik,35
9430069I07Rik,6
9430076C15Rik,0
9430078G10Rik,0
9430078K24Rik,0
9430083A17Rik,0
9430085M18Rik,0
9430091E24Rik,63
9430097D07Rik,2
9530002B09Rik,0
9530003J23Rik,0
9530004M14Rik,0
9530014B07Rik,0
9530020I12Rik,7
9530026F06Rik,0
9530026P05Rik,0
9530027J09Rik,48
9530034E10Rik,0
9530036M11Rik,10
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,86
9530052E02Rik,0
9530053A07Rik,2
9530053H05Rik,1177
9530057J20Rik,0
9530059O14Rik,0
9530062K07Rik,108
9530068E07Rik,8582
9530077C05Rik,45
9530080O11Rik,0
9530082P21Rik,32
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,0
9630013K17Rik,55
9630015K15Rik,8
9630028B13Rik,6
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1787
9830107B12Rik,2
9830132P13Rik,0
9830147E19Rik,2
9830166K06Rik,0
9930012K11Rik,134
9930014A18Rik,0
9930021J03Rik,4470
9930038B18Rik,0
9930104L06Rik,930
9930111H07Rik,2
9930111J21Rik1,571
9930111J21Rik2,47
a,99
A130010J15Rik,1282
A130030D18Rik,0
A130051J06Rik,97
A130077B15Rik,2
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,28
A230028O05Rik,1
A230046K03Rik,6388
A230050P20Rik,1362
A230051N06Rik,0
A230056J06Rik,0
A230056P14Rik,74
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,3
A230072C01Rik,130
A230072E10Rik,36
A230072I06Rik,0
A230073K19Rik,9
A230077H06Rik,0
A230083G16Rik,53
A230087F16Rik,5
A230098N10Rik,21
A230103J11Rik,53
A230103O09Rik,0
A230107N01Rik,5
A230108P19Rik,4
A2m,0
A330008L17Rik,0
A330009N23Rik,74
A330015K06Rik,1
A330023F24Rik,76
A330032B11Rik,0
A330033J07Rik,0
A330035P11Rik,206
A330040F15Rik,16
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,1
A330050F15Rik,8
A330069E16Rik,68
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,11
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,1
A330093E20Rik,0
A330102I10Rik,0
A3galt2,6
A430005L14Rik,834
A430010J10Rik,0
A430033K04Rik,607
A430035B10Rik,126
A430046D13Rik,163
A430048G15Rik,0
A430057M04Rik,75
A430060F13Rik,0
A430072P03Rik,19
A430078G23Rik,0
A430078I02Rik,8
A430085M09Rik,0
A430088P11Rik,5
A430089I19Rik,0
A430090L17Rik,2
A430093F15Rik,1560
A430105I19Rik,8
A430105J06Rik,17
A430108G06Rik,2
A430110L20Rik,13
A4galt,0
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,67
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,1404
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,2308
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,226
A530088E08Rik,8
A530095I07Rik,2
A530099J19Rik,0
A630001G21Rik,8175
A630001O12Rik,26
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,24
A630020A06,9
A630023A22Rik,0
A630023P12Rik,63
A630031M04Rik,0
A630033H20Rik,215
A630034I12Rik,1258
A630066F11Rik,0
A630072L19Rik,2
A630072M18Rik,81
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,4
A630089N07Rik,694
A630095E13Rik,2
A630095N17Rik,117
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,102
A730013G03Rik,2
A730017C20Rik,0
A730017L22Rik,486
A730018C14Rik,2
A730020E08Rik,0
A730020M07Rik,0
A730036I17Rik,2
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,44
A730067D02Rik,11
A730082K24Rik,1
A730085K08Rik,0
A730089K16Rik,1
A730090H04Rik,2
A730090N16Rik,7
A730098P11Rik,7
A830005F24Rik,53
A830009L08Rik,0
A830010M20Rik,642
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,2
A830029E22Rik,0
A830035A12Rik,0
A830035O19Rik,21
A830052D11Rik,0
A830080D01Rik,2163
A830082K12Rik,0
A830082N09Rik,187
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,1
A930002C04Rik,0
A930003A15Rik,34
A930003O13Rik,0
A930004D18Rik,4
A930005H10Rik,809
A930006I01Rik,0
A930006K02Rik,128
A930007A09Rik,4
A930007I19Rik,94
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,24
A930013F10Rik,283
A930015D03Rik,0
A930016O22Rik,2
A930017K11Rik,5
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,23
A930024E05Rik,98
A930027H12Rik,0
A930028N01Rik,10
A930029G22Rik,0
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,4
A930041C12Rik,2
AA387200,0
AA387883,0
AA388235,0
AA413626,23
AA414768,279
AA414992,0
AA415398,416
AA465934,91
AA467197,89
AA474331,86
AA536875,0
AA543186,76
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,0
AA986860,29
AA987161,2300
Aaas,6532
Aacs,2202
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,536
Aagab,2889
Aak1,1905
Aamdc,483
Aamp,7784
Aanat,1
Aar2,3878
Aard,0
Aars,21090
Aars2,1564
Aarsd1,2925
Aasdh,2719
Aasdhppt,3585
Aass,0
Aatf,5532
Aatk,8
AB124611,606
Abat,2
Abca1,2728
Abca12,2
Abca13,119
Abca14,0
Abca15,0
Abca16,0
Abca17,12
Abca2,4626
Abca3,4943
Abca4,145
Abca5,354
Abca6,0
Abca7,932
Abca8a,1
Abca8b,3
Abca9,2
Abcb10,2100
Abcb11,2
Abcb1a,491
Abcb1b,7
Abcb4,17
Abcb5,0
Abcb6,3212
Abcb7,7204
Abcb8,2565
Abcb9,118
Abcc1,8385
Abcc10,1066
Abcc12,0
Abcc2,445
Abcc3,26
Abcc4,9986
Abcc5,3361
Abcc6,7
Abcc8,5
Abcc9,2
Abcd1,1315
Abcd2,0
Abcd3,6605
Abcd4,1424
Abce1,28506
Abcf1,1
Abcf2,10185
Abcf3,4730
Abcg1,2914
Abcg2,14
Abcg3,100
Abcg4,55
Abcg5,12
Abcg8,0
Abhd1,7
Abhd10,1272
Abhd11,1072
Abhd11os,6
Abhd12,2482
Abhd12b,2
Abhd13,3649
Abhd14a,905
Abhd14b,289
Abhd15,128
Abhd16a,0
Abhd16b,4
Abhd17a,1481
Abhd17b,6021
Abhd17c,5860
Abhd2,1111
Abhd3,0
Abhd4,2389
Abhd5,1494
Abhd6,4059
Abhd8,961
Abi1,6312
Abi2,5091
Abi3,1053
Abi3bp,5
Abl1,6456
Abl2,10583
Ablim1,1275
Ablim2,69
Ablim3,0
Abo,0
Abr,9740
Abra,39
Abracl,2307
Abt1,2992
Abtb1,1855
Abtb2,771
Acaa1a,1467
Acaa1b,8
Acaa2,2264
Acaca,8245
Acacb,735
Acad10,909
Acad11,948
Acad12,518
Acad8,1125
Acad9,3966
Acadl,2377
Acadm,2713
Acads,2541
Acadsb,2021
Acadvl,7
Acan,0
Acap1,3035
Acap2,9084
Acap3,1039
Acat1,7449
Acat2,2117
Acat3,42
Acbd3,5505
Acbd4,409
Acbd5,3212
Acbd6,2677
Acbd7,0
Accs,394
Accsl,10
Acd,2107
Ace,0
Ace2,0
Ace3,0
Acer1,4
Acer2,811
Acer3,1880
Ache,187
Acin1,28861
Ackr1,0
Ackr2,457
Ackr3,7198
Ackr4,58
Acly,13329
Acmsd,21
Acn9,484
Acnat1,0
Acnat2,0
Aco1,2800
Aco2,16457
Acot1,1
Acot10,0
Acot11,248
Acot12,125
Acot13,1714
Acot2,1016
Acot3,0
Acot4,0
Acot5,0
Acot6,7
Acot7,2004
Acot8,345
Acot9,1939
Acox1,2188
Acox2,0
Acox3,3662
Acoxl,49
Acp1,3221
Acp2,444
Acp5,16
Acp6,139
Acpp,10
Acpt,22
Acr,0
Acrbp,157
Acrv1,0
Acsbg1,2335
Acsbg2,0
Acsf2,3442
Acsf3,773
Acsl1,3561
Acsl3,2388
Acsl4,4784
Acsl5,14219
Acsl6,4980
Acsm1,0
Acsm2,0
Acsm3,86
Acsm4,0
Acsm5,0
Acss1,301
Acss2,670
Acss2os,0
Acss3,0
Acta1,14
Acta2,11
Actb,102009
Actbl2,0
Actc1,0
Actg1,12561
Actg2,202
Actl10,11
Actl11,0
Actl6a,4310
Actl6b,3
Actl7a,2
Actl7b,3
Actl9,2
Actn1,1844
Actn2,0
Actn3,32
Actn4,11123
Actr10,3659
Actr1a,5500
Actr1b,6050
Actr2,36646
Actr3,17572
Actr3b,1099
Actr5,1396
Actr6,1403
Actr8,2389
Actrt1,0
Actrt2,0
Actrt3,20
Acvr1,0
Acvr1b,1141
Acvr1c,0
Acvr2a,1509
Acvr2b,1959
Acvrl1,814
Acy1,1535
Acy3,105
Acyp1,644
Acyp2,0
Ada,571
Adad1,0
Adad2,0
Adal,0
Adam10,12628
Adam11,0
Adam12,0
Adam15,1882
Adam17,8591
Adam18,0
Adam19,4984
Adam1a,138
Adam1b,14
Adam2,0
Adam20,0
Adam21,10
Adam22,40
Adam23,1
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,0
Adam30,0
Adam32,0
Adam33,17
Adam34,0
Adam39,0
Adam4,21
Adam5,0
Adam6a,0
Adam6b,7
Adam7,0
Adam8,4172
Adam9,10043
Adamdec1,0
Adamts1,0
Adamts10,1398
Adamts12,10
Adamts13,25
Adamts14,1079
Adamts15,0
Adamts16,0
Adamts17,7
Adamts18,0
Adamts19,0
Adamts2,0
Adamts20,765
Adamts3,0
Adamts4,51
Adamts5,0
Adamts6,383
Adamts7,778
Adamts8,0
Adamts9,4
Adamtsl1,0
Adamtsl2,33
Adamtsl3,0
Adamtsl4,33
Adamtsl5,59
Adap1,1496
Adap2,2
Adar,5743
Adarb1,1524
Adarb2,0
Adat1,1028
Adat2,957
Adat3,268
Adck1,1448
Adck2,1278
Adck3,11967
Adck4,1353
Adck5,673
Adcy1,0
Adcy10,7
Adcy2,0
Adcy3,455
Adcy4,2
Adcy5,5
Adcy6,0
Adcy7,5660
Adcy8,0
Adcy9,21
Adcyap1,2
Adcyap1r1,0
Add1,7950
Add2,4
Add3,6471
Adgb,0
Adh1,2
Adh4,0
Adh5,11148
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,64
Adi1,3279
Adig,0
Adipoq,18
Adipor1,6260
Adipor2,6822
Adk,4504
Adm,2454
Adm2,253
Adnp,16424
Adnp2,7257
Ado,5921
Adora1,12
Adora2a,252
Adora2b,426
Adora3,4
Adpgk,4256
Adprh,6035
Adprhl1,0
Adprhl2,2884
Adprm,1123
Adra1a,0
Adra1b,0
Adra1d,0
Adra2a,39
Adra2b,0
Adra2c,0
Adrb1,0
Adrb2,286
Adrb3,0
Adrbk1,18696
Adrbk2,53
Adrm1,3214
Adsl,10467
Adss,7175
Adssl1,11260
Adtrp,375
Aebp1,26
Aebp2,13634
Aen,2000
Aes,6705
AF067061,163
AF067063,0
AF251705,0
AF357355,0
AF357359,0
AF357399,84
AF357425,0
AF357426,0
AF366264,0
AF529169,0
Afap1,892
Afap1l1,6
Afap1l2,6
Aff1,16850
Aff2,0
Aff3,5957
Aff4,18625
Afg3l1,5409
Afg3l2,8682
Afm,0
Afmid,627
Afp,35
Aftph,15648
Aga,920
Agap1,0
Agap2,1797
Agap3,2676
Agbl1,0
Agbl2,2
Agbl3,0
Agbl4,3
Agbl5,1509
Ager,0
Agfg1,8545
Agfg2,1212
Aggf1,7152
Agk,1750
Agl,1833
Agmat,2
Agmo,0
Ago1,6128
Ago2,17817
Ago3,2882
Ago4,2065
Agpat1,0
Agpat2,926
Agpat3,6419
Agpat4,1619
Agpat5,4999
Agpat6,7387
Agpat9,1172
Agps,9541
Agr2,0
Agr3,0
Agrn,1337
Agrp,9
Agt,2
Agtpbp1,2518
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,797
Agxt,0
Agxt2,0
Ahctf1,50647
Ahcy,7419
Ahcyl1,13787
Ahcyl2,48282
Ahdc1,2252
Ahi1,1238
Ahnak,4701
Ahnak2,516
Ahr,5525
Ahrr,901
Ahsa1,9746
Ahsa2,2208
Ahsg,3
AI115009,0
AI118078,0
AI182371,32
AI197445,0
AI314180,17306
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,3
AI429214,0
AI450353,78
AI463170,0
AI463229,2
AI464131,17
AI467606,1290
AI481877,26
AI504432,4
AI506816,882
AI507597,75
AI593442,0
AI597479,4433
AI606473,0
AI607873,0
AI646519,0
AI661453,12
AI662270,13705
AI837181,1589
AI839979,31
AI846148,1328
AI847159,15
AI854517,0
AI854703,596
AI987944,628
Aicda,2976
Aida,1854
Aif1,0
Aif1l,11
Aifm1,2396
Aifm2,1024
Aifm3,2
Aig1,4
Aim1,1095
Aim1l,184
Aim2,5209
Aimp1,8926
Aimp2,3253
Aip,0
Aipl1,61
Aire,12
Airn,45
Ajap1,0
Ajuba,53
AK010878,500
Ak1,8
AK129341,0
Ak2,3355
Ak3,5531
Ak4,0
Ak5,37
Ak6,1474
Ak7,181
Ak8,148
Ak9,22
Akap1,2531
Akap10,3183
Akap11,18802
Akap12,1318
Akap13,13841
Akap14,5
Akap17b,2867
Akap2,60
Akap3,155
Akap4,0
Akap5,159
Akap6,0
