gene_id,Satrom-mRNA-48hC_GCCAAT_L003_001
Rnf222,0
Rnf223,217
Rnf224,0
Rnf24,1210
Rnf25,1310
Rnf26,1917
Rnf31,1784
Rnf32,0
Rnf34,2951
Rnf38,2086
Rnf39,0
Rnf4,10093
Rnf40,5712
Rnf41,1834
Rnf43,138
Rnf44,4017
Rnf5,0
Rnf6,3241
Rnf7,3520
Rnf8,2527
Rnft1,3487
Rnft2,356
Rngtt,2931
Rnh1,4569
Rnls,0
Rnmt,6709
Rnmtl1,1407
Rnpc3,1870
Rnpep,5869
Rnpepl1,1556
Rnps1,5574
Rnr1,7102
Rnr2,21661
Rnu11,0
Rnu12,0
Rnu1a1,0
Rnu1b1,0
Rnu1b2,0
Rnu1b6,0
Rnu2-10,0
Rnu3a,0
Rnu3b-ps2,0
Rnu3b1,0
Rnu3b2,0
Rnu3b3,0
Rnu3b4,0
Rnu5g,0
Rnu6,1
Rnu7,32
Rnu7-ps3,0
Rnu73b,75
Rny1,2
Rny3,0
Robo1,0
Robo2,0
Robo3,0
Robo4,0
Rock1,8504
Rock2,15582
Rogdi,2102
Rom1,144
Romo1,1037
Ropn1,0
Ropn1l,54
Ror1,1
Ror2,1290
Rora,115
Rorb,1
Rorc,128
Ros1,0
Rp1,1
Rp1l1,76
Rp2h,4140
Rp9,2545
Rpa1,14414
Rpa2,4953
Rpa3,3177
Rpain,150
Rpap1,4287
Rpap2,2186
Rpap3,4563
Rpe,775
Rpe65,0
Rpf1,5342
Rpf2,4333
Rpgr,946
Rpgrip1,1957
Rpgrip1l,1451
Rph3a,1
Rph3al,56
Rpia,3789
Rpl10,60015
Rpl10-ps1,1
Rpl10-ps2,7
Rpl10-ps3,14
Rpl10-ps5,3
Rpl10-ps6,12
Rpl10a,311
Rpl10a-ps1,3126
Rpl10a-ps2,0
Rpl10a-ps3,0
Rpl10l,0
Rpl11,41739
Rpl12,53605
Rpl12-ps1,1
Rpl13,31114
Rpl13-ps1,0
Rpl13-ps2,0
Rpl13-ps3,10
Rpl13-ps5,1
Rpl13a,63093
Rpl14,49791
Rpl14-ps1,155
Rpl15,19305
Rpl15-ps4,2
Rpl17,35200
Rpl17-ps1,0
Rpl17-ps10,6
Rpl17-ps3,5
Rpl17-ps4,6
Rpl17-ps7,13
Rpl17-ps8,7
Rpl17-ps9,2
Rpl18,30815
Rpl18-ps2,18
Rpl18a,21096
Rpl19,38736
Rpl19-ps1,25
Rpl19-ps10,0
Rpl19-ps11,32
Rpl19-ps12,1
Rpl19-ps2,0
Rpl19-ps3,0
Rpl19-ps4,2
Rpl19-ps5,0
Rpl19-ps6,3
Rpl19-ps7,4
Rpl19-ps9,2
Rpl21,40261
Rpl22,22784
Rpl22l1,8967
Rpl23,29789
Rpl23a,16304
Rpl23a-ps1,0
Rpl23a-ps10,0
Rpl23a-ps11,0
Rpl23a-ps12,0
Rpl23a-ps2,0
Rpl23a-ps3,2
Rpl23a-ps4,0
Rpl23a-ps5,0
Rpl23a-ps6,0
Rpl23a-ps8,0
Rpl23a-ps9,0
Rpl24,21799
Rpl26,21716
Rpl26-ps2,1
Rpl26-ps4,2
Rpl26-ps5,0
Rpl26-ps6,0
Rpl27,13820
Rpl27-ps1,0
Rpl27a,24739
Rpl28,26314
Rpl28-ps1,82
Rpl28-ps3,2
Rpl28-ps4,1
Rpl29,16383
Rpl29-ps1,2
Rpl29-ps2,2
Rpl29-ps4,0
Rpl29-ps5,0
Rpl29-ps6,0
Rpl3,93928
Rpl3-ps1,103
Rpl3-ps2,47
Rpl30,19378
Rpl30-ps1,5
Rpl30-ps10,2
Rpl30-ps11,0
Rpl30-ps2,2
Rpl30-ps3,1
Rpl30-ps5,0
Rpl30-ps6,0
Rpl30-ps7,1
Rpl30-ps8,4
Rpl30-ps9,0
Rpl31,15226
Rpl31-ps12,0
Rpl32,28389
Rpl32-ps,0
Rpl32p,65
Rpl34,20693
Rpl34-ps1,224
Rpl35,12941
Rpl35-ps1,0
Rpl35a,16400
Rpl35a-ps2,2
Rpl35a-ps3,4
Rpl35a-ps4,3
Rpl35a-ps5,3
Rpl35a-ps6,1
Rpl35a-ps7,12
Rpl36,10351
Rpl36-ps10,0
Rpl36-ps2,277
Rpl36-ps3,5
Rpl36-ps4,0
Rpl36-ps8,0
Rpl36-ps9,0
Rpl36a,26940
Rpl36a-ps1,5
Rpl36a-ps2,67
Rpl36al,7886
Rpl37,24533
Rpl37a,16161
Rpl37rt,96
Rpl38,8074
Rpl38-ps1,0
Rpl38-ps2,1195
Rpl39,14885
Rpl39-ps,49
Rpl39l,154
Rpl3l,17
Rpl4,167274
Rpl41,26510
Rpl48-ps1,0
Rpl5,47899
Rpl6,48598
Rpl7,69427
Rpl7-ps7,27
Rpl7a,55765
Rpl7a-ps1,0
Rpl7a-ps10,1
Rpl7a-ps11,2
Rpl7a-ps12,0
Rpl7a-ps3,2
Rpl7a-ps4,0
Rpl7a-ps5,2
Rpl7a-ps7,5
Rpl7a-ps8,0
Rpl7a-ps9,0
Rpl7l1,12511
Rpl8,69924
Rpl9,48031
Rpl9-ps1,0
Rpl9-ps2,0
Rpl9-ps3,0
Rpl9-ps4,1
Rpl9-ps6,43
Rpl9-ps7,74
Rpl9-ps8,0
Rplp0,126757
Rplp0-ps1,14
Rplp1,53270
Rplp1-ps1,1
Rplp2,26307
Rplp2-ps1,0
Rpn1,24890
Rpn2,20786
Rpp14,5192
Rpp21,0
Rpp25,46
Rpp25l,604
Rpp30,1653
Rpp38,608
Rpp40,1388
Rpph1,35
Rprd1a,2238
Rprd1b,3588
Rprd2,4921
Rprl1,0
Rprl2,0
Rprm,0
Rprml,0
Rps10,0
Rps10-ps1,18
Rps10-ps2,112
Rps10-ps3,0
Rps10-ps4,4
Rps11,32768
Rps11-ps1,55
Rps11-ps2,94
Rps11-ps3,0
Rps11-ps4,0
Rps12,54838
Rps12-ps1,0
Rps12-ps10,8
Rps12-ps11,0
Rps12-ps12,0
Rps12-ps13,0
Rps12-ps14,0
Rps12-ps15,0
Rps12-ps16,0
Rps12-ps17,0
Rps12-ps18,0
Rps12-ps2,0
Rps12-ps20,0
Rps12-ps21,0
Rps12-ps3,3
Rps12-ps4,14
Rps12-ps5,1
Rps12-ps6,0
Rps12-ps7,0
Rps12-ps9,5
Rps12l1,0
Rps12l2,6
Rps13,22323
Rps13-ps1,1
Rps13-ps2,19
Rps13-ps4,22
Rps13-ps5,1
Rps14,44615
Rps15,28471
Rps15-ps3,2
Rps15a,42313
Rps15a-ps4,1
Rps15a-ps5,4
Rps15a-ps6,26
Rps15a-ps8,0
Rps16,24018
Rps16-ps2,20
Rps16-ps3,0
Rps17,36481
Rps17-ps1,0
Rps18,0
Rps18-ps1,2
Rps18-ps2,0
Rps18-ps3,2
Rps19,24186
Rps19-ps10,1
Rps19-ps11,2
Rps19-ps12,0
Rps19-ps13,0
Rps19-ps3,20
Rps19-ps4,3
Rps19-ps5,0
Rps19-ps6,112
Rps19-ps7,7
Rps19-ps8,1
Rps19-ps9,0
Rps19bp1,1630
Rps2,68496
Rps2-ps10,4
Rps2-ps11,8
Rps2-ps13,9
Rps2-ps2,0
Rps2-ps5,7
Rps2-ps6,12
Rps2-ps7,1
Rps2-ps8,8
Rps2-ps9,0
Rps20,31959
Rps21,17295
Rps23,36255
Rps23-ps1,0
Rps23-ps2,0
Rps24,62991
Rps25,37011
Rps25-ps1,23
Rps26,32261
Rps26-ps1,37
Rps27,10810
Rps27-ps1,0
Rps27-ps2,14
Rps27a,68960
Rps27a-ps1,3
Rps27a-ps2,11
Rps27l,8719
Rps27rt,7
Rps28,0
Rps29,22925
Rps3,84117
Rps3a1,69793
Rps3a2,19
Rps3a3,35
Rps4l,0
Rps4x,89747
Rps4x-ps,11
Rps5,39834
Rps6,48765
Rps6ka1,9783
Rps6ka2,256
Rps6ka3,6139
Rps6ka4,1000
Rps6ka5,1803
Rps6ka6,0
Rps6kb1,8240
Rps6kb2,0
Rps6kc1,1543
Rps6kl1,23
Rps7,31911
Rps8,59010
Rps8-ps1,7
Rps8-ps2,0
Rps8-ps3,0
Rps9,48967
Rpsa,88440
Rptn,0
Rptor,4267
Rptoros,4
Rpusd1,516
Rpusd2,2096
Rpusd3,632
Rpusd4,2233
Rqcd1,7636
Rrad,767
Rraga,2988
Rragb,0
Rragc,4907
Rragd,575
Rras,350
Rras2,3294
Rrbp1,11373
Rreb1,4447
Rrh,5
Rrm1,22979
Rrm2,8876
Rrm2b,1533
Rrn3,8175
Rrnad1,1427
Rrp1,18576
Rrp12,5445
Rrp15,5432
Rrp1b,11863
Rrp36,1107
Rrp7a,5151
Rrp8,3033
Rrp9,4327
Rrs1,4737
Rs1,0
Rsad1,1873
Rsad2,0
Rsbn1,198
Rsbn1l,4513
Rsc1a1,7
Rsf1,6866
Rsf1os1,0
Rsg1,173
Rsl1,775
Rsl1d1,31651
Rsl24d1,5699
Rslcan18,176
Rsph1,11
Rsph14,0
Rsph3a,172
Rsph3b,128
Rsph4a,0
Rsph6a,2
Rsph9,23
Rspo1,18
Rspo2,0
Rspo3,0
Rspo4,0
Rspry1,2460
Rsrc1,3683
Rsrc2,6693
Rsrp1,7751
Rsu1,2357
Rtbdn,34
Rtca,2401
Rtcb,13109
Rtel1,4667
Rtf1,6054
Rtfdc1,3804
Rtkn,297
Rtkn2,227
Rtl1,0
Rtn1,2
Rtn2,124
Rtn3,18258
Rtn4,18740
Rtn4ip1,5015
Rtn4r,0
Rtn4rl1,14
Rtn4rl2,0
Rtp1,0
Rtp2,0
Rtp3,0
Rtp4,0
Rttn,2073
Rubie,0
Rufy1,1124
Rufy2,1687
Rufy3,3728
Rufy4,9
Rundc1,833
Rundc3a,287
Rundc3b,2
Runx1,1206
Runx1t1,19
Runx2,899
Runx2os2,0
Runx3,3
Rusc1,434
Rusc2,0
Ruvbl1,6272
Ruvbl2,14447
Rwdd1,4162
Rwdd2a,12
Rwdd2b,1141
Rwdd3,96
Rwdd4a,2976
Rxfp1,0
Rxfp2,0
Rxfp3,0
Rxfp4,1
Rxra,1436
Rxrb,0
Rxrg,0
Rybp,2040
Ryk,965
Ryr1,4352
Ryr2,23
Ryr3,4
S100a1,63
S100a10,3257
S100a11,1848
S100a13,521
S100a14,4
S100a16,0
S100a2,0
S100a3,0
S100a4,0
S100a5,0
S100a6,0
S100a7a,0
S100a8,0
S100a9,0
S100b,1
S100g,3
S100p,0
S100pbp,562
S100z,0
S1pr1,2316
S1pr2,1023
S1pr3,2458
S1pr4,44
S1pr5,4
Saa1,2
Saa2,0
Saa3,18
Saa4,0
Saal1,2448
Sac3d1,677
Sacm1l,11375
Sacs,7513
Sae1,12353
Safb,9039
Safb2,6291
Sag,29
Sall1,0
Sall2,131
Sall3,149
Sall4,2
Samd1,1892
Samd10,268
Samd11,15
Samd12,25
Samd14,36
Samd15,64
Samd3,1
Samd4,2001
Samd4b,2858
Samd5,0
Samd7,0
Samd8,3312
Samd9l,1106
Samhd1,5376
Samm50,10145
Samsn1,2666
Samt1,0
Samt2,0
Samt3,0
Samt4,0
Sap130,3642
Sap18,4969
Sap25,0
Sap30,1285
Sap30bp,3637
Sap30l,667
Sapcd1,0
Sapcd2,1501
Sar1a,8647
Sar1b,2944
Saraf,1884
Sardh,2
Sarm1,73
Sarnp,4083
Sars,20120
Sars2,1209
Sart1,6348
Sart3,8177
Sash1,1057
Sash3,6928
Sass6,2072
Sat1,1645
Sat2,2
Satb1,0
Satb2,974
Satl1,1
Sav1,3150
Saysd1,260
Sbds,2943
Sbf1,7628
Sbf2,4668
Sbk1,1178
Sbk2,2
Sbk3,5
Sbno1,14119
Sbno2,2279
Sbp,0
Sbpl,0
Sbsn,186
Sbspon,5
Sc5d,8488
Scaf1,5002
Scaf11,33296
Scaf4,7037
Scaf8,8265
Scai,2268
Scamp1,6
Scamp2,2832
Scamp3,1028
Scamp4,2455
Scamp5,47
Scand1,517
Scap,5715
Scaper,1433
Scara3,0
Scara5,2
Scarb1,2650
Scarb2,2447
Scarf1,31
Scarf2,0
Scarletltr,0
Scarna10,11
Scarna13,13
Scarna17,5
Scarna2,0
Scarna3a,0
Scarna3b,0
Scarna6,8
Scarna8,2
Scarna9,34
Sccpdh,2014
Scd1,51064
Scd2,95807
Scd3,4
Scd4,46
Scel,11
Scfd1,4822
Scfd2,605
Scg2,0
Scg3,0
Scg5,1
Scgb1a1,0
Scgb1b12,0
Scgb1b13-ps,0
Scgb1b19,0
Scgb1b2,0
Scgb1b20,0
Scgb1b24,0
Scgb1b27,0
Scgb1b29,0
Scgb1b3,0
Scgb1b30,0
Scgb1b34-ps,0
Scgb1b7,0
Scgb1b8-ps,0
Scgb1c1,0
Scgb2a2,0
Scgb2b1,0
Scgb2b10,0
Scgb2b11,0
Scgb2b12,0
Scgb2b13-ps,0
Scgb2b14-ps,0
Scgb2b15,0
Scgb2b16-ps,0
Scgb2b17,0
Scgb2b18,0
Scgb2b19,0
Scgb2b2,0
Scgb2b20,0
Scgb2b21,0
Scgb2b23-ps,0
Scgb2b24,0
Scgb2b26,0
Scgb2b27,0
Scgb2b29-ps,0
Scgb2b3,0
Scgb2b30,0
Scgb2b31-ps,0
Scgb2b32-ps,0
Scgb2b33,0
Scgb2b4-ps,0
Scgb2b6,0
Scgb2b7,0
Scgb2b8-ps,0
Scgb2b9-ps,0
Scgb3a1,0
Scgb3a2,0
Scgn,0
Schip1,0
Scimp,2
Scin,0
Sclt1,1644
Scly,2110
Scmh1,2611
Scml1,0
Scml2,0
Scml4,215
Scn10a,0
Scn11a,20
Scn1a,2
Scn1b,0
Scn2a1,0
Scn2b,11
Scn3a,4
Scn3b,0
Scn4a,227
Scn4b,2
Scn5a,1228
Scn7a,0
Scn8a,10
Scn9a,0
Scnm1,1268
Scnn1a,0
Scnn1b,2
Scnn1g,2
Sco1,1273
Sco2,0
Scoc,1008
Scp2,2289
Scp2d1,1
Scpep1,5822
Scpep1os,25
Scrg1,0
Scrib,4496
Scrn1,0
Scrn2,1054
Scrn3,694
Scrt1,0
Scrt2,0
Sct,3
Sctr,0
Scube1,357
Scube2,0
Scube3,1
Scx,46
Scyl1,3079
Scyl2,2428
Scyl3,2500
Sdad1,12089
Sdc1,0
Sdc2,0
Sdc3,0
Sdc4,2715
Sdcbp,5063
Sdcbp2,32
Sdccag3,1905
Sdccag8,1218
Sde2,4959
Sdf2,1850
Sdf2l1,4061
Sdf4,10055
Sdha,25781
Sdhaf1,1109
Sdhaf2,2476
Sdhb,6514
Sdhc,5259
Sdhd,9315
Sdk1,0
Sdk2,14
Sdpr,0
Sdr16c5,0
Sdr16c6,0
Sdr39u1,1320
Sdr42e1,149
Sdr9c7,0
Sds,37
Sdsl,25
Sebox,0
Sec1,25
Sec11a,3497
Sec11c,6874
Sec13,5813
Sec14l1,2684
Sec14l2,1120
Sec14l3,19
Sec14l4,72
Sec14l5,4
Sec16a,8221
Sec16b,3514
Sec22a,745
Sec22b,2523
Sec22c,827
Sec23a,3411
Sec23b,5280
Sec23ip,4897
Sec24a,3888
Sec24b,4844
Sec24c,17741
Sec24d,2597
Sec31a,9645
Sec31b,42
Sec61a1,17260
Sec61a2,2464
Sec61b,5520
Sec61g,669
Sec62,5577
Sec63,8334
Secisbp2,1928
Secisbp2l,2876
Sectm1a,0
Sectm1b,0
Seh1l,8637
Sel1l,27792
Sel1l2,2
Sel1l3,424
Sele,0
Selenbp1,15
Selenbp2,0
Selk,3635
Sell,0
Selm,111
Selo,510
Selp,0
Selplg,2568
Selt,19641
Sema3a,0
Sema3b,117
Sema3c,0
Sema3d,0
Sema3e,0
Sema3f,464
Sema3g,540
Sema4a,442
Sema4b,1409
Sema4c,282
Sema4d,6358
Sema4f,1
Sema4g,432
Sema5a,0
Sema5b,0
Sema6a,0
Sema6b,356
Sema6c,69
Sema6d,0
Sema7a,5223
Senp1,4444
Senp2,5294
Senp3,7502
Senp5,6092
Senp6,15353
Senp7,1846
Senp8,895
Sep15,19398
Sephs1,5481
Sephs2,12121
Sepn1,1876
Sepp1,17
Sepsecs,1046
Sept1,4670
Sept10,1337
Sept11,27596
Sept12,0
Sept14,5
Sept2,15055
Sept3,0
Sept4,0
Sept5,0
Sept6,16048
Sept7,16378
Sept8,1905
Sept9,3980
Sepw1,1203
Serac1,831
Serbp1,59353
Serf1,0
Serf2,1084
Sergef,747
Serhl,1215
Serinc1,6289
Serinc2,0
Serinc3,78953
Serinc4,67
Serinc5,518
Serp1,52548
Serp2,0
Serpina10,0
Serpina11,31
Serpina12,2
Serpina1a,0
Serpina1b,0
Serpina1c,0
Serpina1d,0
Serpina1e,3
Serpina1f,0
Serpina3a,0
Serpina3b,0
Serpina3c,0
Serpina3e-ps,1
Serpina3f,87
Serpina3g,1737
Serpina3h,0
Serpina3i,1
Serpina3j,0
Serpina3k,0
Serpina3m,0
Serpina3n,1
Serpina4-ps1,0
Serpina5,0
Serpina6,0
Serpina7,0
Serpina9,0
Serpinb10,0
Serpinb11,0
Serpinb12,0
Serpinb13,0
Serpinb1a,5376
Serpinb1b,13
Serpinb1c,30
Serpinb2,0
Serpinb3a,0
Serpinb3b,0
Serpinb3c,0
Serpinb3d,0
Serpinb5,0
Serpinb6a,1099
Serpinb6b,4694
Serpinb6c,2
Serpinb6d,0
Serpinb6e,0
Serpinb7,4
Serpinb8,7
Serpinb9,2027
Serpinb9b,0
Serpinb9c,2
Serpinb9d,8
Serpinb9e,0
Serpinb9f,0
Serpinb9g,0
Serpinc1,1661
Serpind1,51
Serpine1,32
Serpine2,2
Serpine3,10
Serpinf1,924
Serpinf2,3
Serping1,0
Serpinh1,8
Serpini1,17
Serpini2,0
Sertad1,154
Sertad2,2312
Sertad3,68
Sertad4,1
Sertm1,0
Sesn1,6851
Sesn2,6673
Sesn3,1458
Sestd1,0
Set,56527
Setbp1,3104
Setd1a,8218
Setd1b,4275
Setd2,14621
Setd3,5088
Setd4,690
Setd5,18974
Setd6,1134
Setd7,8820
Setd8,13005
Setdb1,7329
Setdb2,338
Setmar,126
Setx,10735
Sez6,2
Sez6l,15
Sez6l2,810
Sf1,22115
Sf3a1,18274
Sf3a2,5166
Sf3a3,9729
Sf3b1,33538
Sf3b2,26893
Sf3b3,32141
Sf3b4,3267
Sf3b5,2430
Sf3b6,3547
Sfi1,1349
Sfmbt1,2376
Sfmbt2,0
Sfn,100
Sfpq,50000
Sfr1,6014
Sfrp1,0
Sfrp2,0
Sfrp4,0
Sfrp5,7
Sfswap,5337
Sft2d1,749
Sft2d2,12845
Sft2d3,570
Sfta2,0
Sftpa1,0
Sftpb,0
Sftpc,0
Sftpd,0
Sfxn1,10714
Sfxn2,1028
Sfxn3,892
Sfxn4,465
Sfxn5,244
Sgca,0
Sgcb,629
Sgcd,0
Sgce,0
Sgcg,0
Sgcz,0
Sgip1,88
Sgk1,10
Sgk2,0
Sgk3,3188
Sgms1,847
Sgms2,0
Sgol1,4987
Sgol2a,4134
Sgol2b,0
Sgpl1,12780
Sgpp1,2267
Sgpp2,11
Sgsh,486
Sgsm1,8
Sgsm2,645
Sgsm3,1279
Sgta,4423
Sgtb,1061
Sh2b1,5007
Sh2b2,671
Sh2b3,4894
Sh2d1a,0
Sh2d1b1,18
Sh2d1b2,0
Sh2d2a,4531
Sh2d3c,2624
Sh2d4a,58
Sh2d4b,35
Sh2d5,58
Sh2d6,63
Sh2d7,75
Sh3bgr,2
Sh3bgrl,14491
Sh3bgrl2,0
Sh3bgrl3,1619
Sh3bp1,2131
Sh3bp2,1407
Sh3bp4,0
Sh3bp5,15739
Sh3bp5l,1424
Sh3d19,10
Sh3d21,9
Sh3d2c-ps1,0
Sh3gl1,2616
Sh3gl2,0
Sh3gl3,0
Sh3glb1,7627
Sh3glb2,1417
Sh3kbp1,9372
Sh3pxd2a,1685
Sh3pxd2b,7218
Sh3rf1,3099
Sh3rf2,0
Sh3rf3,0
Sh3tc1,642
Sh3tc2,2
Sh3yl1,15
Shank1,40
Shank2,0
Shank3,2
Sharpin,1285
Shb,1542
Shbg,0
Shc1,3002
Shc2,0
Shc3,0
Shc4,48
Shcbp1,4228
Shcbp1l,15
Shd,32
She,0
Shf,141
Shfm1,6642
Shh,0
Shisa2,6
Shisa3,0
Shisa4,9
Shisa5,4552
Shisa6,0
Shisa7,6
Shisa8,3603
Shisa9,0
Shkbp1,1304
Shmt1,7242
Shmt2,33325
Shoc2,3247
Shox2,0
Shpk,0
Shprh,4158
Shq1,1318
Shroom1,0
Shroom2,0
Shroom3,0
Shroom4,0
Siae,410
Siah1-ps1,0
Siah1-ps2,0
Siah1a,686
Siah1b,985
Siah2,5536
Siah3,0
Sidt1,5
Sidt2,7540
Sigirr,752
Siglec1,5
Siglec15,0
Siglece,0
Siglecf,46
Siglecg,2460
Siglech,22
Sigmar1,2779
Sik1,3060
Sik2,1046
Sik3,4101
Sike1,1611
Sil1,1355
Sim1,109
Sim2,3
Simc1,2304
Sin3a,7853
Sin3b,4687
Sipa1,3102
Sipa1l1,5527
Sipa1l2,425
Sipa1l3,1587
Sirpa,2132
Sirpb1a,0
Sirpb1b,0
Sirt1,3134
Sirt2,2733
Sirt3,654
Sirt4,527
Sirt5,334
Sirt6,1631
Sirt7,1048
Sis,6
Sit1,191
Siva1,2260
Six1,2999
Six2,6
Six3,0
Six3os1,0
Six4,946
Six5,80
Six6,0
Ska1,1310
Ska2,0
Ska3,5641
Skap1,3
Skap2,3198
Ski,1786
Skida1,186
Skil,2507
Skint1,0
Skint10,0
Skint11,0
Skint2,0
Skint3,0
Skint4,0
Skint5,0
Skint6,0
Skint7,0
Skint8,0
Skint9,0
Skiv2l,0
Skiv2l2,12853
Skor1,1
Skor2,2
Skp1a,12198
Skp2,5756
Sla,3718
Sla2,430
Slain1,2
Slain1os,0
Slain2,4609
Slamf1,105
Slamf6,4921
Slamf7,1019
Slamf8,0
Slamf9,2099
Slbp,5368
Slc10a1,21
Slc10a2,0
Slc10a3,487
Slc10a3-ubl4,3
Slc10a4,0
Slc10a5,0
Slc10a6,0
Slc10a7,2195
Slc11a1,679
Slc11a2,2840
Slc12a1,1
Slc12a2,3260
Slc12a3,12
Slc12a4,856
Slc12a5,140
Slc12a6,3852
Slc12a7,321
Slc12a8,1099
Slc12a9,941
Slc13a1,0
Slc13a2,0
Slc13a2os,0
Slc13a3,0
Slc13a4,1
Slc13a5,0
Slc14a1,21
Slc14a2,0
Slc15a1,12
Slc15a2,1008
Slc15a3,8096
Slc15a4,1514
Slc15a5,0
Slc16a1,14570
Slc16a10,0
Slc16a11,0
Slc16a12,0
Slc16a13,0
Slc16a14,211
Slc16a2,0
Slc16a3,345
Slc16a4,89
Slc16a5,21
Slc16a6,928
Slc16a7,2
Slc16a8,85
Slc16a9,0
Slc17a1,0
Slc17a2,0
Slc17a3,0
Slc17a4,2
Slc17a5,832
Slc17a6,0
Slc17a7,5
Slc17a8,0
Slc17a9,1253
Slc18a1,36
Slc18a2,164
Slc18a3,0
Slc18b1,3
Slc19a1,3320
Slc19a2,542
Slc19a3,1
Slc1a1,2
Slc1a2,17
Slc1a3,92
Slc1a4,12020
Slc1a5,15192
Slc1a6,0
Slc1a7,0
Slc20a1,7012
Slc20a2,2681
Slc22a1,15
Slc22a12,26
Slc22a13,0
Slc22a13b-ps,5
Slc22a14,0
Slc22a15,0
Slc22a16,0
Slc22a17,106
Slc22a18,37
Slc22a19,0
Slc22a2,0
Slc22a20,2
Slc22a21,4
Slc22a22,2
Slc22a23,13
Slc22a26,0
Slc22a27,0
Slc22a28,0
Slc22a29,0
Slc22a3,0
Slc22a30,0
Slc22a4,0
Slc22a5,563
Slc22a6,0
Slc22a7,0
Slc22a8,0
Slc23a1,433
Slc23a2,3479
Slc23a3,14
Slc24a1,9
Slc24a2,49
Slc24a3,0
Slc24a4,118
Slc24a5,0
Slc25a1,0
Slc25a10,1068
Slc25a11,0
Slc25a12,6268
Slc25a13,0
Slc25a14,257
Slc25a15,845
Slc25a16,1414
Slc25a17,3358
Slc25a18,26
Slc25a19,12718
Slc25a2,3
Slc25a20,696
Slc25a21,0
Slc25a22,1747
Slc25a23,3209
Slc25a24,0
Slc25a25,1151
Slc25a26,558
Slc25a27,0
Slc25a28,1237
Slc25a29,102
Slc25a3,30760
Slc25a30,1069
Slc25a31,0
Slc25a32,1545
Slc25a33,55
Slc25a34,108
Slc25a35,39
Slc25a36,3097
Slc25a37,6745
Slc25a38,769
Slc25a39,7069
Slc25a4,18166
Slc25a40,655
Slc25a41,7
Slc25a42,633
Slc25a43,92
Slc25a44,1351
Slc25a45,1567
Slc25a46,4083
Slc25a47,69
Slc25a48,0
Slc25a5,34709
Slc25a5-ps,1
Slc25a51,4833
Slc25a53,237
Slc25a54,0
Slc26a1,52
Slc26a10,59
Slc26a11,336
Slc26a2,1087
Slc26a3,4
Slc26a4,0
Slc26a5,8
Slc26a6,258
Slc26a7,0
Slc26a8,3
Slc26a9,24
Slc27a1,251
Slc27a2,0
Slc27a3,128
Slc27a4,752
Slc27a5,5
Slc27a6,0
Slc28a1,17
Slc28a2,1028
Slc28a3,0
Slc29a1,3728
Slc29a2,287
Slc29a3,2890
Slc29a4,0
Slc2a1,3204
Slc2a10,0
Slc2a12,0
Slc2a13,0
Slc2a2,0
Slc2a3,4764
Slc2a4,0
Slc2a4rg-ps,371
Slc2a5,4
Slc2a6,1636
Slc2a7,4
Slc2a8,179
Slc2a9,91
Slc30a1,3238
Slc30a10,0
Slc30a2,2320
Slc30a3,8
Slc30a4,1530
Slc30a5,7802
Slc30a6,1227
Slc30a7,2664
Slc30a8,0
Slc30a9,3398
Slc31a1,7452
Slc31a2,494
Slc32a1,0
Slc33a1,2901
Slc34a1,0
Slc34a2,0
Slc34a3,1
Slc35a1,1572
Slc35a2,970
Slc35a3,6583
Slc35a4,5357
Slc35a5,570
Slc35b1,1675
Slc35b2,2569
Slc35b3,787
Slc35b4,1467
Slc35c1,1638
Slc35c2,2796
Slc35d1,2181
Slc35d2,382
Slc35d3,82
Slc35e1,3549
Slc35e2,2290
Slc35e3,853
Slc35e4,264
Slc35f1,0
Slc35f2,0
Slc35f3,14
Slc35f4,0
Slc35f5,709
Slc35f6,721
Slc35g1,1732
Slc35g2,20
Slc35g3,2
Slc36a1,587
Slc36a1os,2
Slc36a2,5
Slc36a3,20
Slc36a3os,56
Slc36a4,1680
Slc37a1,171
Slc37a2,898
Slc37a3,1348
Slc37a4,1089
Slc38a1,28802
Slc38a10,5670
Slc38a11,0
Slc38a2,54740
Slc38a3,10
Slc38a4,0
Slc38a5,0
Slc38a6,625
Slc38a7,3272
Slc38a8,18
Slc38a9,940
Slc39a1,3044
Slc39a1-ps,1
Slc39a10,4228
Slc39a11,1368
Slc39a12,0
Slc39a13,482
Slc39a14,6398
Slc39a2,31
Slc39a3,253
Slc39a4,1429
Slc39a5,24
Slc39a6,7278
Slc39a7,1
Slc39a8,4
Slc39a9,3747
Slc3a1,3
Slc3a2,24099
Slc40a1,0
Slc41a1,1592
Slc41a2,61
Slc41a3,44
Slc43a1,699
Slc43a2,752
Slc43a3,11158
Slc44a1,6610
Slc44a2,7220
Slc44a3,1
Slc44a4,0
Slc44a5,2
Slc45a1,0
Slc45a2,2
Slc45a3,622
Slc45a4,1974
Slc46a1,158
Slc46a2,0
Slc46a3,235
Slc47a1,4578
Slc47a2,59
Slc48a1,2329
Slc4a1,4
Slc4a10,0
Slc4a11,9
Slc4a1ap,3060
Slc4a2,1835
Slc4a3,230
Slc4a4,0
Slc4a5,1
Slc4a7,3597
Slc4a8,779
Slc4a9,0
Slc50a1,1458
Slc51a,1
Slc51b,0
Slc52a2,926
Slc52a3,23
Slc5a1,0
Slc5a10,29
Slc5a11,4
Slc5a12,0
Slc5a2,0
Slc5a3,1589
