gene_id,Satrom-mRNA-3hT_GCCAAT_L004_001
Olfr1250,0
Olfr1251,0
Olfr1252,0
Olfr1253,0
Olfr1254,0
Olfr1255,0
Olfr1256,0
Olfr1257,0
Olfr1258,0
Olfr1259,0
Olfr126,0
Olfr1260,0
Olfr1261,0
Olfr1262,0
Olfr1263,0
Olfr1264,0
Olfr1265,0
Olfr1269,0
Olfr127,0
Olfr1270,0
Olfr1271,0
Olfr1272,0
Olfr1273-ps,0
Olfr1274-ps,0
Olfr1275,0
Olfr1276,0
Olfr1277,0
Olfr1278,0
Olfr1279,0
Olfr128,0
Olfr1280,0
Olfr1281,0
Olfr1282,0
Olfr1283,0
Olfr1284,0
Olfr1285,0
Olfr1286,0
Olfr1287,0
Olfr1288,0
Olfr1289,0
Olfr129,0
Olfr1290,0
Olfr1292-ps1,0
Olfr1294,0
Olfr1295,0
Olfr1296-ps1,0
Olfr1297,0
Olfr1298,0
Olfr1299,0
Olfr13,0
Olfr130,0
Olfr1300-ps1,0
Olfr1301,0
Olfr1302,0
Olfr1303,0
Olfr1305,0
Olfr1306,0
Olfr1307,0
Olfr1308,0
Olfr1309,0
Olfr131,0
Olfr1310,0
Olfr1311,0
Olfr1312,0
Olfr1313,0
Olfr1314,0
Olfr1316,0
Olfr1317,0
Olfr1318,0
Olfr132,0
Olfr1320,0
Olfr1321,0
Olfr1322,0
Olfr1323,0
Olfr1324,0
Olfr1325,0
Olfr1328,0
Olfr1329,0
Olfr133,0
Olfr1330,0
Olfr1331,0
Olfr1332-ps1,0
Olfr1333,0
Olfr1335,0
Olfr1336,0
Olfr1337,0
Olfr1338,0
Olfr1339,0
Olfr134,0
Olfr1340,0
Olfr1341,0
Olfr1342,0
Olfr1344,0
Olfr1346,0
Olfr1347,0
Olfr1348,0
Olfr1349,0
Olfr135,0
Olfr1350,0
Olfr1351,0
Olfr1352,0
Olfr1353,0
Olfr1354,0
Olfr1355,0
Olfr1356,0
Olfr1357,0
Olfr1358,0
Olfr1359,0
Olfr136,0
Olfr1360,0
Olfr1361,0
Olfr1362,0
Olfr1364,0
Olfr1366,0
Olfr1367,0
Olfr1368,0
Olfr137,0
Olfr1370,0
Olfr1371,0
Olfr1372-ps1,0
Olfr1373,0
Olfr1376-ps1,0
Olfr1377,0
Olfr1378,0
Olfr138,0
Olfr1380,0
Olfr1381,0
Olfr1382,0
Olfr1383,0
Olfr1384,0
Olfr1385,0
Olfr1386,0
Olfr1387,0
Olfr1388,0
Olfr1389,0
Olfr139,0
Olfr1390,1
Olfr1391,0
Olfr1392,0
Olfr1393,0
Olfr1394,0
Olfr1395,0
Olfr1396,0
Olfr140,0
Olfr1402,0
Olfr1404,0
Olfr1406,0
Olfr1408,0
Olfr141,0
Olfr1410,0
Olfr1411,0
Olfr1412,0
Olfr1413,0
Olfr1414,5
Olfr1415,0
Olfr1416,0
Olfr1417,0
Olfr1418,0
Olfr1419,0
Olfr142,0
Olfr1420,0
Olfr1423,0
Olfr1424,0
Olfr1425,0
Olfr1426,0
Olfr1427,0
Olfr1428,0
Olfr143,0
Olfr1431,0
Olfr1432,0
Olfr1434,0
Olfr1436,0
Olfr1437,0
Olfr1440,0
Olfr1441,0
Olfr1442,0
Olfr1443,0
Olfr1444,0
Olfr1445,0
Olfr1446,0
Olfr1447,0
Olfr1448,0
Olfr1449,0
Olfr145,0
Olfr1450,0
Olfr1451,0
Olfr1453,0
Olfr1454,0
Olfr1457,0
Olfr1458,0
Olfr1459,0
Olfr146,0
Olfr1461,0
Olfr1462,0
Olfr1463,0
Olfr1464-ps1,0
Olfr1465,0
Olfr1466,0
Olfr1467,0
Olfr1469,0
Olfr147,0
Olfr1471,0
Olfr1472,0
Olfr1474,0
Olfr1475,0
Olfr1477,0
Olfr148,0
Olfr1480,0
Olfr1484,0
Olfr1487,0
Olfr1489,0
Olfr149,0
Olfr1490,0
Olfr1491,0
Olfr1494,0
Olfr1495,0
Olfr1496,0
Olfr1497,0
Olfr1499,0
Olfr15,0
Olfr150,0
Olfr1500,0
Olfr1501,0
Olfr1502,0
Olfr1504,0
Olfr1505,0
Olfr1506,0
Olfr1507,0
Olfr1508,0
Olfr1509,0
Olfr151,0
Olfr1510,0
Olfr1511,0
Olfr1512,0
Olfr1513,0
Olfr152,0
Olfr153,0
Olfr1532-ps1,0
Olfr1535,0
Olfr1537,0
Olfr154,0
Olfr155,0
Olfr156,0
Olfr157,0
Olfr159,0
Olfr16,2
Olfr160,0
Olfr161,2
Olfr162-ps1,2
Olfr164,8
Olfr165,2
Olfr166,0
Olfr167,0
Olfr168,0
Olfr169,0
Olfr17,0
Olfr170,0
Olfr171,0
Olfr172,0
Olfr173,0
Olfr175-ps1,19
Olfr177,0
Olfr178,0
Olfr18,0
Olfr180,0
Olfr181,0
Olfr183,0
Olfr186,0
Olfr187,0
Olfr19,0
Olfr190,0
Olfr191,0
Olfr192,0
Olfr193,0
Olfr194,0
Olfr195,0
Olfr196,0
Olfr197,0
Olfr198,0
Olfr199,0
Olfr2,0
Olfr20,0
Olfr201,0
Olfr202,0
Olfr203,0
Olfr204,0
Olfr205,0
Olfr206,0
Olfr209,0
Olfr211,0
Olfr212,0
Olfr213,0
Olfr214,0
Olfr215,0
Olfr218,0
Olfr220,0
Olfr221,2
Olfr222,0
Olfr223,0
Olfr224,0
Olfr225,0
Olfr228,0
Olfr229,0
Olfr23,0
Olfr231,0
Olfr235,0
Olfr237-ps1,0
Olfr239,0
Olfr24,0
Olfr243,0
Olfr247,0
Olfr248,0
Olfr25,0
Olfr250,0
Olfr251,0
Olfr259,0
Olfr26,0
Olfr262,0
Olfr263,0
Olfr266,0
Olfr267,4
Olfr27,0
Olfr270,0
Olfr272,0
Olfr273,0
Olfr275,0
Olfr279,0
Olfr281,0
Olfr282,0
Olfr283,2
Olfr284,0
Olfr285,0
Olfr286,0
Olfr287,0
Olfr288,0
Olfr29-ps1,0
Olfr290,0
Olfr291,0
Olfr292,0
Olfr293,0
Olfr294,0
Olfr295,0
Olfr296-ps1,0
Olfr297,0
Olfr298,0
Olfr299,0
Olfr3,0
Olfr30,0
Olfr301,0
Olfr303,0
Olfr304,0
Olfr305,0
Olfr307,0
Olfr308,0
Olfr309,0
Olfr31,0
Olfr310,0
Olfr311,0
Olfr312,0
Olfr313,0
Olfr314,0
Olfr315,0
Olfr316,0
Olfr317,0
Olfr318,0
Olfr319,0
Olfr32,0
Olfr320,0
Olfr322,0
Olfr323,0
Olfr324,0
Olfr325,0
Olfr328,0
Olfr329-ps,0
Olfr33,0
Olfr330,0
Olfr331,0
Olfr332,0
Olfr338,0
Olfr339,0
Olfr340,0
Olfr341,0
Olfr342,0
Olfr344,0
Olfr345,0
Olfr346,0
Olfr347,0
Olfr348,0
Olfr350,0
Olfr351,0
Olfr352,0
Olfr353,0
Olfr354,0
Olfr355,0
Olfr356,0
Olfr357,0
Olfr358,0
Olfr360,0
Olfr361,0
Olfr362,0
Olfr365,0
Olfr366,0
Olfr367-ps,0
Olfr368,0
Olfr370,0
Olfr371,0
Olfr372,0
Olfr373,0
Olfr374,0
Olfr376,0
Olfr378,0
Olfr379-ps1,0
Olfr38,0
Olfr380,0
Olfr381,0
Olfr382,0
Olfr384,0
Olfr385,0
Olfr387-ps1,0
Olfr389,0
Olfr39,0
Olfr390,0
Olfr391-ps,0
Olfr392,0
Olfr393,0
Olfr394,0
Olfr395,0
Olfr397,0
Olfr398,0
Olfr399,0
Olfr401,0
Olfr402,0
Olfr403,0
Olfr406,0
Olfr410,0
Olfr411,0
Olfr412,0
Olfr414,0
Olfr417,0
Olfr418-ps1,0
Olfr419,0
Olfr420,0
Olfr421-ps1,0
Olfr424,0
Olfr427,0
Olfr429,0
Olfr43,0
Olfr430,0
Olfr432,0
Olfr433,0
Olfr434,0
Olfr435,0
Olfr437,0
Olfr44,0
Olfr441,0
Olfr444,0
Olfr446,0
Olfr447,0
Olfr448,0
Olfr449,0
Olfr45,0
Olfr450,0
Olfr452,0
Olfr453,0
Olfr455,0
Olfr456,0
Olfr457,0
Olfr458,0
Olfr459,0
Olfr46,0
Olfr460,0
Olfr461,0
Olfr462,0
Olfr463,0
Olfr464,0
Olfr466,0
Olfr467,0
Olfr469,0
Olfr47,0
Olfr470,0
Olfr471,0
Olfr472,0
Olfr473,0
Olfr474,0
Olfr476,0
Olfr477,0
Olfr478,0
Olfr479,0
Olfr48,0
Olfr480,0
Olfr481,0
Olfr482,0
Olfr483,0
Olfr484,0
Olfr485,0
Olfr486,0
Olfr487,0
Olfr488,0
Olfr49,1
Olfr490,0
Olfr491,0
Olfr492,0
Olfr493,0
Olfr494,0
Olfr495,0
Olfr497,0
Olfr498,0
Olfr5,0
Olfr50,0
Olfr502,0
Olfr503,0
Olfr504,0
Olfr506,0
Olfr507,0
Olfr508,0
Olfr509,0
Olfr51,0
Olfr510,0
Olfr512,0
Olfr513,0
Olfr514,0
Olfr516,0
Olfr517,0
Olfr518,0
Olfr519,0
Olfr52,0
Olfr520,0
Olfr521,0
Olfr522,0
Olfr523,0
Olfr524,0
Olfr525,0
Olfr527,0
Olfr53,0
Olfr530,0
Olfr531,0
Olfr532,0
Olfr533,0
Olfr535,0
Olfr536,0
Olfr538,0
Olfr539,0
Olfr54,0
Olfr541,0
Olfr543,6
Olfr544,0
Olfr545,0
Olfr547,0
Olfr549,0
Olfr55,0
Olfr550,0
Olfr551,0
Olfr552,0
Olfr553,0
Olfr554,0
Olfr555,0
Olfr556,0
Olfr557,0
Olfr558,0
Olfr559,0
Olfr56,0
Olfr560,0
Olfr561,0
Olfr564,0
Olfr566,0
Olfr568,0
Olfr569,0
Olfr57,0
Olfr570,0
Olfr571,0
Olfr572,0
Olfr574,0
Olfr575,0
Olfr576,0
Olfr577,0
Olfr578,0
Olfr58,0
Olfr582,0
Olfr583,0
Olfr584,0
Olfr585,0
Olfr586,0
Olfr589,0
Olfr59,0
Olfr591,0
Olfr592,0
Olfr593,0
Olfr594,0
Olfr596,0
Olfr597,0
Olfr598,0
Olfr599,0
Olfr6,0
Olfr60,0
Olfr600,0
Olfr601,0
Olfr603,0
Olfr605,0
Olfr606,0
Olfr607,0
Olfr608,0
Olfr609,0
Olfr61,0
Olfr610,0
Olfr611,0
Olfr612,0
Olfr613,0
Olfr615,0
Olfr616,0
Olfr617,0
Olfr618,0
Olfr619,0
Olfr62,0
Olfr620,0
Olfr621-ps1,0
Olfr622,0
Olfr623,0
Olfr624,0
Olfr628,0
Olfr629,0
Olfr63,0
Olfr630,0
Olfr631,0
Olfr632,0
Olfr633,0
Olfr635,0
Olfr638,0
Olfr639,0
Olfr64,0
Olfr640,0
Olfr641,0
Olfr642,0
Olfr643,0
Olfr644,0
Olfr645,0
Olfr646,0
Olfr648,0
Olfr649,0
Olfr65,0
Olfr651,0
Olfr652,0
Olfr653,0
Olfr654,0
Olfr655,0
Olfr656,0
Olfr657,0
Olfr658,0
Olfr659,0
Olfr66,0
Olfr661,0
Olfr663,0
Olfr665,0
Olfr666,0
Olfr667,0
Olfr668,0
Olfr669,0
Olfr67,0
Olfr670,0
Olfr671,0
Olfr672,0
Olfr675,0
Olfr676,0
Olfr677,0
Olfr678,0
Olfr679,0
Olfr68,0
Olfr681,0
Olfr683,0
Olfr684,0
Olfr685,0
Olfr686,0
Olfr687,0
Olfr688,0
Olfr689,0
Olfr69,0
Olfr690,0
Olfr691,0
Olfr692,0
Olfr693,0
Olfr694,0
Olfr695,0
Olfr697,0
Olfr698,0
Olfr699,0
Olfr70,0
Olfr700,0
Olfr701,0
Olfr702,0
Olfr703,0
Olfr704,0
Olfr705,0
Olfr706,0
Olfr707,0
Olfr71,0
Olfr710,0
Olfr711,0
Olfr713,0
Olfr714,0
Olfr715,0
Olfr716,0
Olfr720,0
Olfr722,0
Olfr723,0
Olfr724,0
Olfr725,0
Olfr726,0
Olfr727,0
Olfr728,0
Olfr729,0
Olfr73,0
Olfr730,0
Olfr731,0
Olfr732,0
Olfr733,0
Olfr734,0
Olfr735,0
Olfr736,0
Olfr738,0
Olfr739,0
Olfr74,0
Olfr740,0
Olfr741,0
Olfr742,0
Olfr743,0
Olfr744,0
Olfr745,0
Olfr746,0
Olfr747,0
Olfr748,0
Olfr749,0
Olfr75-ps1,0
Olfr750,0
Olfr76,0
Olfr761,0
Olfr763,0
Olfr764,0
Olfr765,0
Olfr766,0
Olfr767,0
Olfr768,0
Olfr769,0
Olfr77,0
Olfr770,0
Olfr771,0
Olfr772,0
Olfr773,0
Olfr774,0
Olfr775,0
Olfr776,0
Olfr777,0
Olfr779,0
Olfr78,0
Olfr780,0
Olfr781,0
Olfr782,0
Olfr784,0
Olfr785-ps1,0
Olfr786,0
Olfr787,0
Olfr788,0
Olfr790,0
Olfr791,0
Olfr792,0
Olfr794,0
Olfr796,0
Olfr798,0
Olfr799,0
Olfr8,0
Olfr800,0
Olfr801,0
Olfr802,0
Olfr803,0
Olfr804,0
Olfr805,0
Olfr806,0
Olfr807,0
Olfr808,0
Olfr809,0
Olfr810,0
Olfr811,0
Olfr812,0
Olfr813,0
Olfr814,0
Olfr815,0
Olfr816,0
Olfr818,0
Olfr819,0
Olfr820,0
Olfr821,0
Olfr822,0
Olfr823,0
Olfr824,0
Olfr825,0
Olfr826,0
Olfr827,0
Olfr828,0
Olfr829,0
Olfr830,0
Olfr832,0
Olfr834,0
Olfr835,0
Olfr836,0
Olfr837,0
Olfr843,0
Olfr845,0
Olfr846,0
Olfr847,0
Olfr849,0
Olfr850,0
Olfr851,0
Olfr853,0
Olfr854,0
Olfr855,0
Olfr856-ps1,0
Olfr857,1
Olfr859,0
Olfr860,0
Olfr862,0
Olfr866,0
Olfr867,0
Olfr868,0
Olfr869,0
Olfr870,0
Olfr871,0
Olfr872,0
Olfr873,0
Olfr874,0
Olfr875,0
Olfr876,0
Olfr877,0
Olfr878,0
Olfr881,0
Olfr883,0
Olfr884,0
Olfr885,0
Olfr887,0
Olfr888,0
Olfr889,0
Olfr890,0
Olfr891,0
Olfr893,0
Olfr894,0
Olfr895,0
Olfr898,0
Olfr9,0
Olfr90,0
Olfr901,0
Olfr902,0
Olfr904,0
Olfr905,0
Olfr906,0
Olfr907,0
Olfr908,0
Olfr91,0
Olfr910,0
Olfr911-ps1,0
Olfr912,0
Olfr913,0
Olfr914,0
Olfr915,0
Olfr916,0
Olfr917,0
Olfr918,0
Olfr919,0
Olfr92,0
Olfr920,0
Olfr921,0
Olfr922,0
Olfr923,0
Olfr924,0
Olfr926,0
Olfr93,0
Olfr930,0
Olfr933,0
Olfr934,0
Olfr935,0
Olfr936,0
Olfr937,0
Olfr938,0
Olfr94,0
Olfr943,0
Olfr944,0
Olfr945,0
Olfr947-ps1,0
Olfr948,0
Olfr95,0
Olfr951,0
Olfr952,0
Olfr954,0
Olfr955,0
Olfr957,0
Olfr958,0
Olfr959,0
Olfr96,0
Olfr960,0
Olfr961,0
Olfr963,0
Olfr965,0
Olfr967,0
Olfr968,0
Olfr969,0
Olfr97,0
Olfr970,0
Olfr971,0
Olfr972,0
Olfr974,0
Olfr975,0
Olfr976,0
Olfr978,0
Olfr979,0
Olfr98,0
Olfr980,0
Olfr981,0
Olfr982,0
Olfr983,0
Olfr984,0
Olfr985,0
Olfr986,0
Olfr987,0
Olfr988,0
Olfr99,0
Olfr992,0
Olfr993,0
Olfr994,0
Olfr995,0
Olfr996,0
Olfr998,0
Olig1,0
Olig2,0
Olig3,2
Olr1,0
Oma1,907
Omd,5
Omg,0
Omp,2
Omt2a,0
Omt2b,0
Onecut1,0
Onecut2,2
Onecut3,35
Ooep,0
Oog1,0
Oog2,0
Oog3,0
Oog4,0
Oosp1,70
Oosp2,1
Oosp3,0
Opa1,6820
Opa3,1801
Opalin,0
Opcml,0
Ophn1,0
Oplah,85
Opn1mw,0
Opn1sw,7
Opn3,286
Opn4,0
Opn5,0
Oprd1,0
Oprk1,0
Oprl1,2
Oprm1,2
Optc,0
Optn,3622
Orai1,1507
Orai2,674
Orai2-ps,5
Orai3,386
Oraov1,507
Orc1,2067
Orc2,10278
Orc3,3730
Orc4,2642
Orc5,1355
Orc6,4488
Orly,0
Orm1,0
Orm2,13
Orm3,5
Ormdl1,1748
Ormdl2,615
Ormdl3,1532
Os9,5269
Osbp,4175
Osbp2,0
Osbpl10,3
Osbpl11,3191
Osbpl1a,390
Osbpl2,1563
Osbpl3,627
Osbpl5,234
Osbpl6,0
Osbpl7,1080
Osbpl8,5166
Osbpl9,2907
Oscar,5
Oscp1,466
Oser1,616
Osgep,1752
Osgepl1,601
Osgin1,291
Osgin2,4199
Osm,621
Osmr,0
Osr1,0
Osr2,0
Ost4,1913
Ostc,7298
Ostf1,2516
Ostm1,1437
Ostn,22
Otc,0
Otoa,0
Otof,4
Otog,0
Otogl,0
Otol1,0
Otop1,2
Otop2,0
Otop3,0
Otor,0
Otos,10
Otp,0
Ott,0
Otub1,5841
Otub2,253
Otud1,82
Otud3,870
Otud4,18219
Otud5,6936
Otud6a,0
Otud6b,6958
Otud7a,0
Otud7b,3970
Otulin,3193
Otx1,1
Otx2,0
Otx2os1,0
Ovca2,1177
Ovch2,0
Ovgp1,11
Ovol1,0
Ovol2,0
Ovol3,64
Oxa1l,4931
Oxct1,19072
Oxct2a,9
Oxct2b,0
Oxgr1,0
Oxld1,159
Oxnad1,3112
Oxr1,1100
Oxsm,668
Oxsr1,8575
Oxt,0
Oxtr,0
P2rx1,0
P2rx2,49
P2rx3,9106
P2rx4,371
P2rx5,0
P2rx6,0
P2rx7,386
P2ry1,0
P2ry10,1917
P2ry12,43
P2ry13,33
P2ry14,12
P2ry2,1134
P2ry4,0
P2ry6,8
P3h1,5416
P3h2,2
P3h3,12
P3h4,0
P4ha1,3067
P4ha2,129
P4ha3,2
P4hb,25088
P4htm,1004
Pa2g4,37943
Pabpc1,112189
Pabpc1l,1
Pabpc1l2b-ps,0
Pabpc2,2
Pabpc4,20844
Pabpc4l,0
Pabpc5,0
Pabpc6,0
Pabpn1,10620
Pabpn1l,11
Pacrg,0
Pacrgl,683
Pacs1,1582
Pacs2,949
Pacsin1,0
Pacsin2,6884
Pacsin3,414
Padi1,0
Padi2,2
Padi3,6
Padi4,0
Padi6,0
Paf1,4227
Pafah1b1,13811
Pafah1b2,11120
Pafah1b3,855
Pafah2,842
Pag1,3
Pagr1a,1340
Pah,0
Paics,15016
Paip1,4808
Paip2,5410
Paip2b,4077
Pak1,0
Pak1ip1,3788
Pak2,14918
Pak3,0
Pak4,2732
Pak6,24
Pak7,0
Palb2,1083
Pald1,673
Palld,33
Palm,912
Palm2,2
Palm3,2
Palmd,0
Pam,0
Pam16,500
Pamr1,22
Pan2,1707
Pan3,3238
Panct2,0
Pank1,0
Pank2,1452
Pank3,9005
Pank4,1754
Pantr1,0
Pantr2,0
Panx1,1328
Panx2,0
Panx3,0
Paox,802
Papd4,4937
Papd5,6276
Papd7,2043
Papl,0
Papln,174
Papola,16590
Papolb,0
Papolg,2052
Pappa,0
Pappa2,527
Papss1,1300
Papss2,114
Paqr3,408
Paqr4,284
Paqr5,24
Paqr6,3
Paqr7,151
Paqr8,4
Paqr9,0
Pard3,10
Pard3b,1802
Pard3bos1,0
Pard6a,173
Pard6b,468
Pard6g,5077
Parg,7791
Park2,0
Park7,1374
Parl,5760
Parm1,1284
Parn,4771
Parp1,28308
Parp10,1540
Parp11,490
Parp12,0
Parp14,566
Parp16,168
Parp2,3572
Parp3,538
Parp4,1461
Parp6,383
Parp8,0
Parp9,2281
Parpbp,601
Pars2,553
Parva,0
Parvb,70
Parvg,7198
Pask,2022
Pate2,4
Pate4,0
Patl1,5354
Patl2,7
Patz1,3551
Paupar,0
Pawr,2
Pax1,0
Pax2,0
Pax3,0
Pax4,0
Pax5,6678
Pax6,20
Pax6os1,0
Pax7,0
Pax8,0
Pax9,0
Paxbp1,5193
Paxip1,6178
Pbdc1,2756
Pbk,3805
Pbld1,0
Pbld2,14
Pbp2,0
Pbrm1,14487
Pbsn,0
Pbx1,4
Pbx2,0
Pbx3,654
Pbx4,25
Pbxip1,1700
Pcbd1,554
Pcbd2,382
Pcbp1,25017
Pcbp2,53937
Pcbp3,0
Pcbp4,1676
Pcca,3390
Pccb,2106
Pcdh1,0
Pcdh10,2
Pcdh11x,0
Pcdh12,0
Pcdh15,0
Pcdh17,0
Pcdh18,0
Pcdh19,0
Pcdh20,0
Pcdh7,0
Pcdh8,0
Pcdh9,0
Pcdha1,0
Pcdha10,0
Pcdha11,0
Pcdha12,0
Pcdha2,0
Pcdha3,0
Pcdha4,0
Pcdha4-g,0
Pcdha5,0
Pcdha6,0
Pcdha6-g,0
Pcdha7,0
Pcdha7-g,0
Pcdha8,0
Pcdha9,0
Pcdhac1,0
Pcdhac2,0
Pcdhb1,0
Pcdhb10,0
Pcdhb11,0
Pcdhb12,0
Pcdhb13,0
Pcdhb14,8
Pcdhb15,0
Pcdhb16,51
Pcdhb17,10
Pcdhb18,5
Pcdhb19,0
Pcdhb2,0
Pcdhb20,0
Pcdhb21,22
Pcdhb22,71
Pcdhb3,0
Pcdhb4,0
Pcdhb5,0
Pcdhb6,0
Pcdhb7,0
Pcdhb8,0
Pcdhb9,0
Pcdhga1,29
Pcdhga10,0
Pcdhga11,2
Pcdhga12,7
Pcdhga2,2
Pcdhga3,9
Pcdhga4,6
Pcdhga5,0
Pcdhga6,0
Pcdhga7,0
Pcdhga8,12
Pcdhga9,0
Pcdhgb1,1
Pcdhgb2,22
Pcdhgb4,0
Pcdhgb5,3
Pcdhgb6,15
Pcdhgb7,39
Pcdhgb8,9
Pcdhgc3,0
Pcdhgc4,35
Pcdhgc5,6
Pced1a,1141
Pced1b,1346
Pcf11,2929
Pcgf1,363
Pcgf2,1729
Pcgf3,3474
Pcgf5,1209
Pcgf6,3261
Pcid2,2406
Pcif1,1845
Pck1,0
Pck2,8999
Pclo,0
Pcm1,6242
Pcmt1,3022
Pcmtd1,1978
Pcmtd2,1885
Pcna,21612
Pcna-ps2,25
Pcnp,3262
Pcnt,2563
Pcnx,8357
Pcnxl2,1
Pcnxl3,1970
Pcnxl4,254
Pcolce,35
Pcolce2,0
Pcp2,2
Pcp4,1
Pcp4l1,0
Pcsk1,0
Pcsk1n,0
Pcsk2,0
Pcsk2os1,0
Pcsk2os2,0
Pcsk4,98
Pcsk5,0
Pcsk6,0
Pcsk7,1190
Pcsk9,1
Pctp,915
Pcx,1632
Pcyox1,1816
Pcyox1l,470
Pcyt1a,4851
Pcyt1b,14
Pcyt2,2363
Pdap1,5957
Pdc,0
Pdcd1,1502
Pdcd10,2098
Pdcd11,12099
Pdcd1lg2,7
Pdcd2,1388
Pdcd2l,1342
Pdcd4,5392
Pdcd5,3281
Pdcd6,3410
Pdcd6ip,7770
Pdcd7,2173
Pdcl,2777
Pdcl2,0
Pdcl3,2849
Pddc1,689
Pde10a,3
Pde11a,0
Pde12,5637
Pde1a,0
Pde1b,747
Pde1c,448
Pde2a,342
Pde3a,0
Pde3b,10341
Pde4a,724
Pde4b,1784
Pde4c,395
Pde4d,1
Pde4dip,4631
Pde5a,0
Pde6a,1
Pde6b,1
Pde6c,140
Pde6d,638
Pde6g,1
Pde6h,0
Pde7a,3936
Pde7b,0
Pde8a,4205
Pde8b,182
Pde9a,2
Pdf,2593
Pdgfa,2923
Pdgfb,0
Pdgfc,0
Pdgfd,0
Pdgfra,0
Pdgfrb,69
Pdgfrl,0
Pdha1,4680
Pdha2,0
Pdhb,6444
Pdhx,467
Pdia2,4
Pdia3,34637
Pdia4,16847
Pdia5,0
Pdia6,29031
Pdik1l,1960
Pdilt,0
Pdk1,3012
Pdk2,0
Pdk3,4943
Pdk4,0
Pdlim1,49
Pdlim2,1393
Pdlim3,4
Pdlim4,17
Pdlim5,686
Pdlim7,2024
Pdp1,489
Pdp2,2287
Pdpk1,3698
Pdpn,0
Pdpr,4111
Pdrg1,1935
Pds5a,22650
Pds5b,7412
Pdss1,1234
Pdss2,971
Pdx1,0
Pdxdc1,6809
Pdxk,1898
Pdxk-ps,2
Pdxp,1713
Pdyn,0
Pdzd11,1126
Pdzd2,104
Pdzd3,0
Pdzd4,59
Pdzd7,2
Pdzd8,8007
Pdzd9,2
Pdzk1,335
Pdzk1ip1,11
Pdzph1,0
Pdzrn3,0
Pdzrn4,0
Pea15a,2935
Pea15b,0
Peak1,2874
Peak1os,15
Pear1,54
Pebp1,8221
Pebp4,2
Pecam1,60
Pecr,833
Pef1,0
Peg10,0
Peg12,0
Peg13,701
Peg3,0
Peg3os,0
Peli1,3405
Peli2,3
Peli3,7
Pelo,1557
Pelp1,0
Pemt,155
Penk,0
Peo1,3224
Pepd,1923
Per1,994
Per2,703
Per3,14
Peril,0
Perm1,91
Perp,0
Pes1,13386
Pet100,312
Pet117,0
Pet2,0
Pex1,1059
Pex10,468
Pex11a,356
Pex11b,1195
Pex11g,109
Pex12,954
Pex13,3977
Pex14,210
Pex16,558
Pex19,2902
Pex2,2643
Pex26,372
Pex3,915
Pex5,2501
Pex5l,1
Pex6,1739
Pex7,1047
Pf4,0
Pfas,9486
Pfdn1,2495
Pfdn2,2837
Pfdn4,1547
Pfdn5,6214
Pfdn6,0
Pfkfb1,187
Pfkfb2,917
Pfkfb3,4973
Pfkfb4,269
Pfkl,5408
Pfkm,1056
Pfkp,5606
Pfn1,5
Pfn2,987
Pfn3,0
Pfn4,0
Pfpl,0
Pga5,0
Pgam1,4820
Pgam1-ps1,13
Pgam1-ps2,4
Pgam2,86
Pgam5,4908
Pgap1,373
Pgap2,402
Pgap3,320
Pgbd1,30
Pgbd5,145
Pgc,0
Pgd,693
Pgf,25
Pggt1b,4758
Pgk1,8977
Pgk1-ps3,0
Pgk1-rs7,0
Pgk2,7
Pgls,3125
Pglyrp1,15
Pglyrp2,198
Pglyrp3,0
Pglyrp4,0
Pgm1,1146
Pgm2,3248
Pgm2l1,1997
Pgm3,1995
Pgm5,0
Pgp,2174
Pgpep1,1995
Pgpep1l,8
Pgr,0
Pgr15l,0
Pgrmc1,7956
Pgrmc2,5258
Pgs1,2042
Phactr1,76
Phactr2,20
Phactr3,0
Phactr4,1809
Phax,6730
Phb,3516
Phb2,18251
Phc1,1260
Phc2,1989
Phc3,2536
Phex,14
Phf1,84
Phf10,11879
Phf11a,291
Phf11b,1111
Phf11c,286
Phf11d,21
Phf12,4275
Phf13,1329
Phf14,3147
Phf19,3858
Phf2,4809
Phf20,2823
Phf20l1,4846
Phf21a,1565
Phf21b,450
Phf23,1
Phf3,8543
Phf5a,4740
Phf6,5471
Phf7,1070
Phf8,2473
Phgdh,16973
Phgr1,0
Phip,14640
Phka1,0
Phka2,776
Phkb,2742
Phkg1,4
Phkg2,735
Phlda1,781
Phlda2,0
Phlda3,223
Phldb1,1983
Phldb2,0
Phldb3,303
Phlpp1,11374
Phlpp2,3364
Phospho1,8
Phospho2,1368
Phox2a,0
Phox2b,0
Phpt1,2179
Phrf1,7159
Phtf1,0
Phtf1os,5
Phtf2,5821
Phxr4,0
Phyh,1280
Phyhd1,379
Phyhip,15
Phyhipl,0
Phykpl,921
Pi15,0
Pi16,5
Pi4k2a,3513
Pi4k2b,1453
Pi4ka,8028
Pi4kb,2331
Pianp,0
Pias1,1856
Pias2,5265
Pias3,736
Pias4,765
Pibf1,1419
Picalm,9211
Pick1,808
Pid1,0
Pidd1,1370
Piezo1,5949
Piezo2,0
Pif1,204
Pifo,192
Piga,1000
Pigb,345
Pigc,708
Pigf,410
Pigg,1077
Pigh,364
Pigk,2374
Pigl,478
Pigm,5314
Pign,2898
Pigo,1252
Pigp,859
Pigq,2835
Pigr,18
Pigs,2964
Pigt,3744
Pigu,2098
Pigv,173
Pigw,447
Pigx,929
Pigyl,423
Pigz,1915
Pih1d1,786
