gene_id,Satrom-mRNA-2hC_TAGCTT_L002_001
4930523O13Rik,0
4930524B15Rik,2
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,9
4930525G20Rik,14
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,1
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,1
4930528D03Rik,2
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,2
4930529K09Rik,0
4930529L06Rik,0
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,6
4930535O05Rik,0
4930538E20Rik,2
4930538K18Rik,36
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,62
4930539J05Rik,18
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,1
4930542M03Rik,0
4930542N06Rik,0
4930543D07Rik,2
4930543E12Rik,2
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,9
4930547E08Rik,0
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,4
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,44
4930550C14Rik,6
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,8
4930553C11Rik,0
4930553E22Rik,0
4930553J12Rik,0
4930553P18Rik,0
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,0
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,7
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,46
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,177
4930558K02Rik,19
4930559C10Rik,0
4930562C15Rik,65
4930562F07Rik,0
4930562F17Rik,0
4930563D23Rik,2
4930563E18Rik,0
4930563E22Rik,8
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,178
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,47
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,7
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,26
4930578C19Rik,2
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,2
4930578N18Rik,0
4930579C12Rik,8
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,742
4930579G24Rik,515
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,16
4930579P08Rik,14
4930581F22Rik,95
4930583I09Rik,0
4930583K01Rik,4
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,0
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,29
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,7
4930593A02Rik,37
4930593C16Rik,0
4930594C11Rik,14
4930594M22Rik,36
4930594O21Rik,1
4930595D18Rik,22
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,1
4930597A21Rik,83
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,1
4931403E22Rik,19
4931403G20Rik,21
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,1992
4931406H21Rik,0
4931406P16Rik,5554
4931408C20Rik,0
4931408D14Rik,2
4931409K22Rik,4
4931412M21,0
4931413K12Rik,49
4931414P19Rik,451
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,7
4931428F04Rik,647
4931428L18Rik,37
4931429I11Rik,0
4931429L15Rik,2
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,0
4931431C16Rik,10
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,2
4931440J10Rik,2
4931440P22Rik,38
4932411E22Rik,4
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,26
4932416K20Rik,0
4932418E24Rik,0
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,2519
4932438H23Rik,1
4932441J04Rik,0
4932442L08Rik,0
4932443I19Rik,2
4932443L11Rik,0
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,11
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,0
4933402P03Rik,0
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,413
4933404O12Rik,406
4933405D12Rik,1
4933405E24Rik,13
4933405L10Rik,17
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,6
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,17
4933406J08Rik,2
4933406J10Rik,4
4933406K04Rik,0
4933406M09Rik,4
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,5
4933407I08Rik,0
4933407K13Rik,0
4933407L21Rik,12
4933408B17Rik,24
4933408J17Rik,29
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,5
4933411E08Rik,0
4933411G06Rik,0
4933411G11Rik,2
4933411K16Rik,0
4933412E12Rik,548
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,4
4933413J09Rik,4
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,10
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,31
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,700
4933422A05Rik,4
4933424G05Rik,1
4933424G06Rik,2
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,2
4933427D14Rik,1361
4933427E11Rik,16
4933427E13Rik,0
4933427G17Rik,4
4933427G23Rik,17
4933427I22Rik,0
4933428C19Rik,0
4933428G20Rik,12
4933428M09Rik,0
4933429K18Rik,0
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,476
4933430M04Rik,2
4933430N04Rik,0
4933431E20Rik,63
4933431G14Rik,0
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,671
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,3
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,22
4933433G19Rik,19
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,4470
4933436E23Rik,0
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,213
4933439K11Rik,1
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,2793
5031425E22Rik,562
5031425F14Rik,2
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,24
5031439G07Rik,4194
5033403F01Rik,3
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,16
5033417F24Rik,8
5033421B08Rik,16
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,142
5133400J02Rik,421
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,40
5330426P16Rik,0
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,65
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,1
5430403N17Rik,0
5430405H02Rik,55
5430416N02Rik,825
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,2
5430427M07Rik,0
5430427O19Rik,2157
5430428K19Rik,0
5430431A17Rik,11
5430434I15Rik,0
5430435G22Rik,32
5430435K18Rik,0
5430437J10Rik,11
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,371
5730403I07Rik,1
5730405O15Rik,34
5730408K05Rik,128
5730409E04Rik,763
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,5
5730422E09Rik,16
5730435O14Rik,0
5730455P16Rik,2293
5730457N03Rik,0
5730460C07Rik,5
5730480H06Rik,38
5730488B01Rik,5
5730507C01Rik,0
5730508B09Rik,12
5730522E02Rik,0
5730559C18Rik,15
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,543
5830416I19Rik,0
5830416P10Rik,96
5830417I10Rik,3548
5830418P13Rik,126
5830428H23Rik,783
5830428M24Rik,190
5830432E09Rik,22
5830433I10Rik,3
5830444B04Rik,1
5830454E08Rik,34
5830473C10Rik,2
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,0
5930438M14Rik,0
6030407O03Rik,2
6030408B16Rik,2
6030419C18Rik,976
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,111
6030458C11Rik,4499
6030466F02Rik,0
6030468B19Rik,20
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,95
6330403A02Rik,728
6330403K07Rik,1
6330407A03Rik,0
6330408A02Rik,249
6330409D20Rik,6
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,52
6330416G13Rik,2049
6330418K02Rik,11
6330419J24Rik,4
6330420H09Rik,0
6330549D23Rik,91
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,3
6430548M08Rik,52
6430550D23Rik,69
6430553K19Rik,0
6430562O15Rik,20
6430571L13Rik,38
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,19
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,11
6530402F18Rik,731
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,0
6720483E21Rik,0
6720489N17Rik,943
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,453
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,8
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,4
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,0
8030451A03Rik,18
8030451O07Rik,0
8030453O22Rik,720
8030455M16Rik,0
8030462N17Rik,2457
8030474K03Rik,2
8430408G22Rik,5
8430415O14Rik,4
8430419K02Rik,0
8430419L09Rik,1770
8430422H06Rik,0
8430423G03Rik,2
8430426J06Rik,0
8430429K09Rik,27
8430430B14Rik,10
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,19
9030204H09Rik,9
9030404E10Rik,0
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,228
9030619P08Rik,4
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,2469
9030625G05Rik,4
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,614
9130015A21Rik,26
9130015L21Rik,0
9130019O22Rik,159
9130019P16Rik,1
9130023H24Rik,218
9130024F11Rik,147
9130204L05Rik,0
9130208D14Rik,0
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,245
9130227L01Rik,0
9130230L23Rik,9
9130401M01Rik,2477
9130409I23Rik,0
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,1
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,60
9230110F15Rik,0
9230112D13Rik,43
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,133
9230116L04Rik,15
9230116N13Rik,50
9230117E06Rik,1
9330020H09Rik,76
9330102E08Rik,10
9330104G04Rik,77
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,285
9330136K24Rik,42
9330151L19Rik,290
9330154J02Rik,0
9330154K18Rik,4
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,53
9330162012Rik,7
9330162B11Rik,0
9330175E14Rik,29
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,17
9330182L06Rik,2
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,2018
9430014N10Rik,0
9430015G10Rik,2221
9430016H08Rik,2068
9430018G01Rik,8
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,58
9430038I01Rik,468
9430041J12Rik,4
9430060I03Rik,2
9430065F17Rik,29
9430069I07Rik,1
9430076C15Rik,4
9430078G10Rik,0
9430078K24Rik,0
9430083A17Rik,2
9430085M18Rik,0
9430091E24Rik,116
9430097D07Rik,0
9530002B09Rik,0
9530003J23Rik,5
9530004M14Rik,0
9530014B07Rik,0
9530020I12Rik,2
9530026F06Rik,0
9530026P05Rik,0
9530027J09Rik,60
9530034E10Rik,3
9530036M11Rik,0
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,49
9530052E02Rik,0
9530053A07Rik,0
9530053H05Rik,1148
9530057J20Rik,0
9530059O14Rik,0
9530062K07Rik,65
9530068E07Rik,9531
9530077C05Rik,63
9530080O11Rik,0
9530082P21Rik,31
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,2
9630013K17Rik,64
9630015K15Rik,9
9630028B13Rik,0
9630028H03Rik,0
9630028I04Rik,2
9630033F20Rik,2117
9830107B12Rik,2
9830132P13Rik,0
9830147E19Rik,0
9830166K06Rik,0
9930012K11Rik,173
9930014A18Rik,0
9930021J03Rik,3935
9930038B18Rik,0
9930104L06Rik,1635
9930111H07Rik,0
9930111J21Rik1,330
9930111J21Rik2,36
a,62
A130010J15Rik,787
A130030D18Rik,0
A130051J06Rik,88
A130077B15Rik,0
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,30
A230028O05Rik,0
A230046K03Rik,5465
A230050P20Rik,1895
A230051N06Rik,0
A230056J06Rik,1
A230056P14Rik,28
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,3
A230072C01Rik,155
A230072E10Rik,10
A230072I06Rik,0
A230073K19Rik,27
A230077H06Rik,0
A230083G16Rik,239
A230087F16Rik,0
A230098N10Rik,25
A230103J11Rik,94
A230103O09Rik,0
A230107N01Rik,7
A230108P19Rik,5
A2m,0
A330008L17Rik,0
A330009N23Rik,48
A330015K06Rik,0
A330023F24Rik,151
A330032B11Rik,1
A330033J07Rik,0
A330035P11Rik,127
A330040F15Rik,29
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,2
A330069E16Rik,51
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,10
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,3
A330093E20Rik,0
A330102I10Rik,0
A3galt2,5
A430005L14Rik,751
A430010J10Rik,2
A430033K04Rik,423
A430035B10Rik,137
A430046D13Rik,167
A430048G15Rik,0
A430057M04Rik,97
A430060F13Rik,0
A430072P03Rik,15
A430078G23Rik,0
A430078I02Rik,1
A430085M09Rik,0
A430088P11Rik,0
A430089I19Rik,0
A430090L17Rik,0
A430093F15Rik,1554
A430105I19Rik,0
A430105J06Rik,35
A430108G06Rik,0
A430110L20Rik,30
A4galt,3
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,35
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,1383
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,1454
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,86
A530088E08Rik,23
A530095I07Rik,0
A530099J19Rik,0
A630001G21Rik,8090
A630001O12Rik,22
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,13
A630020A06,9
A630023A22Rik,0
A630023P12Rik,34
A630031M04Rik,0
A630033H20Rik,97
A630034I12Rik,1454
A630066F11Rik,1
A630072L19Rik,4
A630072M18Rik,95
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,6
A630089N07Rik,962
A630095E13Rik,0
A630095N17Rik,47
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,133
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,350
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,0
A730036I17Rik,0
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,31
A730067D02Rik,8
A730082K24Rik,0
A730085K08Rik,0
A730089K16Rik,0
A730090H04Rik,5
A730090N16Rik,21
A730098P11Rik,5
A830005F24Rik,29
A830009L08Rik,0
A830010M20Rik,130
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,0
A830035A12Rik,0
A830035O19Rik,2
A830052D11Rik,0
A830080D01Rik,2549
A830082K12Rik,0
A830082N09Rik,182
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,0
A930002C04Rik,0
A930003A15Rik,12
A930003O13Rik,0
A930004D18Rik,4
A930005H10Rik,624
A930006I01Rik,0
A930006K02Rik,124
A930007A09Rik,5
A930007I19Rik,154
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,12
A930013F10Rik,232
A930015D03Rik,0
A930016O22Rik,3
A930017K11Rik,8
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,19
A930024E05Rik,39
A930027H12Rik,0
A930028N01Rik,2
A930029G22Rik,1
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,4
A930041C12Rik,3
AA387200,0
AA387883,0
AA388235,0
AA413626,22
AA414768,339
AA414992,0
AA415398,285
AA465934,139
AA467197,100
AA474331,34
AA536875,0
AA543186,34
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,0
AA986860,18
AA987161,1353
Aaas,5780
Aacs,3395
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,398
Aagab,4794
Aak1,1561
Aamdc,440
Aamp,9283
Aanat,6
Aar2,4233
Aard,0
Aars,12845
Aars2,1978
Aarsd1,3157
Aasdh,1539
Aasdhppt,3477
Aass,0
Aatf,6141
Aatk,5
AB124611,486
Abat,4
Abca1,3122
Abca12,0
Abca13,64
Abca14,0
Abca15,0
Abca16,0
Abca17,8
Abca2,5172
Abca3,3597
Abca4,74
Abca5,219
Abca6,0
Abca7,1084
Abca8a,2
Abca8b,0
Abca9,0
Abcb10,3295
Abcb11,0
Abcb1a,275
Abcb1b,10
Abcb4,13
Abcb5,0
Abcb6,4505
Abcb7,6179
Abcb8,2511
Abcb9,80
Abcc1,8618
Abcc10,819
Abcc12,0
Abcc2,291
Abcc3,7
Abcc4,8753
Abcc5,4151
Abcc6,3
Abcc8,6
Abcc9,0
Abcd1,1028
Abcd2,0
Abcd3,6432
Abcd4,890
Abce1,30054
Abcf1,1
Abcf2,14641
Abcf3,5490
Abcg1,6658
Abcg2,8
Abcg3,50
Abcg4,22
Abcg5,2
Abcg8,0
Abhd1,8
Abhd10,939
Abhd11,1259
Abhd11os,28
Abhd12,2908
Abhd12b,0
Abhd13,3468
Abhd14a,836
Abhd14b,299
Abhd15,36
Abhd16a,0
Abhd16b,0
Abhd17a,1398
Abhd17b,4933
Abhd17c,5297
Abhd2,1262
Abhd3,0
Abhd4,1860
Abhd5,1265
Abhd6,3713
Abhd8,787
Abi1,5705
Abi2,3896
Abi3,1070
Abi3bp,3
Abl1,7589
Abl2,9876
Ablim1,943
Ablim2,53
Ablim3,0
Abo,0
Abr,9523
Abra,11
Abracl,2271
Abt1,2885
Abtb1,1727
Abtb2,884
Acaa1a,1623
Acaa1b,6
Acaa2,1878
Acaca,9176
Acacb,602
Acad10,727
Acad11,417
Acad12,276
Acad8,964
Acad9,3295
Acadl,1905
Acadm,2810
Acads,2642
Acadsb,1595
Acadvl,6
Acan,0
Acap1,2329
Acap2,7534
Acap3,1562
Acat1,6438
Acat2,2048
Acat3,19
Acbd3,5232
Acbd4,397
Acbd5,2212
Acbd6,2812
Acbd7,0
Accs,321
Accsl,4
Acd,2288
Ace,0
Ace2,0
Ace3,0
Acer1,2
Acer2,356
Acer3,1628
Ache,145
Acin1,36181
Ackr1,0
Ackr2,434
Ackr3,4565
Ackr4,16
Acly,17767
Acmsd,21
Acn9,362
Acnat1,0
Acnat2,0
Aco1,3784
Aco2,16682
Acot1,1
Acot10,2
Acot11,201
Acot12,80
Acot13,1394
Acot2,767
Acot3,0
Acot4,0
Acot5,0
Acot6,0
Acot7,2428
Acot8,426
Acot9,1906
Acox1,1992
Acox2,0
Acox3,3145
Acoxl,29
Acp1,2980
Acp2,518
Acp5,10
Acp6,93
Acpp,4
Acpt,38
Acr,0
Acrbp,101
Acrv1,1
Acsbg1,1806
Acsbg2,0
Acsf2,2824
Acsf3,626
Acsl1,4719
Acsl3,4038
Acsl4,5873
Acsl5,11913
Acsl6,8232
Acsm1,0
Acsm2,0
Acsm3,37
Acsm4,2
Acsm5,0
Acss1,232
Acss2,503
Acss2os,0
Acss3,0
Acta1,11
Acta2,6
Actb,143083
Actbl2,0
Actc1,0
Actg1,22015
Actg2,204
Actl10,22
Actl11,0
Actl6a,5449
Actl6b,5
Actl7a,3
Actl7b,0
Actl9,0
Actn1,2373
Actn2,0
Actn3,49
Actn4,14323
Actr10,3098
Actr1a,6970
Actr1b,7845
Actr2,41302
Actr3,16732
Actr3b,919
Actr5,1854
Actr6,922
Actr8,2120
Actrt1,0
Actrt2,0
Actrt3,0
Acvr1,0
Acvr1b,907
Acvr1c,2
Acvr2a,1602
Acvr2b,1875
Acvrl1,551
Acy1,1228
Acy3,71
Acyp1,483
Acyp2,0
Ada,667
Adad1,0
Adad2,0
Adal,0
Adam10,13053
Adam11,0
Adam12,0
Adam15,1895
Adam17,8034
Adam18,0
Adam19,3312
Adam1a,186
Adam1b,2
Adam2,0
Adam20,0
Adam21,2
Adam22,20
Adam23,0
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,0
Adam30,0
Adam32,11
Adam33,13
Adam34,0
Adam39,0
Adam4,14
Adam5,0
Adam6a,0
Adam6b,1
Adam7,0
Adam8,4065
Adam9,11119
Adamdec1,0
Adamts1,0
Adamts10,1198
Adamts12,0
Adamts13,15
Adamts14,806
Adamts15,0
Adamts16,0
Adamts17,4
Adamts18,2
Adamts19,0
Adamts2,0
Adamts20,192
Adamts3,1
Adamts4,23
Adamts5,0
Adamts6,118
Adamts7,1451
Adamts8,0
Adamts9,0
Adamtsl1,0
Adamtsl2,48
Adamtsl3,0
Adamtsl4,27
Adamtsl5,72
Adap1,1587
Adap2,8
Adar,5532
Adarb1,1270
Adarb2,0
Adat1,859
Adat2,844
Adat3,287
Adck1,1163
Adck2,1009
Adck3,9087
Adck4,1212
Adck5,650
Adcy1,0
Adcy10,4
Adcy2,0
Adcy3,600
Adcy4,2
Adcy5,0
Adcy6,3
Adcy7,4154
Adcy8,2
Adcy9,12
Adcyap1,0
Adcyap1r1,0
Add1,7668
Add2,7
Add3,3943
Adgb,0
Adh1,2
Adh4,3
Adh5,12026
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,34
Adi1,3198
Adig,0
Adipoq,12
Adipor1,6382
Adipor2,5382
Adk,3945
Adm,2510
Adm2,184
Adnp,16159
Adnp2,3435
Ado,4690
Adora1,6
Adora2a,241
Adora2b,509
Adora3,4
Adpgk,3506
Adprh,5477
Adprhl1,0
Adprhl2,3372
Adprm,963
Adra1a,0
Adra1b,0
Adra1d,0
Adra2a,19
Adra2b,4
Adra2c,0
Adrb1,0
Adrb2,360
Adrb3,2
Adrbk1,15512
Adrbk2,41
Adrm1,5194
Adsl,9183
Adss,9211
Adssl1,8841
Adtrp,302
Aebp1,92
Aebp2,21305
Aen,2774
Aes,6703
AF067061,93
AF067063,1
AF251705,0
AF357355,0
AF357359,0
AF357399,53
AF357425,0
AF357426,0
AF366264,0
AF529169,0
Afap1,428
Afap1l1,2
Afap1l2,8
Aff1,9457
Aff2,0
Aff3,3966
Aff4,17904
Afg3l1,5478
Afg3l2,10812
Afm,0
Afmid,766
Afp,11
Aftph,12534
Aga,784
Agap1,0
Agap2,2287
Agap3,5092
Agbl1,2
Agbl2,1
Agbl3,0
Agbl4,0
Agbl5,1280
Ager,0
Agfg1,8865
Agfg2,2182
Aggf1,8091
Agk,1512
Agl,1603
Agmat,0
Agmo,0
Ago1,8157
Ago2,11720
Ago3,2916
Ago4,1447
Agpat1,0
Agpat2,1564
Agpat3,6811
Agpat4,1604
Agpat5,4819
Agpat6,9979
Agpat9,763
Agps,10069
Agr2,0
Agr3,0
Agrn,1624
Agrp,12
Agt,0
Agtpbp1,2500
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,722
Agxt,0
Agxt2,0
Ahctf1,44097
Ahcy,7247
Ahcyl1,11700
Ahcyl2,42839
Ahdc1,1779
Ahi1,750
Ahnak,5152
Ahnak2,535
Ahr,6833
Ahrr,573
Ahsa1,13125
Ahsa2,4455
Ahsg,0
AI115009,0
AI118078,2
AI182371,9
AI197445,0
AI314180,16781
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,4
AI429214,0
AI450353,148
AI463170,0
AI463229,4
AI464131,15
AI467606,843
AI481877,4
AI504432,4
AI506816,807
AI507597,35
AI593442,0
AI597479,2251
AI606473,0
AI607873,3
AI646519,0
AI661453,17
AI662270,14103
AI837181,1673
AI839979,15
AI846148,1771
AI847159,20
AI854517,0
AI854703,373
AI987944,540
Aicda,5415
Aida,2354
Aif1,0
Aif1l,10
Aifm1,2252
Aifm2,851
Aifm3,2
Aig1,4
Aim1,900
Aim1l,415
Aim2,3433
Aimp1,7480
Aimp2,3972
Aip,1
Aipl1,59
Aire,9
Airn,71
Ajap1,0
Ajuba,27
AK010878,368
Ak1,7
AK129341,0
Ak2,3504
Ak3,4774
Ak4,0
Ak5,22
Ak6,1534
Ak7,176
Ak8,118
Ak9,9
Akap1,2773
Akap10,1825
Akap11,15124
Akap12,887
Akap13,11695
Akap14,7
Akap17b,2382
Akap2,42
Akap3,106
Akap4,0
Akap5,166
Akap6,3
Akap7,934
Akap8,20111
Akap8l,2686
