gene_id,Satrom-mRNA-6hC_CGATGT_L003_001
4930524B15Rik,7
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,4
4930525G20Rik,9
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,2
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,6
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,0
4930529K09Rik,0
4930529L06Rik,0
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,10
4930535O05Rik,0
4930538E20Rik,11
4930538K18Rik,32
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,85
4930539J05Rik,21
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,0
4930542M03Rik,0
4930542N06Rik,0
4930543D07Rik,0
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,2
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,8
4930547E08Rik,1
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,0
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,17
4930550C14Rik,3
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,1
4930553C11Rik,0
4930553E22Rik,2
4930553J12Rik,0
4930553P18Rik,0
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,0
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,4
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,32
4930558C23Rik,5
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,154
4930558K02Rik,4
4930559C10Rik,0
4930562C15Rik,42
4930562F07Rik,2
4930562F17Rik,0
4930563D23Rik,1
4930563E18Rik,0
4930563E22Rik,14
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,2
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,105
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,29
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,0
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,44
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,9
4930578N18Rik,0
4930579C12Rik,10
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,435
4930579G24Rik,461
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,2
4930579P08Rik,23
4930581F22Rik,114
4930583I09Rik,0
4930583K01Rik,2
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,0
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,10
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,7
4930593A02Rik,36
4930593C16Rik,0
4930594C11Rik,16
4930594M22Rik,34
4930594O21Rik,0
4930595D18Rik,44
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,3
4930597A21Rik,48
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,2
4931403E22Rik,10
4931403G20Rik,3
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,2078
4931406H21Rik,0
4931406P16Rik,3565
4931408C20Rik,0
4931408D14Rik,0
4931409K22Rik,2
4931412M21,0
4931413K12Rik,24
4931414P19Rik,422
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,8
4931428F04Rik,558
4931428L18Rik,28
4931429I11Rik,0
4931429L15Rik,2
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,0
4931431C16Rik,0
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,4
4931440J10Rik,2
4931440P22Rik,44
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,24
4932416K20Rik,0
4932418E24Rik,2
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,1645
4932438H23Rik,5
4932441J04Rik,0
4932442L08Rik,0
4932443I19Rik,0
4932443L11Rik,0
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,0
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,2
4933402P03Rik,4
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,225
4933404O12Rik,339
4933405D12Rik,0
4933405E24Rik,2
4933405L10Rik,13
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,14
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,18
4933406J08Rik,0
4933406J10Rik,0
4933406K04Rik,0
4933406M09Rik,2
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,4
4933407I08Rik,0
4933407K13Rik,0
4933407L21Rik,6
4933408B17Rik,10
4933408J17Rik,26
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,1
4933411E08Rik,0
4933411G06Rik,0
4933411G11Rik,2
4933411K16Rik,0
4933412E12Rik,346
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,6
4933413J09Rik,6
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,8
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,25
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,719
4933422A05Rik,3
4933424G05Rik,1
4933424G06Rik,0
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,2
4933427D06Rik,0
4933427D14Rik,1240
4933427E11Rik,10
4933427E13Rik,0
4933427G17Rik,0
4933427G23Rik,9
4933427I22Rik,2
4933428C19Rik,0
4933428G20Rik,3
4933428M09Rik,0
4933429K18Rik,1
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,291
4933430M04Rik,0
4933430N04Rik,0
4933431E20Rik,93
4933431G14Rik,11
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,953
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,2
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,28
4933433G19Rik,20
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,3174
4933436E23Rik,0
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,180
4933439K11Rik,1
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,3654
5031425E22Rik,643
5031425F14Rik,2
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,22
5031439G07Rik,3778
5033403F01Rik,11
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,18
5033417F24Rik,16
5033421B08Rik,29
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,140
5133400J02Rik,500
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,30
5330426P16Rik,1
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,56
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,3
5430403N17Rik,0
5430405H02Rik,52
5430416N02Rik,505
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,0
5430427M07Rik,0
5430427O19Rik,2038
5430428K19Rik,0
5430431A17Rik,5
5430434I15Rik,0
5430435G22Rik,5
5430435K18Rik,0
5430437J10Rik,4
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,407
5730403I07Rik,0
5730405O15Rik,43
5730408K05Rik,118
5730409E04Rik,647
5730409K12Rik,2
5730412P04Rik,0
5730416F02Rik,2
5730419F03Rik,0
5730420D15Rik,1
5730422E09Rik,12
5730435O14Rik,0
5730455P16Rik,1783
5730457N03Rik,0
5730460C07Rik,3
5730480H06Rik,50
5730488B01Rik,5
5730507C01Rik,0
5730508B09Rik,16
5730522E02Rik,0
5730559C18Rik,16
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,750
5830416I19Rik,0
5830416P10Rik,66
5830417I10Rik,2707
5830418P13Rik,120
5830428H23Rik,918
5830428M24Rik,108
5830432E09Rik,20
5830433I10Rik,4
5830444B04Rik,4
5830454E08Rik,45
5830473C10Rik,15
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,0
5930438M14Rik,0
6030407O03Rik,3
6030408B16Rik,2
6030419C18Rik,527
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,172
6030458C11Rik,3946
6030466F02Rik,0
6030468B19Rik,25
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,108
6330403A02Rik,517
6330403K07Rik,1
6330407A03Rik,0
6330408A02Rik,399
6330409D20Rik,11
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,43
6330416G13Rik,1552
6330418K02Rik,16
6330419J24Rik,14
6330420H09Rik,0
6330549D23Rik,248
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,14
6430548M08Rik,62
6430550D23Rik,113
6430553K19Rik,0
6430562O15Rik,14
6430571L13Rik,5
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,21
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,1
6530402F18Rik,734
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,2
6720483E21Rik,0
6720489N17Rik,906
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,243
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,3
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,4
8030423J24Rik,0
8030442B05Rik,1
8030443G20Rik,0
8030451A03Rik,3
8030451O07Rik,0
8030453O22Rik,1158
8030455M16Rik,3
8030462N17Rik,1453
8030474K03Rik,4
8430408G22Rik,7
8430415O14Rik,2
8430419K02Rik,0
8430419L09Rik,845
8430422H06Rik,0
8430423G03Rik,2
8430426J06Rik,0
8430429K09Rik,24
8430430B14Rik,2
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,16
9030204H09Rik,6
9030404E10Rik,0
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,72
9030619P08Rik,6
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,2415
9030625G05Rik,0
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,879
9130015A21Rik,18
9130015L21Rik,0
9130019O22Rik,151
9130019P16Rik,1
9130023H24Rik,214
9130024F11Rik,67
9130204L05Rik,0
9130208D14Rik,0
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,183
9130227L01Rik,0
9130230L23Rik,3
9130401M01Rik,2268
9130409I23Rik,0
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,1
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,64
9230110F15Rik,0
9230112D13Rik,70
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,108
9230116L04Rik,10
9230116N13Rik,74
9230117E06Rik,7
9330020H09Rik,48
9330102E08Rik,2
9330104G04Rik,77
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,392
9330136K24Rik,23
9330151L19Rik,253
9330154J02Rik,0
9330154K18Rik,7
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,36
9330162012Rik,5
9330162B11Rik,0
9330175E14Rik,26
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,5
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,1355
9430014N10Rik,0
9430015G10Rik,2400
9430016H08Rik,1367
9430018G01Rik,4
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,90
9430038I01Rik,502
9430041J12Rik,15
9430060I03Rik,7
9430065F17Rik,23
9430069I07Rik,4
9430076C15Rik,0
9430078G10Rik,1
9430078K24Rik,0
9430083A17Rik,4
9430085M18Rik,0
9430091E24Rik,107
9430097D07Rik,0
9530002B09Rik,0
9530003J23Rik,4
9530004M14Rik,2
9530014B07Rik,0
9530020I12Rik,0
9530026F06Rik,0
9530026P05Rik,0
9530027J09Rik,12
9530034E10Rik,2
9530036M11Rik,0
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,73
9530052E02Rik,0
9530053A07Rik,5
9530053H05Rik,1922
9530057J20Rik,1
9530059O14Rik,0
9530062K07Rik,51
9530068E07Rik,8476
9530077C05Rik,30
9530080O11Rik,0
9530082P21Rik,65
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,0
9630013K17Rik,56
9630015K15Rik,0
9630028B13Rik,0
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1702
9830107B12Rik,1
9830132P13Rik,0
9830147E19Rik,4
9830166K06Rik,0
9930012K11Rik,95
9930014A18Rik,0
9930021J03Rik,2865
9930038B18Rik,0
9930104L06Rik,1287
9930111H07Rik,0
9930111J21Rik1,524
9930111J21Rik2,42
a,82
A130010J15Rik,872
A130030D18Rik,0
A130051J06Rik,74
A130077B15Rik,0
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,13
A230028O05Rik,0
A230046K03Rik,6993
A230050P20Rik,1433
A230051N06Rik,0
A230056J06Rik,0
A230056P14Rik,65
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,3
A230072C01Rik,216
A230072E10Rik,7
A230072I06Rik,0
A230073K19Rik,12
A230077H06Rik,0
A230083G16Rik,183
A230087F16Rik,6
A230098N10Rik,33
A230103J11Rik,38
A230103O09Rik,0
A230107N01Rik,6
A230108P19Rik,2
A2m,0
A330008L17Rik,0
A330009N23Rik,26
A330015K06Rik,2
A330023F24Rik,55
A330032B11Rik,0
A330033J07Rik,0
A330035P11Rik,85
A330040F15Rik,22
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,6
A330069E16Rik,49
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,6
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,2
A330093E20Rik,0
A330102I10Rik,0
A3galt2,9
A430005L14Rik,600
A430010J10Rik,0
A430033K04Rik,831
A430035B10Rik,105
A430046D13Rik,172
A430048G15Rik,0
A430057M04Rik,160
A430060F13Rik,0
A430072P03Rik,12
A430078G23Rik,0
A430078I02Rik,13
A430085M09Rik,0
A430088P11Rik,2
A430089I19Rik,0
A430090L17Rik,1
A430093F15Rik,1242
A430105I19Rik,0
A430105J06Rik,50
A430108G06Rik,13
A430110L20Rik,46
A4galt,4
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,65
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,916
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,1261
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,117
A530088E08Rik,78
A530095I07Rik,1
A530099J19Rik,0
A630001G21Rik,5981
A630001O12Rik,4
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,9
A630020A06,12
A630023A22Rik,1
A630023P12Rik,31
A630031M04Rik,0
A630033H20Rik,146
A630034I12Rik,1588
A630066F11Rik,1
A630072L19Rik,0
A630072M18Rik,108
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,1
A630077J23Rik,0
A630081J09Rik,4
A630089N07Rik,1708
A630095E13Rik,0
A630095N17Rik,40
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,58
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,301
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,0
A730036I17Rik,0
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,33
A730067D02Rik,8
A730082K24Rik,0
A730085K08Rik,0
A730089K16Rik,0
A730090H04Rik,7
A730090N16Rik,19
A730098P11Rik,7
A830005F24Rik,20
A830009L08Rik,0
A830010M20Rik,238
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,0
A830035A12Rik,0
A830035O19Rik,12
A830052D11Rik,0
A830080D01Rik,1497
A830082K12Rik,0
A830082N09Rik,119
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,2
A930002C04Rik,2
A930003A15Rik,0
A930003O13Rik,0
A930004D18Rik,7
A930005H10Rik,373
A930006I01Rik,0
A930006K02Rik,256
A930007A09Rik,8
A930007I19Rik,157
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,7
A930013F10Rik,159
A930015D03Rik,0
A930016O22Rik,5
A930017K11Rik,4
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,25
A930024E05Rik,118
A930027H12Rik,0
A930028N01Rik,0
A930029G22Rik,2
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,0
A930041C12Rik,8
AA387200,0
AA387883,0
AA388235,0
AA413626,4
AA414768,165
AA414992,0
AA415398,105
AA465934,115
AA467197,42
AA474331,57
AA536875,0
AA543186,57
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,0
AA986860,9
AA987161,1297
Aaas,5493
Aacs,3768
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,271
Aagab,5417
Aak1,1278
Aamdc,395
Aamp,8947
Aanat,4
Aar2,2866
Aard,0
Aars,10154
Aars2,2059
Aarsd1,3093
Aasdh,943
Aasdhppt,2770
Aass,0
Aatf,5164
Aatk,9
AB124611,252
Abat,5
Abca1,1314
Abca12,0
Abca13,40
Abca14,0
Abca15,0
Abca16,0
Abca17,5
Abca2,5268
Abca3,3661
Abca4,37
Abca5,146
Abca6,0
Abca7,1186
Abca8a,0
Abca8b,0
Abca9,0
Abcb10,2869
Abcb11,0
Abcb1a,111
Abcb1b,4
Abcb4,4
Abcb5,0
Abcb6,3384
Abcb7,5749
Abcb8,3520
Abcb9,129
Abcc1,5996
Abcc10,372
Abcc12,0
Abcc2,200
Abcc3,16
Abcc4,9918
Abcc5,3783
Abcc6,11
Abcc8,3
Abcc9,4
Abcd1,1156
Abcd2,0
Abcd3,8023
Abcd4,852
Abce1,27599
Abcf1,3
Abcf2,12541
Abcf3,4579
Abcg1,1961
Abcg2,2
Abcg3,38
Abcg4,80
Abcg5,5
Abcg8,2
Abhd1,4
Abhd10,809
Abhd11,1131
Abhd11os,20
Abhd12,2239
Abhd12b,4
Abhd13,2084
Abhd14a,742
Abhd14b,338
Abhd15,46
Abhd16a,0
Abhd16b,6
Abhd17a,1348
Abhd17b,2897
Abhd17c,3164
Abhd2,922
Abhd3,4
Abhd4,1787
Abhd5,817
Abhd6,3416
Abhd8,878
Abi1,4109
Abi2,2618
Abi3,1146
Abi3bp,3
Abl1,4943
Abl2,6744
Ablim1,730
Ablim2,18
Ablim3,0
Abo,0
Abr,8857
Abra,22
Abracl,2399
Abt1,1802
Abtb1,1089
Abtb2,493
Acaa1a,1323
Acaa1b,16
Acaa2,1344
Acaca,9614
Acacb,538
Acad10,459
Acad11,372
Acad12,271
Acad8,962
Acad9,3695
Acadl,1575
Acadm,3059
Acads,2069
Acadsb,1151
Acadvl,6
Acan,0
Acap1,1858
Acap2,5798
Acap3,1226
Acat1,5549
Acat2,4305
Acat3,27
Acbd3,3381
Acbd4,298
Acbd5,1850
Acbd6,2027
Acbd7,0
Accs,252
Accsl,5
Acd,1763
Ace,2
Ace2,0
Ace3,0
Acer1,2
Acer2,503
Acer3,1205
Ache,71
Acin1,20423
Ackr1,0
Ackr2,271
Ackr3,3401
Ackr4,35
Acly,22515
Acmsd,6
Acn9,287
Acnat1,0
Acnat2,0
Aco1,3807
Aco2,16602
Acot1,0
Acot10,3
Acot11,213
Acot12,75
Acot13,995
Acot2,348
Acot3,0
Acot4,0
Acot5,0
Acot6,2
Acot7,3804
Acot8,362
Acot9,2066
Acox1,2131
Acox2,0
Acox3,2199
Acoxl,28
Acp1,2929
Acp2,402
Acp5,2
Acp6,44
Acpp,1
Acpt,18
Acr,0
Acrbp,132
Acrv1,0
Acsbg1,1599
Acsbg2,0
Acsf2,2251
Acsf3,604
Acsl1,2865
Acsl3,3426
Acsl4,5741
Acsl5,11811
Acsl6,4170
Acsm1,0
Acsm2,0
Acsm3,15
Acsm4,0
Acsm5,0
Acss1,183
Acss2,346
Acss2os,0
Acss3,0
Acta1,1
Acta2,2
Actb,127452
Actbl2,0
Actc1,0
Actg1,17591
Actg2,130
Actl10,20
Actl11,0
Actl6a,6580
Actl6b,1
Actl7a,2
Actl7b,0
Actl9,0
Actn1,3001
Actn2,0
Actn3,80
Actn4,15076
Actr10,2871
Actr1a,6056
Actr1b,7738
Actr2,42198
Actr3,15175
Actr3b,1156
Actr5,1348
Actr6,1053
Actr8,2387
Actrt1,0
Actrt2,0
Actrt3,6
Acvr1,0
Acvr1b,1012
Acvr1c,0
Acvr2a,496
Acvr2b,1293
Acvrl1,541
Acy1,1418
Acy3,50
Acyp1,348
Acyp2,0
Ada,742
Adad1,0
Adad2,0
Adal,0
Adam10,9996
Adam11,0
Adam12,0
Adam15,1589
Adam17,6485
Adam18,0
Adam19,1143
Adam1a,151
Adam1b,0
Adam2,2
Adam20,0
Adam21,18
Adam22,25
Adam23,1
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,0
Adam30,0
Adam32,2
Adam33,17
Adam34,0
Adam39,0
Adam4,35
Adam5,0
Adam6a,0
Adam6b,6
Adam7,0
Adam8,2414
Adam9,6129
Adamdec1,0
Adamts1,0
Adamts10,837
Adamts12,5
Adamts13,10
Adamts14,988
Adamts15,0
Adamts16,0
Adamts17,0
Adamts18,2
Adamts19,0
Adamts2,0
Adamts20,185
Adamts3,0
Adamts4,17
Adamts5,0
Adamts6,159
Adamts7,1093
Adamts8,0
Adamts9,0
Adamtsl1,0
Adamtsl2,138
Adamtsl3,0
Adamtsl4,11
Adamtsl5,54
Adap1,1805
Adap2,8
Adar,4960
Adarb1,938
Adarb2,0
Adat1,1191
Adat2,924
Adat3,234
Adck1,894
Adck2,552
Adck3,6211
Adck4,1042
Adck5,681
Adcy1,0
Adcy10,2
Adcy2,0
Adcy3,662
Adcy4,0
Adcy5,0
Adcy6,8
Adcy7,4236
Adcy8,0
Adcy9,20
Adcyap1,0
Adcyap1r1,0
Add1,6486
Add2,8
Add3,3543
Adgb,0
Adh1,0
Adh4,4
Adh5,11399
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,10
Adi1,3096
Adig,0
Adipoq,11
Adipor1,4684
Adipor2,7123
Adk,3914
Adm,1813
Adm2,100
Adnp,9535
Adnp2,3164
Ado,3988
Adora1,40
Adora2a,99
Adora2b,304
Adora3,4
Adpgk,3116
Adprh,4224
Adprhl1,0
Adprhl2,2462
Adprm,795
Adra1a,0
Adra1b,0
Adra1d,0
Adra2a,16
Adra2b,6
Adra2c,0
Adrb1,0
Adrb2,159
Adrb3,1
Adrbk1,14369
Adrbk2,21
Adrm1,4635
Adsl,10976
Adss,5955
Adssl1,6830
Adtrp,141
Aebp1,192
Aebp2,9892
Aen,2519
Aes,4973
AF067061,78
AF067063,0
AF251705,0
AF357355,0
AF357359,0
AF357399,39
AF357425,0
AF357426,0
AF366264,0
AF529169,1
Afap1,765
Afap1l1,6
Afap1l2,7
Aff1,7381
Aff2,0
Aff3,3770
Aff4,9693
Afg3l1,6018
Afg3l2,8028
Afm,0
Afmid,445
Afp,12
Aftph,8078
Aga,694
Agap1,0
Agap2,2294
Agap3,2653
Agbl1,0
Agbl2,3
Agbl3,0
Agbl4,2
Agbl5,915
Ager,0
Agfg1,6386
Agfg2,1885
Aggf1,6413
Agk,1517
Agl,1573
Agmat,0
Agmo,0
Ago1,7301
Ago2,7910
Ago3,1688
Ago4,966
Agpat1,0
Agpat2,996
Agpat3,4915
Agpat4,877
Agpat5,3939
Agpat6,7670
Agpat9,331
Agps,8772
Agr2,0
Agr3,0
Agrn,1361
Agrp,22
Agt,0
Agtpbp1,1946
Agtr1a,1
Agtr1b,0
Agtr2,0
Agtrap,757
Agxt,0
Agxt2,0
Ahctf1,24967
Ahcy,7951
Ahcyl1,9150
Ahcyl2,25907
Ahdc1,1422
Ahi1,435
Ahnak,4845
Ahnak2,1212
Ahr,1067
Ahrr,1004
Ahsa1,18613
Ahsa2,4226
Ahsg,2
AI115009,2
AI118078,0
AI182371,23
AI197445,0
AI314180,14684
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,0
AI429214,0
AI450353,115
AI463170,0
AI463229,0
AI464131,13
AI467606,1075
AI481877,4
AI504432,2
AI506816,822
AI507597,29
AI593442,0
AI597479,2194
AI606473,0
AI607873,2
AI646519,0
AI661453,4
AI662270,16206
AI837181,945
AI839979,11
AI846148,1149
AI847159,10
AI854517,0
AI854703,320
AI987944,590
Aicda,8090
Aida,1559
Aif1,0
Aif1l,6
Aifm1,2793
Aifm2,625
Aifm3,0
Aig1,0
Aim1,605
Aim1l,378
Aim2,2580
Aimp1,7085
Aimp2,4053
Aip,1
Aipl1,32
Aire,3
Airn,78
Ajap1,0
Ajuba,24
AK010878,439
Ak1,6
AK129341,1
Ak2,3633
Ak3,3968
Ak4,0
Ak5,26
Ak6,1743
Ak7,118
Ak8,108
Ak9,3
Akap1,1841
Akap10,2293
Akap11,8923
Akap12,913
Akap13,11609
Akap14,4
Akap17b,1851
Akap2,41
Akap3,49
Akap4,0
Akap5,129
Akap6,4
Akap7,498
Akap8,11267
Akap8l,2023
Akap9,7536
Akip1,343
