gene_id,Satrom-mRNA-48hT_TTAGGC_L004_001
4930524B15Rik,30
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,0
4930525G20Rik,5
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,0
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,2
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,0
4930529K09Rik,0
4930529L06Rik,1
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,6
4930535O05Rik,0
4930538E20Rik,5
4930538K18Rik,110
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,83
4930539J05Rik,21
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,2
4930542C21Rik,1
4930542D17Rik,0
4930542M03Rik,0
4930542N06Rik,0
4930543D07Rik,1
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,10
4930547E08Rik,0
4930547E14Rik,4
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,2
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,20
4930550C14Rik,5
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,8
4930553C11Rik,0
4930553E22Rik,0
4930553J12Rik,0
4930553P18Rik,2
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,7
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,2
4930556N09Rik,0
4930556N13Rik,4
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,19
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,239
4930558K02Rik,19
4930559C10Rik,0
4930562C15Rik,54
4930562F07Rik,1
4930562F17Rik,0
4930563D23Rik,0
4930563E18Rik,0
4930563E22Rik,15
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,157
4930567H12Rik,2
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,13
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,8
4930570E03Rik,1
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,2
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,42
4930578C19Rik,6
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,4
4930578N18Rik,0
4930579C12Rik,53
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,242
4930579G24Rik,521
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,4
4930579P08Rik,0
4930581F22Rik,72
4930583I09Rik,0
4930583K01Rik,0
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,1
4930587E11Rik,0
4930588J15Rik,1
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,25
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,6
4930593A02Rik,54
4930593C16Rik,0
4930594C11Rik,7
4930594M22Rik,12
4930594O21Rik,0
4930595D18Rik,64
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,8
4930597A21Rik,154
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,3
4931403E22Rik,7
4931403G20Rik,2
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,2724
4931406H21Rik,0
4931406P16Rik,4106
4931408C20Rik,0
4931408D14Rik,0
4931409K22Rik,2
4931412M21,0
4931413K12Rik,14
4931414P19Rik,426
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,18
4931428F04Rik,603
4931428L18Rik,13
4931429I11Rik,0
4931429L15Rik,4
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,0
4931431C16Rik,7
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,1
4931440J10Rik,2
4931440P22Rik,23
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,39
4932416K20Rik,0
4932418E24Rik,10
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,1601
4932438H23Rik,0
4932441J04Rik,0
4932442L08Rik,0
4932443I19Rik,0
4932443L11Rik,0
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,10
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,0
4933402P03Rik,0
4933403O08Rik,2
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,144
4933404O12Rik,467
4933405D12Rik,0
4933405E24Rik,22
4933405L10Rik,20
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,10
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,6
4933406J08Rik,2
4933406J10Rik,1
4933406K04Rik,0
4933406M09Rik,2
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,21
4933407I08Rik,0
4933407K13Rik,0
4933407L21Rik,9
4933408B17Rik,4
4933408J17Rik,15
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,0
4933411E08Rik,0
4933411G06Rik,0
4933411G11Rik,0
4933411K16Rik,0
4933412E12Rik,532
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,3
4933413J09Rik,10
4933413L06Rik,1
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,2
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,10
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,437
4933422A05Rik,7
4933424G05Rik,0
4933424G06Rik,1
4933424M12Rik,0
4933425B07Rik,2
4933425L06Rik,2
4933427D06Rik,2
4933427D14Rik,835
4933427E11Rik,8
4933427E13Rik,0
4933427G17Rik,19
4933427G23Rik,5
4933427I22Rik,0
4933428C19Rik,0
4933428G20Rik,7
4933428M09Rik,0
4933429K18Rik,2
4933429O19Rik,0
4933430H16Rik,1
4933430I17Rik,445
4933430M04Rik,0
4933430N04Rik,0
4933431E20Rik,75
4933431G14Rik,6
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,320
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,3
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,22
4933433G19Rik,38
4933433H22Rik,2
4933433N18Rik,0
4933434E20Rik,4104
4933436E23Rik,1
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,145
4933439K11Rik,2
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,2526
5031425E22Rik,468
5031425F14Rik,0
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,10
5031439G07Rik,3332
5033403F01Rik,30
5033403H07Rik,1
5033404E19Rik,2
5033406O09Rik,12
5033417F24Rik,0
5033421B08Rik,63
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,151
5133400J02Rik,487
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,43
5330426P16Rik,2
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,45
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,1
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,6
5430403N17Rik,0
5430405H02Rik,46
5430416N02Rik,766
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,0
5430427M07Rik,0
5430427O19Rik,2139
5430428K19Rik,0
5430431A17Rik,6
5430434I15Rik,0
5430435G22Rik,3
5430435K18Rik,0
5430437J10Rik,19
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,425
5730403I07Rik,2
5730405O15Rik,67
5730408K05Rik,111
5730409E04Rik,348
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,9
5730422E09Rik,5
5730435O14Rik,2
5730455P16Rik,1881
5730457N03Rik,0
5730460C07Rik,138
5730480H06Rik,38
5730488B01Rik,3
5730507C01Rik,0
5730508B09Rik,109
5730522E02Rik,0
5730559C18Rik,41
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,779
5830416I19Rik,0
5830416P10Rik,115
5830417I10Rik,2528
5830418P13Rik,48
5830428H23Rik,890
5830428M24Rik,282
5830432E09Rik,18
5830433I10Rik,0
5830444B04Rik,1
5830454E08Rik,24
5830473C10Rik,19
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,6
5930438M14Rik,0
6030407O03Rik,0
6030408B16Rik,4
6030419C18Rik,1060
6030426L16Rik,0
6030440G07Rik,2
6030442E23Rik,0
6030443J06Rik,150
6030458C11Rik,3466
6030466F02Rik,0
6030468B19Rik,149
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,59
6330403A02Rik,1777
6330403K07Rik,0
6330407A03Rik,0
6330408A02Rik,304
6330409D20Rik,4
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,28
6330416G13Rik,1869
6330418K02Rik,8
6330419J24Rik,15
6330420H09Rik,0
6330549D23Rik,137
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,15
6430548M08Rik,56
6430550D23Rik,50
6430553K19Rik,0
6430562O15Rik,9
6430571L13Rik,19
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,11
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,6
6530402F18Rik,764
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,2
6720483E21Rik,0
6720489N17Rik,732
6820408C15Rik,1
6820426E19Rik,0
6820431F20Rik,428
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,10
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,2
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,0
8030451A03Rik,32
8030451O07Rik,0
8030453O22Rik,677
8030455M16Rik,4
8030462N17Rik,2030
8030474K03Rik,0
8430408G22Rik,5
8430415O14Rik,0
8430419K02Rik,0
8430419L09Rik,366
8430422H06Rik,0
8430423G03Rik,2
8430426J06Rik,0
8430429K09Rik,41
8430430B14Rik,6
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,8
9030204H09Rik,2
9030404E10Rik,0
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,134
9030619P08Rik,0
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,3012
9030625G05Rik,2
9130001E16Rik,2
9130008F23Rik,0
9130011E15Rik,626
9130015A21Rik,40
9130015L21Rik,0
9130019O22Rik,157
9130019P16Rik,0
9130023H24Rik,274
9130024F11Rik,65
9130204L05Rik,0
9130208D14Rik,0
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,181
9130227L01Rik,4
9130230L23Rik,4
9130401M01Rik,3067
9130409I23Rik,4
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,4
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,78
9230110F15Rik,0
9230112D13Rik,86
9230112J17Rik,8
9230113P08Rik,0
9230114K14Rik,111
9230116L04Rik,3
9230116N13Rik,54
9230117E06Rik,0
9330020H09Rik,51
9330102E08Rik,2
9330104G04Rik,112
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,393
9330136K24Rik,18
9330151L19Rik,261
9330154J02Rik,0
9330154K18Rik,0
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,50
9330162012Rik,4
9330162B11Rik,0
9330175E14Rik,13
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,23
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,1679
9430014N10Rik,0
9430015G10Rik,3153
9430016H08Rik,1479
9430018G01Rik,26
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,220
9430038I01Rik,381
9430041J12Rik,9
9430060I03Rik,6
9430065F17Rik,7
9430069I07Rik,0
9430076C15Rik,0
9430078G10Rik,1
9430078K24Rik,4
9430083A17Rik,0
9430085M18Rik,0
9430091E24Rik,130
9430097D07Rik,0
9530002B09Rik,0
9530003J23Rik,0
9530004M14Rik,4
9530014B07Rik,0
9530020I12Rik,0
9530026F06Rik,2
9530026P05Rik,0
9530027J09Rik,31
9530034E10Rik,0
9530036M11Rik,4
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,101
9530052E02Rik,0
9530053A07Rik,0
9530053H05Rik,2248
9530057J20Rik,0
9530059O14Rik,0
9530062K07Rik,89
9530068E07Rik,9884
9530077C05Rik,38
9530080O11Rik,0
9530082P21Rik,76
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,3
9630013K17Rik,35
9630015K15Rik,2
9630028B13Rik,2
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1635
9830107B12Rik,4
9830132P13Rik,0
9830147E19Rik,0
9830166K06Rik,0
9930012K11Rik,159
9930014A18Rik,0
9930021J03Rik,3294
9930038B18Rik,0
9930104L06Rik,861
9930111H07Rik,1
9930111J21Rik1,188
9930111J21Rik2,12
a,123
A130010J15Rik,873
A130030D18Rik,0
A130051J06Rik,98
A130077B15Rik,0
A1bg,0
A1cf,4
A230001M10Rik,0
A230006K03Rik,1
A230009B12Rik,0
A230020J21Rik,20
A230028O05Rik,0
A230046K03Rik,7107
A230050P20Rik,1083
A230051N06Rik,0
A230056J06Rik,2
A230056P14Rik,56
A230057D06Rik,2
A230065H16Rik,0
A230070E04Rik,0
A230072C01Rik,118
A230072E10Rik,10
A230072I06Rik,0
A230073K19Rik,14
A230077H06Rik,0
A230083G16Rik,79
A230087F16Rik,0
A230098N10Rik,25
A230103J11Rik,47
A230103O09Rik,0
A230107N01Rik,8
A230108P19Rik,10
A2m,0
A330008L17Rik,0
A330009N23Rik,114
A330015K06Rik,0
A330023F24Rik,37
A330032B11Rik,0
A330033J07Rik,0
A330035P11Rik,165
A330040F15Rik,12
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,2
A330050F15Rik,0
A330069E16Rik,79
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,10
A330076C08Rik,4
A330076H08Rik,0
A330084C13Rik,0
A330093E20Rik,0
A330102I10Rik,0
A3galt2,2
A430005L14Rik,688
A430010J10Rik,1
A430033K04Rik,1019
A430035B10Rik,69
A430046D13Rik,179
A430048G15Rik,2
A430057M04Rik,94
A430060F13Rik,0
A430072P03Rik,19
A430078G23Rik,3
A430078I02Rik,21
A430085M09Rik,0
A430088P11Rik,17
A430089I19Rik,0
A430090L17Rik,2
A430093F15Rik,944
A430105I19Rik,4
A430105J06Rik,22
A430108G06Rik,3
A430110L20Rik,10
A4galt,9
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,29
A530013C23Rik,2
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,1270
A530046M15Rik,0
A530050N04Rik,3
A530053G22Rik,0
A530054K11Rik,1600
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,393
A530088E08Rik,40
A530095I07Rik,0
A530099J19Rik,0
A630001G21Rik,5317
A630001O12Rik,49
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,16
A630020A06,9
A630023A22Rik,2
A630023P12Rik,11
A630031M04Rik,0
A630033H20Rik,103
A630034I12Rik,572
A630066F11Rik,1
A630072L19Rik,2
A630072M18Rik,76
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,1
A630077J23Rik,0
A630081J09Rik,15
A630089N07Rik,816
A630095E13Rik,36
A630095N17Rik,55
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,41
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,184
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,2
A730036I17Rik,22
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,44
A730067D02Rik,6
A730082K24Rik,5
A730085K08Rik,2
A730089K16Rik,0
A730090H04Rik,2
A730090N16Rik,16
A730098P11Rik,7
A830005F24Rik,36
A830009L08Rik,0
A830010M20Rik,389
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,2
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,2
A830035A12Rik,2
A830035O19Rik,8
A830052D11Rik,0
A830080D01Rik,1261
A830082K12Rik,0
A830082N09Rik,170
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,6
A930002C04Rik,2
A930003A15Rik,29
A930003O13Rik,2
A930004D18Rik,2
A930005H10Rik,449
A930006I01Rik,0
A930006K02Rik,160
A930007A09Rik,6
A930007I19Rik,70
A930009A15Rik,0
A930011G23Rik,2
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,13
A930013F10Rik,140
A930015D03Rik,0
A930016O22Rik,10
A930017K11Rik,2
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,38
A930024E05Rik,135
A930027H12Rik,0
A930028N01Rik,1
A930029G22Rik,0
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,6
A930041C12Rik,3
AA387200,2
AA387883,0
AA388235,0
AA413626,2
AA414768,142
AA414992,0
AA415398,193
AA465934,101
AA467197,50
AA474331,43
AA536875,0
AA543186,31
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,1
AA792892,0
AA986860,20
AA987161,1543
Aaas,6240
Aacs,4622
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,592
Aagab,3860
Aak1,1405
Aamdc,577
Aamp,9145
Aanat,4
Aar2,2729
Aard,0
Aars,17668
Aars2,2171
Aarsd1,4169
Aasdh,965
Aasdhppt,3496
Aass,0
Aatf,4369
Aatk,7
AB124611,207
Abat,4
Abca1,457
Abca12,0
Abca13,28
Abca14,0
Abca15,0
Abca16,0
Abca17,6
Abca2,4686
Abca3,3695
Abca4,55
Abca5,2198
Abca6,2
Abca7,1413
Abca8a,2
Abca8b,1
Abca9,0
Abcb10,2269
Abcb11,0
Abcb1a,253
Abcb1b,11
Abcb4,15
Abcb5,0
Abcb6,2629
Abcb7,8775
Abcb8,3342
Abcb9,85
Abcc1,11805
Abcc10,403
Abcc12,0
Abcc2,138
Abcc3,12
Abcc4,9010
Abcc5,3081
Abcc6,11
Abcc8,1
Abcc9,0
Abcd1,773
Abcd2,0
Abcd3,6534
Abcd4,1303
Abce1,29709
Abcf1,2
Abcf2,11871
Abcf3,4328
Abcg1,2897
Abcg2,35
Abcg3,172
Abcg4,32
Abcg5,5
Abcg8,0
Abhd1,5
Abhd10,969
Abhd11,936
Abhd11os,16
Abhd12,2071
Abhd12b,4
Abhd13,2252
Abhd14a,1010
Abhd14b,234
Abhd15,65
Abhd16a,0
Abhd16b,18
Abhd17a,1314
Abhd17b,2730
Abhd17c,4015
Abhd2,719
Abhd3,0
Abhd4,1607
Abhd5,1140
Abhd6,3770
Abhd8,1172
Abi1,5540
Abi2,3758
Abi3,293
Abi3bp,6
Abl1,5944
Abl2,7913
Ablim1,3281
Ablim2,174
Ablim3,0
Abo,1
Abr,5767
Abra,4
Abracl,2478
Abt1,1758
Abtb1,1582
Abtb2,418
Acaa1a,1524
Acaa1b,31
Acaa2,3309
Acaca,9413
Acacb,946
Acad10,384
Acad11,835
Acad12,321
Acad8,1289
Acad9,6355
Acadl,2316
Acadm,11575
Acads,3218
Acadsb,1910
Acadvl,7
Acan,0
Acap1,2652
Acap2,7514
Acap3,1382
Acat1,6618
Acat2,8174
Acat3,21
Acbd3,3586
Acbd4,487
Acbd5,1926
Acbd6,2757
Acbd7,5
Accs,241
Accsl,10
Acd,1775
Ace,4
Ace2,0
Ace3,0
Acer1,6
Acer2,539
Acer3,1462
Ache,450
Acin1,17638
Ackr1,1
Ackr2,226
Ackr3,7142
Ackr4,17
Acly,20737
Acmsd,20
Acn9,385
Acnat1,0
Acnat2,0
Aco1,3694
Aco2,20746
Acot1,0
Acot10,2
Acot11,251
Acot12,159
Acot13,1534
Acot2,374
Acot3,0
Acot4,0
Acot5,0
Acot6,2
Acot7,2783
Acot8,406
Acot9,2838
Acox1,2352
Acox2,7
Acox3,1862
Acoxl,187
Acp1,4004
Acp2,578
Acp5,8
Acp6,89
Acpp,11
Acpt,30
Acr,0
Acrbp,86
Acrv1,0
Acsbg1,1288
Acsbg2,0
Acsf2,3767
Acsf3,454
Acsl1,4273
Acsl3,4978
Acsl4,6785
Acsl5,18419
Acsl6,5008
Acsm1,0
Acsm2,0
Acsm3,31
Acsm4,0
Acsm5,1
Acss1,73
Acss2,815
Acss2os,3
Acss3,0
Acta1,3
Acta2,3
Actb,99666
Actbl2,0
Actc1,0
Actg1,10455
Actg2,258
Actl10,4
Actl11,0
Actl6a,7567
Actl6b,5
Actl7a,8
Actl7b,2
Actl9,0
Actn1,3006
Actn2,0
Actn3,51
Actn4,11984
Actr10,3998
Actr1a,6596
Actr1b,7297
Actr2,38510
Actr3,19103
Actr3b,973
Actr5,1194
Actr6,1470
Actr8,2408
Actrt1,0
Actrt2,0
Actrt3,10
Acvr1,0
Acvr1b,885
Acvr1c,0
Acvr2a,658
Acvr2b,2045
Acvrl1,659
Acy1,1848
Acy3,21
Acyp1,321
Acyp2,0
Ada,972
Adad1,0
Adad2,0
Adal,0
Adam10,9917
Adam11,1
Adam12,2
Adam15,1063
Adam17,7999
Adam18,2
Adam19,1809
Adam1a,67
Adam1b,8
Adam2,0
Adam20,0
Adam21,5
Adam22,68
Adam23,0
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,2
Adam30,0
Adam32,1
Adam33,8
Adam34,0
Adam39,0
Adam4,12
Adam5,0
Adam6a,0
Adam6b,3
Adam7,0
Adam8,4998
Adam9,8482
Adamdec1,0
Adamts1,0
Adamts10,691
Adamts12,55
Adamts13,63
Adamts14,866
Adamts15,0
Adamts16,0
Adamts17,1
Adamts18,1
Adamts19,0
Adamts2,0
Adamts20,493
Adamts3,0
Adamts4,87
Adamts5,0
Adamts6,312
Adamts7,701
Adamts8,0
Adamts9,2
Adamtsl1,0
Adamtsl2,337
Adamtsl3,0
Adamtsl4,58
Adamtsl5,37
Adap1,2579
Adap2,12
Adar,4427
Adarb1,1202
Adarb2,0
Adat1,1067
Adat2,751
Adat3,221
Adck1,1071
Adck2,598
Adck3,3342
Adck4,901
Adck5,799
Adcy1,0
Adcy10,6
Adcy2,0
Adcy3,528
Adcy4,4
Adcy5,2
Adcy6,8
Adcy7,4188
Adcy8,3
Adcy9,7
Adcyap1,0
Adcyap1r1,0
Add1,5877
Add2,12
Add3,4246
Adgb,0
Adh1,4
Adh4,2
Adh5,12331
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,76
Adi1,4324
Adig,0
Adipoq,314
Adipor1,5600
Adipor2,9640
Adk,5713
Adm,4522
Adm2,115
Adnp,9687
Adnp2,4164
Ado,4347
Adora1,8
Adora2a,479
Adora2b,611
Adora3,1
Adpgk,3713
Adprh,6061
Adprhl1,0
Adprhl2,2280
Adprm,773
Adra1a,0
Adra1b,11
Adra1d,0
Adra2a,10
Adra2b,6
Adra2c,0
Adrb1,0
Adrb2,46
Adrb3,0
Adrbk1,16025
Adrbk2,60
Adrm1,3400
Adsl,10918
Adss,6934
Adssl1,6632
Adtrp,217
Aebp1,47
Aebp2,16824
Aen,2056
Aes,4613
AF067061,54
AF067063,0
AF251705,0
AF357355,0
AF357359,0
AF357399,19
AF357425,0
AF357426,0
AF366264,0
AF529169,0
Afap1,847
Afap1l1,4
Afap1l2,6
Aff1,7285
Aff2,0
Aff3,4282
Aff4,12780
Afg3l1,6068
Afg3l2,7744
Afm,0
Afmid,684
Afp,34
Aftph,9883
Aga,640
Agap1,0
Agap2,1739
Agap3,2988
Agbl1,0
Agbl2,2
Agbl3,0
Agbl4,2
Agbl5,842
Ager,0
Agfg1,10842
Agfg2,1653
Aggf1,6554
Agk,1812
Agl,1768
Agmat,3
Agmo,0
Ago1,6148
Ago2,9896
Ago3,1628
Ago4,1069
Agpat1,0
Agpat2,862
Agpat3,3533
Agpat4,1194
Agpat5,5218
Agpat6,9399
Agpat9,266
Agps,9299
Agr2,0
Agr3,0
Agrn,4712
Agrp,22
Agt,0
Agtpbp1,2549
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,664
Agxt,0
Agxt2,0
Ahctf1,29005
Ahcy,11106
Ahcyl1,16722
Ahcyl2,30132
Ahdc1,1655
Ahi1,697
Ahnak,4398
Ahnak2,366
Ahr,3284
Ahrr,783
Ahsa1,12862
Ahsa2,2321
Ahsg,5
AI115009,0
AI118078,11
AI182371,34
AI197445,0
AI314180,18926
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,4
AI429214,0
AI450353,95
AI463170,0
AI463229,0
AI464131,20
AI467606,928
AI481877,16
AI504432,0
AI506816,722
AI507597,11
AI593442,0
AI597479,3089
AI606473,0
AI607873,2
AI646519,0
AI661453,6
AI662270,14449
AI837181,873
AI839979,16
AI846148,1331
AI847159,64
AI854517,0
AI854703,420
AI987944,633
Aicda,13118
Aida,1712
Aif1,0
Aif1l,71
Aifm1,4134
Aifm2,898
Aifm3,3
Aig1,10
Aim1,448
Aim1l,239
Aim2,3405
Aimp1,9162
Aimp2,3514
Aip,0
Aipl1,76
Aire,38
Airn,42
Ajap1,0
Ajuba,37
AK010878,464
Ak1,14
AK129341,0
Ak2,10426
Ak3,3638
Ak4,0
Ak5,46
Ak6,2102
Ak7,592
Ak8,139
Ak9,23
Akap1,2142
Akap10,2077
Akap11,10996
Akap12,1076
Akap13,9036
Akap14,2
Akap17b,1592
Akap2,365
Akap3,128
Akap4,0
Akap5,71
Akap6,20
Akap7,634
Akap8,10413
Akap8l,3213
Akap9,7607
Akip1,401
