gene_id,Satrom-mRNA-30mC_ACTTGA_L003_001
4930524B15Rik,3
4930524B17Rik,0
4930524C18Rik,1
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,16
4930525G20Rik,6
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,1
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,4
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,2
4930529K09Rik,0
4930529L06Rik,0
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,4
4930535O05Rik,0
4930538E20Rik,1
4930538K18Rik,52
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,86
4930539J05Rik,27
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,0
4930542M03Rik,0
4930542N06Rik,1
4930543D07Rik,2
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,2
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,6
4930547E08Rik,4
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,2
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,76
4930550C14Rik,6
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,15
4930553C11Rik,0
4930553E22Rik,0
4930553J12Rik,0
4930553P18Rik,0
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,0
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,5
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,55
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,312
4930558K02Rik,35
4930559C10Rik,0
4930562C15Rik,169
4930562F07Rik,0
4930562F17Rik,1
4930563D23Rik,0
4930563E18Rik,2
4930563E22Rik,4
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,1
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,157
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,66
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,4
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,13
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,0
4930578N18Rik,0
4930579C12Rik,21
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,555
4930579G24Rik,443
4930579H20Rik,0
4930579J19Rik,2
4930579K19Rik,10
4930579P08Rik,19
4930581F22Rik,143
4930583I09Rik,0
4930583K01Rik,0
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,0
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,51
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,2
4930593A02Rik,35
4930593C16Rik,0
4930594C11Rik,13
4930594M22Rik,28
4930594O21Rik,0
4930595D18Rik,27
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,5
4930597A21Rik,108
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,3
4931400O07Rik,0
4931402G19Rik,11
4931403E22Rik,16
4931403G20Rik,25
4931403M11Rik,1
4931406B18Rik,0
4931406C07Rik,2212
4931406H21Rik,0
4931406P16Rik,5357
4931408C20Rik,0
4931408D14Rik,0
4931409K22Rik,7
4931412M21,0
4931413K12Rik,111
4931414P19Rik,817
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,1
4931428F04Rik,434
4931428L18Rik,33
4931429I11Rik,0
4931429L15Rik,1
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,1
4931431C16Rik,6
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,0
4931440J10Rik,0
4931440P22Rik,24
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,19
4932416K20Rik,0
4932418E24Rik,4
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,2466
4932438H23Rik,2
4932441J04Rik,0
4932442L08Rik,0
4932443I19Rik,0
4932443L11Rik,0
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,8
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,0
4933402P03Rik,0
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,519
4933404O12Rik,557
4933405D12Rik,0
4933405E24Rik,20
4933405L10Rik,15
4933405O20Rik,0
4933406B17Rik,2
4933406C10Rik,16
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,11
4933406J08Rik,2
4933406J10Rik,4
4933406K04Rik,0
4933406M09Rik,4
4933407E24Rik,0
4933407G14Rik,0
4933407I05Rik,5
4933407I08Rik,0
4933407K13Rik,0
4933407L21Rik,9
4933408B17Rik,15
4933408J17Rik,11
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,4
4933411E08Rik,1
4933411G06Rik,0
4933411G11Rik,2
4933411K16Rik,0
4933412E12Rik,485
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,2
4933413J09Rik,14
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,11
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,40
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,570
4933422A05Rik,2
4933424G05Rik,4
4933424G06Rik,1
4933424M12Rik,0
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,0
4933427D14Rik,1233
4933427E11Rik,10
4933427E13Rik,0
4933427G17Rik,8
4933427G23Rik,14
4933427I22Rik,0
4933428C19Rik,0
4933428G20Rik,5
4933428M09Rik,0
4933429K18Rik,0
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,581
4933430M04Rik,0
4933430N04Rik,0
4933431E20Rik,103
4933431G14Rik,6
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,847
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,6
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,16
4933433G19Rik,44
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,4325
4933436E23Rik,1
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,167
4933439K11Rik,0
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,3591
5031425E22Rik,271
5031425F14Rik,2
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,32
5031439G07Rik,2770
5033403F01Rik,20
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,16
5033417F24Rik,2
5033421B08Rik,6
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,121
5133400J02Rik,372
5330411J11Rik,0
5330413P13Rik,0
5330416C01Rik,0
5330417C22Rik,29
5330426P16Rik,4
5330432E05Rik,0
5330434G04Rik,0
5330438D12Rik,41
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,2
5430402E10Rik,0
5430402O13Rik,0
5430403N17Rik,0
5430405H02Rik,24
5430416N02Rik,870
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,0
5430425K12Rik,21
5430427M07Rik,0
5430427O19Rik,2885
5430428K19Rik,0
5430431A17Rik,10
5430434I15Rik,0
5430435G22Rik,18
5430435K18Rik,0
5430437J10Rik,25
5430440P10Rik,2
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,318
5730403I07Rik,2
5730405O15Rik,71
5730408K05Rik,114
5730409E04Rik,704
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,2
5730422E09Rik,12
5730435O14Rik,2
5730455P16Rik,3209
5730457N03Rik,0
5730460C07Rik,10
5730480H06Rik,43
5730488B01Rik,2
5730507C01Rik,0
5730508B09Rik,12
5730522E02Rik,0
5730559C18Rik,6
5830403F22Rik,0
5830411N06Rik,0
5830415F09Rik,801
5830416I19Rik,0
5830416P10Rik,350
5830417I10Rik,3286
5830418P13Rik,164
5830428H23Rik,803
5830428M24Rik,292
5830432E09Rik,37
5830433I10Rik,2
5830444B04Rik,8
5830454E08Rik,25
5830473C10Rik,7
5930403L14Rik,0
5930412G12Rik,0
5930430L01Rik,0
5930438M14Rik,0
6030407O03Rik,2
6030408B16Rik,1
6030419C18Rik,667
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,162
6030458C11Rik,3713
6030466F02Rik,0
6030468B19Rik,16
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,70
6330403A02Rik,1086
6330403K07Rik,0
6330407A03Rik,4
6330408A02Rik,346
6330409D20Rik,3
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,18
6330416G13Rik,2621
6330418K02Rik,7
6330419J24Rik,0
6330420H09Rik,0
6330549D23Rik,113
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,21
6430548M08Rik,70
6430550D23Rik,49
6430553K19Rik,0
6430562O15Rik,34
6430571L13Rik,23
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,19
6430590A10Rik,0
6430628N08Rik,2
6430710C18Rik,4
6530402F18Rik,349
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,0
6720483E21Rik,0
6720489N17Rik,967
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,481
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,0
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,1
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,0
8030451A03Rik,19
8030451O07Rik,0
8030453O22Rik,565
8030455M16Rik,0
8030462N17Rik,2693
8030474K03Rik,0
8430408G22Rik,4
8430415O14Rik,3
8430419K02Rik,0
8430419L09Rik,1513
8430422H06Rik,0
8430423G03Rik,0
8430426J06Rik,0
8430429K09Rik,29
8430430B14Rik,22
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,0
9030025P20Rik,17
9030204H09Rik,4
9030404E10Rik,0
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,315
9030619P08Rik,0
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,2408
9030625G05Rik,2
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,406
9130015A21Rik,44
9130015L21Rik,0
9130019O22Rik,133
9130019P16Rik,2
9130023H24Rik,131
9130024F11Rik,195
9130204L05Rik,0
9130208D14Rik,0
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,176
9130227L01Rik,4
9130230L23Rik,14
9130401M01Rik,2133
9130409I23Rik,2
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,5
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,65
9230110F15Rik,0
9230112D13Rik,55
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,113
9230116L04Rik,16
9230116N13Rik,38
9230117E06Rik,2
9330020H09Rik,79
9330102E08Rik,12
9330104G04Rik,84
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,450
9330136K24Rik,32
9330151L19Rik,152
9330154J02Rik,0
9330154K18Rik,6
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,48
9330162012Rik,2
9330162B11Rik,0
9330175E14Rik,7
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,15
9330182L06Rik,2
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,3721
9430014N10Rik,0
9430015G10Rik,2368
9430016H08Rik,1613
9430018G01Rik,17
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,14
9430038I01Rik,324
9430041J12Rik,17
9430060I03Rik,2
9430065F17Rik,14
9430069I07Rik,0
9430076C15Rik,0
9430078G10Rik,0
9430078K24Rik,4
9430083A17Rik,2
9430085M18Rik,0
9430091E24Rik,88
9430097D07Rik,0
9530002B09Rik,0
9530003J23Rik,4
9530004M14Rik,2
9530014B07Rik,0
9530020I12Rik,0
9530026F06Rik,0
9530026P05Rik,0
9530027J09Rik,80
9530034E10Rik,5
9530036M11Rik,2
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,57
9530052E02Rik,0
9530053A07Rik,0
9530053H05Rik,825
9530057J20Rik,1
9530059O14Rik,0
9530062K07Rik,89
9530068E07Rik,7145
9530077C05Rik,26
9530080O11Rik,0
9530082P21Rik,24
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,5
9630013K17Rik,40
9630015K15Rik,4
9630028B13Rik,1
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1417
9830107B12Rik,0
9830132P13Rik,0
9830147E19Rik,2
9830166K06Rik,0
9930012K11Rik,107
9930014A18Rik,0
9930021J03Rik,3622
9930038B18Rik,0
9930104L06Rik,923
9930111H07Rik,0
9930111J21Rik1,467
9930111J21Rik2,26
a,82
A130010J15Rik,990
A130030D18Rik,0
A130051J06Rik,87
A130077B15Rik,0
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,27
A230028O05Rik,0
A230046K03Rik,5164
A230050P20Rik,1407
A230051N06Rik,0
A230056J06Rik,0
A230056P14Rik,75
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,0
A230072C01Rik,114
A230072E10Rik,16
A230072I06Rik,0
A230073K19Rik,29
A230077H06Rik,0
A230083G16Rik,74
A230087F16Rik,3
A230098N10Rik,44
A230103J11Rik,61
A230103O09Rik,0
A230107N01Rik,0
A230108P19Rik,2
A2m,0
A330008L17Rik,0
A330009N23Rik,70
A330015K06Rik,0
A330023F24Rik,94
A330032B11Rik,0
A330033J07Rik,0
A330035P11Rik,171
A330040F15Rik,7
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,5
A330069E16Rik,61
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,12
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,2
A330093E20Rik,0
A330102I10Rik,0
A3galt2,4
A430005L14Rik,654
A430010J10Rik,0
A430033K04Rik,379
A430035B10Rik,96
A430046D13Rik,212
A430048G15Rik,0
A430057M04Rik,60
A430060F13Rik,0
A430072P03Rik,7
A430078G23Rik,0
A430078I02Rik,4
A430085M09Rik,0
A430088P11Rik,7
A430089I19Rik,0
A430090L17Rik,0
A430093F15Rik,1653
A430105I19Rik,8
A430105J06Rik,4
A430108G06Rik,2
A430110L20Rik,28
A4galt,0
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,72
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,1296
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,1844
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,190
A530088E08Rik,10
A530095I07Rik,2
A530099J19Rik,0
A630001G21Rik,7733
A630001O12Rik,14
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,12
A630020A06,8
A630023A22Rik,0
A630023P12Rik,40
A630031M04Rik,0
A630033H20Rik,185
A630034I12Rik,1109
A630066F11Rik,1
A630072L19Rik,11
A630072M18Rik,59
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,10
A630089N07Rik,511
A630095E13Rik,2
A630095N17Rik,81
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,117
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,408
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,0
A730036I17Rik,0
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,26
A730067D02Rik,14
A730082K24Rik,0
A730085K08Rik,0
A730089K16Rik,0
A730090H04Rik,2
A730090N16Rik,13
A730098P11Rik,5
A830005F24Rik,58
A830009L08Rik,0
A830010M20Rik,516
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,0
A830035A12Rik,0
A830035O19Rik,13
A830052D11Rik,0
A830080D01Rik,1808
A830082K12Rik,0
A830082N09Rik,168
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,1
A930002C04Rik,0
A930003A15Rik,6
A930003O13Rik,0
A930004D18Rik,2
A930005H10Rik,617
A930006I01Rik,0
A930006K02Rik,97
A930007A09Rik,1
A930007I19Rik,104
A930009A15Rik,0
A930011G23Rik,0
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,17
A930013F10Rik,316
A930015D03Rik,0
A930016O22Rik,3
A930017K11Rik,3
A930017M01Rik,0
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,15
A930024E05Rik,59
A930027H12Rik,0
A930028N01Rik,7
A930029G22Rik,0
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,2
A930041C12Rik,2
AA387200,0
AA387883,0
AA388235,0
AA413626,9
AA414768,239
AA414992,0
AA415398,413
AA465934,57
AA467197,136
AA474331,61
AA536875,0
AA543186,39
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,2
AA986860,8
AA987161,1669
Aaas,5723
Aacs,1578
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,419
Aagab,2198
Aak1,1596
Aamdc,421
Aamp,6688
Aanat,0
Aar2,3265
Aard,0
Aars,16851
Aars2,1405
Aarsd1,2429
Aasdh,2393
Aasdhppt,2955
Aass,0
Aatf,4646
Aatk,4
AB124611,554
Abat,14
Abca1,2638
Abca12,0
Abca13,111
Abca14,0
Abca15,0
Abca16,0
Abca17,1
Abca2,4387
Abca3,4017
Abca4,143
Abca5,317
Abca6,0
Abca7,987
Abca8a,0
Abca8b,2
Abca9,0
Abcb10,1733
Abcb11,0
Abcb1a,447
Abcb1b,12
Abcb4,15
Abcb5,0
Abcb6,3014
Abcb7,5509
Abcb8,2062
Abcb9,105
Abcc1,7197
Abcc10,1079
Abcc12,0
Abcc2,444
Abcc3,19
Abcc4,8089
Abcc5,3022
Abcc6,9
Abcc8,0
Abcc9,0
Abcd1,1037
Abcd2,0
Abcd3,4753
Abcd4,1261
Abce1,22852
Abcf1,1
Abcf2,8842
Abcf3,3997
Abcg1,2800
Abcg2,9
Abcg3,62
Abcg4,30
Abcg5,0
Abcg8,2
Abhd1,6
Abhd10,1173
Abhd11,959
Abhd11os,4
Abhd12,2035
Abhd12b,0
Abhd13,3200
Abhd14a,812
Abhd14b,232
Abhd15,104
Abhd16a,0
Abhd16b,7
Abhd17a,1041
Abhd17b,4695
Abhd17c,5151
Abhd2,905
Abhd3,0
Abhd4,1880
Abhd5,1208
Abhd6,3292
Abhd8,711
Abi1,5165
Abi2,4051
Abi3,741
Abi3bp,4
Abl1,5432
Abl2,8975
Ablim1,987
Ablim2,52
Ablim3,0
Abo,0
Abr,8084
Abra,41
Abracl,1831
Abt1,2559
Abtb1,1759
Abtb2,747
Acaa1a,1312
Acaa1b,12
Acaa2,1818
Acaca,6642
Acacb,585
Acad10,775
Acad11,788
Acad12,432
Acad8,888
Acad9,3056
Acadl,1876
Acadm,2155
Acads,2060
Acadsb,1519
Acadvl,4
Acan,0
Acap1,2725
Acap2,7494
Acap3,1023
Acat1,6002
Acat2,1114
Acat3,58
Acbd3,5056
Acbd4,341
Acbd5,2470
Acbd6,2096
Acbd7,6
Accs,408
Accsl,12
Acd,1789
Ace,0
Ace2,0
Ace3,0
Acer1,2
Acer2,571
Acer3,1553
Ache,193
Acin1,26728
Ackr1,0
Ackr2,427
Ackr3,5208
Ackr4,39
Acly,9558
Acmsd,17
Acn9,402
Acnat1,0
Acnat2,0
Aco1,2038
Aco2,13498
Acot1,0
Acot10,3
Acot11,202
Acot12,113
Acot13,1362
Acot2,791
Acot3,0
Acot4,0
Acot5,0
Acot6,2
Acot7,1419
Acot8,202
Acot9,1560
Acox1,1941
Acox2,2
Acox3,3283
Acoxl,20
Acp1,2426
Acp2,430
Acp5,11
Acp6,113
Acpp,8
Acpt,71
Acr,0
Acrbp,179
Acrv1,9
Acsbg1,2147
Acsbg2,0
Acsf2,2912
Acsf3,650
Acsl1,2999
Acsl3,1604
Acsl4,3672
Acsl5,10905
Acsl6,4389
Acsm1,0
Acsm2,0
Acsm3,61
Acsm4,2
Acsm5,0
Acss1,216
Acss2,531
Acss2os,0
Acss3,0
Acta1,26
Acta2,6
Actb,81099
Actbl2,0
Actc1,0
Actg1,10417
Actg2,245
Actl10,12
Actl11,0
Actl6a,3368
Actl6b,0
Actl7a,8
Actl7b,3
Actl9,0
Actn1,1426
Actn2,0
Actn3,39
Actn4,9008
Actr10,2899
Actr1a,4506
Actr1b,5145
Actr2,28773
Actr3,13643
Actr3b,894
Actr5,1259
Actr6,1045
Actr8,1884
Actrt1,0
Actrt2,0
Actrt3,10
Acvr1,0
Acvr1b,823
Acvr1c,0
Acvr2a,1364
Acvr2b,1690
Acvrl1,686
Acy1,1173
Acy3,87
Acyp1,450
Acyp2,0
Ada,403
Adad1,0
Adad2,0
Adal,0
Adam10,9876
Adam11,2
Adam12,0
Adam15,1545
Adam17,6600
Adam18,0
Adam19,3936
Adam1a,135
Adam1b,5
Adam2,0
Adam20,0
Adam21,22
Adam22,38
Adam23,0
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,2
Adam29,0
Adam3,0
Adam30,2
Adam32,7
Adam33,18
Adam34,0
Adam39,0
Adam4,21
Adam5,2
Adam6a,0
Adam6b,5
Adam7,0
Adam8,3505
Adam9,9078
Adamdec1,0
Adamts1,0
Adamts10,1432
Adamts12,8
Adamts13,16
Adamts14,931
Adamts15,0
Adamts16,0
Adamts17,5
Adamts18,1
Adamts19,0
Adamts2,2
Adamts20,944
Adamts3,0
Adamts4,23
Adamts5,0
Adamts6,389
Adamts7,651
Adamts8,2
Adamts9,4
Adamtsl1,0
Adamtsl2,18
Adamtsl3,0
Adamtsl4,22
Adamtsl5,73
Adap1,945
Adap2,17
Adar,5053
Adarb1,1188
Adarb2,0
Adat1,804
Adat2,723
Adat3,259
Adck1,1265
Adck2,1037
Adck3,10318
Adck4,1061
Adck5,529
Adcy1,2
Adcy10,9
Adcy2,0
Adcy3,390
Adcy4,0
Adcy5,0
Adcy6,0
Adcy7,4641
Adcy8,0
Adcy9,14
Adcyap1,0
Adcyap1r1,0
Add1,6477
Add2,15
Add3,5184
Adgb,0
Adh1,2
Adh4,0
Adh5,8629
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,43
Adi1,2755
Adig,4
Adipoq,17
Adipor1,5297
Adipor2,5210
Adk,3546
Adm,1977
Adm2,177
Adnp,14833
Adnp2,4986
Ado,4599
Adora1,12
Adora2a,192
Adora2b,397
Adora3,4
Adpgk,3467
Adprh,4815
Adprhl1,0
Adprhl2,2406
Adprm,930
Adra1a,0
Adra1b,0
Adra1d,0
Adra2a,22
Adra2b,4
Adra2c,0
Adrb1,0
Adrb2,420
Adrb3,1
Adrbk1,15332
Adrbk2,47
Adrm1,2879
Adsl,7952
Adss,6411
Adssl1,8817
Adtrp,297
Aebp1,34
Aebp2,13655
Aen,1564
Aes,5500
AF067061,140
AF067063,1
AF251705,0
AF357355,0
AF357359,0
AF357399,94
AF357425,0
AF357426,0
AF366264,2
AF529169,0
Afap1,631
Afap1l1,0
Afap1l2,6
Aff1,14472
Aff2,0
Aff3,5100
Aff4,16998
Afg3l1,4478
Afg3l2,7123
Afm,0
Afmid,641
Afp,22
Aftph,13064
Aga,751
Agap1,0
Agap2,1571
Agap3,2407
Agbl1,0
Agbl2,4
Agbl3,0
Agbl4,0
Agbl5,1243
Ager,0
Agfg1,7208
Agfg2,863
Aggf1,5894
Agk,1458
Agl,1593
Agmat,0
Agmo,0
Ago1,4971
Ago2,15856
Ago3,2768
Ago4,1638
Agpat1,0
Agpat2,847
Agpat3,5270
Agpat4,1466
Agpat5,4111
Agpat6,5960
Agpat9,1102
Agps,7578
Agr2,0
Agr3,0
Agrn,1254
Agrp,4
Agt,1
Agtpbp1,2060
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,603
Agxt,0
Agxt2,0
Ahctf1,44052
Ahcy,5493
Ahcyl1,11670
Ahcyl2,39430
Ahdc1,1680
Ahi1,1070
Ahnak,4296
Ahnak2,441
Ahr,6126
Ahrr,859
Ahsa1,7412
Ahsa2,2086
Ahsg,3
AI115009,0
AI118078,3
AI182371,23
AI197445,0
AI314180,14390
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,0
AI429214,0
AI450353,56
AI463170,0
AI463229,4
AI464131,7
AI467606,1105
AI481877,6
AI504432,6
AI506816,740
AI507597,96
AI593442,0
AI597479,3480
AI606473,0
AI607873,2
AI646519,0
AI661453,9
AI662270,10392
AI837181,1295
AI839979,27
AI846148,1072
AI847159,12
AI854517,0
AI854703,573
AI987944,432
Aicda,2186
Aida,1635
Aif1,0
Aif1l,14
Aifm1,1759
Aifm2,860
Aifm3,6
Aig1,0
Aim1,987
Aim1l,134
Aim2,4897
Aimp1,6843
Aimp2,2491
Aip,0
Aipl1,63
Aire,12
Airn,40
Ajap1,0
Ajuba,49
AK010878,343
Ak1,5
AK129341,0
Ak2,2517
Ak3,4392
Ak4,0
Ak5,29
Ak6,1126
Ak7,138
Ak8,128
Ak9,28
Akap1,2172
Akap10,2602
Akap11,15744
Akap12,1101
Akap13,11827
Akap14,7
Akap17b,2409
Akap2,56
Akap3,189
Akap4,0
Akap5,182
Akap6,8
Akap7,1432
Akap8,13324
Akap8l,3444
Akap9,9888
