gene_id,Satrom-mRNA-24hT_ATCACG_L002_001
4930524B17Rik,0
4930524C18Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525C09Rik,0
4930525D18Rik,4
4930525G20Rik,2
4930526A20Rik,0
4930526F13Rik,0
4930526H09Rik,0
4930526I15Rik,0
4930526L06Rik,0
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,5
4930528D03Rik,0
4930528G23Rik,0
4930528H21Rik,0
4930528P14Rik,0
4930529C04Rik,0
4930529K09Rik,0
4930529L06Rik,5
4930529N20Rik,0
4930532I03Rik,0
4930532M18Rik,0
4930533B01Rik,0
4930533I22Rik,0
4930533K18Rik,0
4930533N22Rik,0
4930533P14Rik,0
4930535L15Rik,2
4930535O05Rik,0
4930538E20Rik,1
4930538K18Rik,16
4930538L07Rik,0
4930539C22Rik,0
4930539E08Rik,49
4930539J05Rik,9
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,0
4930542M03Rik,0
4930542N06Rik,0
4930543D07Rik,3
4930543E12Rik,0
4930543I03Rik,0
4930543N07Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L08Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,3
4930547E08Rik,5
4930547E14Rik,0
4930547H16Rik,0
4930548G14Rik,0
4930548H24Rik,0
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549C15Rik,0
4930549G23Rik,15
4930550C14Rik,1
4930550C17Rik,0
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,2
4930553C11Rik,0
4930553E22Rik,0
4930553J12Rik,0
4930553P18Rik,0
4930554C24Rik,0
4930554G24Rik,0
4930554H23Rik,0
4930554I06Rik,0
4930555A03Rik,0
4930555B11Rik,0
4930555B12Rik,0
4930555G01Rik,0
4930555G21Rik,0
4930555K05Rik,0
4930555M17Rik,0
4930556C24Rik,0
4930556G01Rik,0
4930556J02Rik,0
4930556L07Rik,0
4930556M19Rik,0
4930556N09Rik,0
4930556N13Rik,3
4930557A04Rik,0
4930557B15Rik,0
4930557F10Rik,0
4930557J02Rik,0
4930557K07Rik,18
4930558C23Rik,0
4930558F17Rik,0
4930558G05Rik,0
4930558J18Rik,114
4930558K02Rik,6
4930559C10Rik,0
4930562C15Rik,26
4930562F07Rik,2
4930562F17Rik,0
4930563D23Rik,0
4930563E18Rik,0
4930563E22Rik,0
4930563F08Rik,0
4930563H07Rik,0
4930563I02Rik,0
4930563M20Rik,0
4930564B18Rik,0
4930564C03Rik,0
4930564D02Rik,0
4930565D16Rik,0
4930565N06Rik,60
4930567H12Rik,0
4930567H17Rik,0
4930567J20Rik,0
4930567K12Rik,0
4930567K20Rik,0
4930568A12Rik,3
4930568D16Rik,0
4930568E12Rik,0
4930568G15Rik,0
4930570E03Rik,0
4930570G05Rik,0
4930570G19Rik,0
4930571K23Rik,0
4930571O06Rik,0
4930572G02Rik,0
4930572J10Rik,0
4930572K03Rik,0
4930572O03Rik,0
4930572O13Rik,0
4930573C15Rik,0
4930573H18Rik,0
4930573O16Rik,0
4930577N17Rik,18
4930578C19Rik,0
4930578E11Rik,0
4930578G10Rik,0
4930578I06Rik,0
4930578M01Rik,3
4930578N18Rik,0
4930579C12Rik,14
4930579D09Rik,0
4930579F01Rik,0
4930579G18Rik,209
4930579G24Rik,497
4930579H20Rik,0
4930579J19Rik,0
4930579K19Rik,0
4930579P08Rik,0
4930581F22Rik,26
4930583I09Rik,0
4930583K01Rik,2
4930583P06Rik,0
4930584F24Rik,0
4930586N03Rik,0
4930587E11Rik,0
4930588J15Rik,0
4930588K23Rik,0
4930589L23Rik,0
4930590J08Rik,26
4930590L14Rik,0
4930590L20Rik,0
4930591A17Rik,0
4930591E09Rik,0
4930592A05Rik,0
4930592I03Rik,1
4930593A02Rik,16
4930593C16Rik,0
4930594C11Rik,6
4930594M22Rik,8
4930594O21Rik,0
4930595D18Rik,34
4930595L18Rik,0
4930595M18Rik,0
4930596D02Rik,0
4930596I21Rik,3
4930597A21Rik,98
4930597G03Rik,0
4930598F16Rik,0
4930599N23Rik,0
4931400O07Rik,0
4931402G19Rik,0
4931403E22Rik,2
4931403G20Rik,4
4931403M11Rik,0
4931406B18Rik,0
4931406C07Rik,2073
4931406H21Rik,0
4931406P16Rik,3162
4931408C20Rik,0
4931408D14Rik,0
4931409K22Rik,1
4931412M21,0
4931413K12Rik,8
4931414P19Rik,314
4931417E11Rik,0
4931419H13Rik,0
4931420L22Rik,0
4931422A03Rik,0
4931423N10Rik,5
4931428F04Rik,385
4931428L18Rik,16
4931429I11Rik,0
4931429L15Rik,3
4931429P17Rik,0
4931430N09Rik,0
4931431B13Rik,0
4931431C16Rik,2
4931431F19Rik,0
4931439C15Rik,0
4931440F15Rik,0
4931440J10Rik,0
4931440P22Rik,22
4932411E22Rik,0
4932411N23Rik,0
4932412D23Rik,0
4932413F04Rik,0
4932414J04Rik,0
4932414N04Rik,0
4932415M13Rik,0
4932416H05Rik,24
4932416K20Rik,0
4932418E24Rik,4
4932429P05Rik,0
4932431L22Rik,0
4932431P20Rik,0
4932435O22Rik,0
4932438A13Rik,1080
4932438H23Rik,0
4932441J04Rik,0
4932442L08Rik,0
4932443I19Rik,0
4932443L11Rik,2
4932702P03Rik,0
4933400A11Rik,0
4933400B14Rik,0
4933400C23Rik,0
4933400F21Rik,0
4933400L20Rik,0
4933401B06Rik,0
4933401D09Rik,0
4933401H06Rik,0
4933402C05Rik,0
4933402C06Rik,0
4933402D24Rik,25
4933402E13Rik,0
4933402J07Rik,0
4933402J10Rik,0
4933402J15Rik,0
4933402N03Rik,0
4933402N22Rik,0
4933402P03Rik,0
4933403O08Rik,0
4933404G15Rik,0
4933404K08Rik,0
4933404K13Rik,65
4933404O12Rik,189
4933405D12Rik,1
4933405E24Rik,2
4933405L10Rik,6
4933405O20Rik,0
4933406B17Rik,0
4933406C10Rik,4
4933406D12Rik,0
4933406F09Rik,0
4933406G16Rik,0
4933406I18Rik,1
4933406J08Rik,0
4933406J10Rik,0
4933406K04Rik,0
4933406M09Rik,0
4933407E24Rik,0
4933407G14Rik,2
4933407I05Rik,2
4933407I08Rik,2
4933407K13Rik,0
4933407L21Rik,4
4933408B17Rik,6
4933408J17Rik,8
4933408N05Rik,0
4933409F18Rik,0
4933409G03Rik,0
4933409K07Rik,1
4933411E08Rik,0
4933411G06Rik,0
4933411G11Rik,1
4933411K16Rik,0
4933412E12Rik,244
4933412E24Rik,0
4933412O06Rik,0
4933413G19Rik,1
4933413J09Rik,5
4933413L06Rik,0
4933414I15Rik,0
4933415F23Rik,0
4933416C03Rik,0
4933416E03Rik,0
4933416I08Rik,0
4933416M06Rik,0
4933416M07Rik,8
4933416O17Rik,0
4933417A18Rik,0
4933417D19Rik,22
4933417E11Rik,0
4933417G07Rik,0
4933417O13Rik,0
4933421I07Rik,0
4933421O10Rik,276
4933422A05Rik,5
4933424G05Rik,0
4933424G06Rik,4
4933424M12Rik,2
4933425B07Rik,0
4933425L06Rik,0
4933427D06Rik,4
4933427D14Rik,736
4933427E11Rik,17
4933427E13Rik,0
4933427G17Rik,0
4933427G23Rik,3
4933427I22Rik,2
4933428C19Rik,0
4933428G20Rik,5
4933428M09Rik,0
4933429K18Rik,0
4933429O19Rik,0
4933430H16Rik,0
4933430I17Rik,145
4933430M04Rik,0
4933430N04Rik,0
4933431E20Rik,34
4933431G14Rik,0
4933431J24Rik,0
4933431K23Rik,0
4933432G23Rik,0
4933432I03Rik,388
4933432I09Rik,0
4933432K03Rik,0
4933433C11Rik,0
4933433F19Rik,0
4933433G08Rik,0
4933433G15Rik,4
4933433G19Rik,29
4933433H22Rik,0
4933433N18Rik,0
4933434E20Rik,3388
4933436E23Rik,0
4933436H12Rik,0
4933436I01Rik,0
4933436I20Rik,0
4933438A12Rik,0
4933438B17Rik,0
4933438K21Rik,0
4933439C10Rik,63
4933439K11Rik,0
4933440J02Rik,0
4933440M02Rik,0
5031410I06Rik,0
5031414D18Rik,1886
5031425E22Rik,341
5031425F14Rik,0
5031426D15Rik,0
5031434C07Rik,0
5031434O11Rik,5
5031439G07Rik,3346
5033403F01Rik,7
5033403H07Rik,0
5033404E19Rik,0
5033406O09Rik,1
5033417F24Rik,12
5033421B08Rik,22
5033426O07Rik,0
5033428I22Rik,0
5033430I15Rik,153
5133400J02Rik,353
5330411J11Rik,0
5330413P13Rik,1
5330416C01Rik,0
5330417C22Rik,12
5330426P16Rik,0
5330432E05Rik,2
5330434G04Rik,0
5330438D12Rik,67
5330439A09Rik,0
5330439B14Rik,0
5430401F13Rik,0
5430401H09Rik,0
5430402E10Rik,0
5430402O13Rik,2
5430403N17Rik,0
5430405H02Rik,21
5430416N02Rik,399
5430416O09Rik,0
5430419D17Rik,0
5430421F17Rik,0
5430421N21Rik,2
5430425K12Rik,0
5430427M07Rik,0
5430427O19Rik,2088
5430428K19Rik,0
5430431A17Rik,2
5430434I15Rik,0
5430435G22Rik,0
5430435K18Rik,0
5430437J10Rik,4
5430440P10Rik,0
5530400C23Rik,0
5530401A14Rik,0
5530601H04Rik,259
5730403I07Rik,0
5730405O15Rik,24
5730408K05Rik,115
5730409E04Rik,252
5730409K12Rik,0
5730412P04Rik,0
5730416F02Rik,0
5730419F03Rik,0
5730420D15Rik,2
5730422E09Rik,2
5730435O14Rik,2
5730455P16Rik,1173
5730457N03Rik,0
5730460C07Rik,7
5730480H06Rik,32
5730488B01Rik,5
5730507C01Rik,0
5730508B09Rik,77
5730522E02Rik,0
5730559C18Rik,61
5830403F22Rik,0
5830411N06Rik,2
5830415F09Rik,621
5830416I19Rik,0
5830416P10Rik,5
5830417I10Rik,2114
5830418P13Rik,31
5830428H23Rik,452
5830428M24Rik,84
5830432E09Rik,5
5830433I10Rik,3
5830444B04Rik,0
5830454E08Rik,6
5830473C10Rik,7
5930403L14Rik,1
5930412G12Rik,0
5930430L01Rik,0
5930438M14Rik,0
6030407O03Rik,0
6030408B16Rik,5
6030419C18Rik,615
6030426L16Rik,0
6030440G07Rik,0
6030442E23Rik,0
6030443J06Rik,77
6030458C11Rik,2398
6030466F02Rik,0
6030468B19Rik,74
6030469F06Rik,0
6030498E09Rik,0
6230400D17Rik,74
6330403A02Rik,1032
6330403K07Rik,0
6330407A03Rik,0
6330408A02Rik,207
6330409D20Rik,4
6330410L21Rik,0
6330415B21Rik,0
6330415G19Rik,33
6330416G13Rik,1202
6330418K02Rik,5
6330419J24Rik,0
6330420H09Rik,0
6330549D23Rik,104
6430411K18Rik,0
6430503K07Rik,0
6430531B16Rik,2
6430548M08Rik,19
6430550D23Rik,34
6430553K19Rik,0
6430562O15Rik,4
6430571L13Rik,17
6430573F11Rik,0
6430584L05Rik,0
6430590A07Rik,10
6430590A10Rik,0
6430628N08Rik,0
6430710C18Rik,1
6530402F18Rik,797
6530403H02Rik,0
6530411M01Rik,0
6720432D03Rik,0
6720468P15Rik,1
6720483E21Rik,0
6720489N17Rik,552
6820408C15Rik,0
6820426E19Rik,0
6820431F20Rik,226
7420426K07Rik,0
7420461P10Rik,0
7420700N18Rik,0
7420701I03Rik,0
7530416G11Rik,8
7530428D23Rik,0
7630403G23Rik,0
8030411F24Rik,0
8030423F21Rik,2
8030423J24Rik,0
8030442B05Rik,0
8030443G20Rik,0
8030451A03Rik,15
8030451O07Rik,0
8030453O22Rik,930
8030455M16Rik,0
8030462N17Rik,1435
8030474K03Rik,0
8430408G22Rik,0
8430415O14Rik,0
8430419K02Rik,0
8430419L09Rik,323
8430422H06Rik,0
8430423G03Rik,0
8430426J06Rik,0
8430429K09Rik,27
8430430B14Rik,0
8430431K14Rik,0
8430436N08Rik,0
8430437L04Rik,2
9030025P20Rik,6
9030204H09Rik,0
9030404E10Rik,0
9030612E09Rik,0
9030616G12Rik,0
9030617O03Rik,68
9030619P08Rik,2
9030622O22Rik,0
9030624G23Rik,0
9030624J02Rik,2272
9030625G05Rik,0
9130001E16Rik,0
9130008F23Rik,0
9130011E15Rik,467
9130015A21Rik,17
9130015L21Rik,0
9130019O22Rik,88
9130019P16Rik,0
9130023H24Rik,127
9130024F11Rik,44
9130204L05Rik,0
9130208D14Rik,0
9130209A04Rik,0
9130221F21Rik,0
9130221H12Rik,121
9130227L01Rik,0
9130230L23Rik,1
9130401M01Rik,2761
9130409I23Rik,0
9130409J20Rik,0
9230009I02Rik,0
9230019H11Rik,0
9230020A06Rik,0
9230102K24Rik,0
9230102O04Rik,2
9230104L09Rik,0
9230105E05Rik,0
9230110C19Rik,57
9230110F15Rik,0
9230112D13Rik,27
9230112J17Rik,0
9230113P08Rik,0
9230114K14Rik,157
9230116L04Rik,5
9230116N13Rik,25
9230117E06Rik,0
9330020H09Rik,62
9330102E08Rik,2
9330104G04Rik,66
9330111N05Rik,0
9330117O12Rik,0
9330133O14Rik,327
9330136K24Rik,13
9330151L19Rik,149
9330154J02Rik,0
9330154K18Rik,6
9330155M09Rik,0
9330158H04Rik,0
9330159F19Rik,0
9330159M07Rik,33
9330162012Rik,5
9330162B11Rik,0
9330175E14Rik,16
9330175M20Rik,0
9330178D15Rik,0
9330179D12Rik,1
9330182L06Rik,0
9330182O14Rik,0
9330188P03Rik,0
9330198N18Rik,0
9330199G10Rik,0
9430007A20Rik,0
9430008C03Rik,1421
9430014N10Rik,0
9430015G10Rik,1965
9430016H08Rik,1513
9430018G01Rik,6
9430019J16Rik,0
9430020K01Rik,0
9430021M05Rik,0
9430024E24Rik,0
9430037G07Rik,124
9430038I01Rik,359
9430041J12Rik,4
9430060I03Rik,0
9430065F17Rik,4
9430069I07Rik,1
9430076C15Rik,0
9430078G10Rik,0
9430078K24Rik,3
9430083A17Rik,2
9430085M18Rik,0
9430091E24Rik,50
9430097D07Rik,3
9530002B09Rik,0
9530003J23Rik,2
9530004M14Rik,0
9530014B07Rik,0
9530020I12Rik,0
9530026F06Rik,2
9530026P05Rik,0
9530027J09Rik,16
9530034E10Rik,0
9530036M11Rik,0
9530036O11Rik,0
9530047P18Rik,0
9530051G07Rik,0
9530052C20Rik,37
9530052E02Rik,0
9530053A07Rik,0
9530053H05Rik,1799
9530057J20Rik,0
9530059O14Rik,0
9530062K07Rik,32
9530068E07Rik,7155
9530077C05Rik,31
9530080O11Rik,0
9530082P21Rik,20
9530091C08Rik,0
9630001P10Rik,0
9630002D21Rik,0
9630013A20Rik,0
9630013D21Rik,0
9630013K17Rik,40
9630015K15Rik,0
9630028B13Rik,0
9630028H03Rik,0
9630028I04Rik,0
9630033F20Rik,1488
9830107B12Rik,0
9830132P13Rik,0
9830147E19Rik,1
9830166K06Rik,0
9930012K11Rik,90
9930014A18Rik,0
9930021J03Rik,2379
9930038B18Rik,0
9930104L06Rik,1018
9930111H07Rik,0
9930111J21Rik1,169
9930111J21Rik2,10
a,114
A130010J15Rik,662
A130030D18Rik,0
A130051J06Rik,28
A130077B15Rik,0
A1bg,0
A1cf,0
A230001M10Rik,0
A230006K03Rik,0
A230009B12Rik,0
A230020J21Rik,9
A230028O05Rik,0
A230046K03Rik,5321
A230050P20Rik,531
A230051N06Rik,0
A230056J06Rik,0
A230056P14Rik,42
A230057D06Rik,0
A230065H16Rik,0
A230070E04Rik,1
A230072C01Rik,136
A230072E10Rik,4
A230072I06Rik,0
A230073K19Rik,26
A230077H06Rik,0
A230083G16Rik,52
A230087F16Rik,0
A230098N10Rik,20
A230103J11Rik,24
A230103O09Rik,0
A230107N01Rik,6
A230108P19Rik,0
A2m,0
A330008L17Rik,0
A330009N23Rik,35
A330015K06Rik,3
A330023F24Rik,10
A330032B11Rik,0
A330033J07Rik,0
A330035P11Rik,76
A330040F15Rik,3
A330041J22Rik,0
A330048O09Rik,0
A330049N07Rik,0
A330050F15Rik,0
A330069E16Rik,50
A330069K06Rik,0
A330070K13Rik,0
A330074K22Rik,6
A330076C08Rik,0
A330076H08Rik,0
A330084C13Rik,2
A330093E20Rik,0
A330102I10Rik,0
A3galt2,2
A430005L14Rik,463
A430010J10Rik,2
A430033K04Rik,603
A430035B10Rik,36
A430046D13Rik,101
A430048G15Rik,0
A430057M04Rik,77
A430060F13Rik,0
A430072P03Rik,9
A430078G23Rik,2
A430078I02Rik,2
A430085M09Rik,0
A430088P11Rik,13
A430089I19Rik,0
A430090L17Rik,0
A430093F15Rik,1068
A430105I19Rik,1
A430105J06Rik,22
A430108G06Rik,8
A430110L20Rik,11
A4galt,6
A4gnt,0
A530001N23Rik,0
A530006G24Rik,0
A530010L16Rik,15
A530013C23Rik,0
A530016L24Rik,0
A530020G20Rik,0
A530021J07Rik,0
A530032D15Rik,937
A530046M15Rik,0
A530050N04Rik,0
A530053G22Rik,0
A530054K11Rik,1225
A530058N18Rik,0
A530064D06Rik,0
A530065N20Rik,0
A530072M11Rik,168
A530088E08Rik,20
A530095I07Rik,2
A530099J19Rik,0
A630001G21Rik,5361
A630001O12Rik,6
A630010A05Rik,0
A630012P03Rik,0
A630019I02Rik,23
A630020A06,4
A630023A22Rik,0
A630023P12Rik,1
A630031M04Rik,0
A630033H20Rik,101
A630034I12Rik,546
A630066F11Rik,1
A630072L19Rik,3
A630072M18Rik,96
A630073D07Rik,0
A630075F10Rik,0
A630076J17Rik,0
A630077J23Rik,0
A630081J09Rik,0
A630089N07Rik,811
A630095E13Rik,0
A630095N17Rik,24
A730004F24Rik,0
A730006G06Rik,0
A730009L09Rik,0
A730011C13Rik,30
A730013G03Rik,0
A730017C20Rik,0
A730017L22Rik,144
A730018C14Rik,0
A730020E08Rik,0
A730020M07Rik,6
A730036I17Rik,3
A730043L09Rik,0
A730046J19Rik,0
A730049H05Rik,0
A730056A06Rik,0
A730063M14Rik,13
A730067D02Rik,9
A730082K24Rik,2
A730085K08Rik,0
A730089K16Rik,0
A730090H04Rik,0
A730090N16Rik,21
A730098P11Rik,5
A830005F24Rik,22
A830009L08Rik,0
A830010M20Rik,144
A830011K09Rik,0
A830012C17Rik,0
A830018L16Rik,0
A830019L24Rik,0
A830019P07Rik,0
A830021F12Rik,0
A830021M18Rik,0
A830029E22Rik,0
A830035A12Rik,0
A830035O19Rik,19
A830052D11Rik,0
A830080D01Rik,1454
A830082K12Rik,0
A830082N09Rik,169
A830092H15Rik,0
A930001A20Rik,0
A930001C03Rik,2
A930002C04Rik,0
A930003A15Rik,6
A930003O13Rik,0
A930004D18Rik,4
A930005H10Rik,195
A930006I01Rik,0
A930006K02Rik,112
A930007A09Rik,0
A930007I19Rik,56
A930009A15Rik,0
A930011G23Rik,2
A930011O12Rik,0
A930012L18Rik,0
A930012O16Rik,2
A930013F10Rik,86
A930015D03Rik,0
A930016O22Rik,2
A930017K11Rik,4
A930017M01Rik,2
A930018M24Rik,0
A930018P22Rik,0
A930019D19Rik,28
A930024E05Rik,77
A930027H12Rik,0
A930028N01Rik,0
A930029G22Rik,0
A930031H19Rik,0
A930033H14Rik,0
A930038B10Rik,2
A930041C12Rik,5
AA387200,2
AA387883,0
AA388235,0
AA413626,3
AA414768,132
AA414992,0
AA415398,121
AA465934,65
AA467197,2
AA474331,19
AA536875,0
AA543186,36
AA543401,0
AA545190,0
AA619741,0
AA623943,0
AA684185,0
AA792892,0
AA986860,17
AA987161,1125
Aaas,4707
Aacs,5765
Aadac,0
Aadacl2,0
Aadacl3,0
Aadat,0
Aaed1,301
Aagab,5282
Aak1,903
Aamdc,453
Aamp,7894
Aanat,0
Aar2,2588
Aard,0
Aars,8952
Aars2,1964
Aarsd1,3457
Aasdh,617
Aasdhppt,3016
Aass,0
Aatf,4662
Aatk,2
AB124611,107
Abat,6
Abca1,549
Abca12,0
Abca13,3
Abca14,0
Abca15,0
Abca16,0
Abca17,5
Abca2,3599
Abca3,2407
Abca4,18
Abca5,968
Abca6,0
Abca7,872
Abca8a,1
Abca8b,0
Abca9,0
Abcb10,2408
Abcb11,0
Abcb1a,96
Abcb1b,2
Abcb4,3
Abcb5,0
Abcb6,2426
Abcb7,7683
Abcb8,2959
Abcb9,61
Abcc1,7745
Abcc10,145
Abcc12,0
Abcc2,108
Abcc3,0
Abcc4,7183
Abcc5,2113
Abcc6,5
Abcc8,0
Abcc9,0
Abcd1,578
Abcd2,0
Abcd3,6633
Abcd4,794
Abce1,31772
Abcf1,0
Abcf2,11657
Abcf3,3921
Abcg1,1030
Abcg2,32
Abcg3,128
Abcg4,12
Abcg5,2
Abcg8,0
Abhd1,5
Abhd10,840
Abhd11,701
Abhd11os,2
Abhd12,1697
Abhd12b,1
Abhd13,2150
Abhd14a,1000
Abhd14b,120
Abhd15,42
Abhd16a,0
Abhd16b,4
Abhd17a,1297
Abhd17b,2152
Abhd17c,3129
Abhd2,440
Abhd3,0
Abhd4,1139
Abhd5,766
Abhd6,3023
Abhd8,665
Abi1,4408
Abi2,2969
Abi3,365
Abi3bp,14
Abl1,4421
Abl2,7163
Ablim1,2178
Ablim2,8
Ablim3,0
Abo,0
Abr,4434
Abra,5
Abracl,2164
Abt1,1758
Abtb1,1122
Abtb2,272
Acaa1a,1722
Acaa1b,8
Acaa2,1640
Acaca,8523
Acacb,330
Acad10,153
Acad11,429
Acad12,140
Acad8,1060
Acad9,7040
Acadl,1441
Acadm,7079
Acads,2431
Acadsb,943
Acadvl,9
Acan,0
Acap1,1803
Acap2,4775
Acap3,1167
Acat1,4936
Acat2,7234
Acat3,14
Acbd3,2745
Acbd4,245
Acbd5,1239
Acbd6,2172
Acbd7,0
Accs,109
Accsl,5
Acd,1367
Ace,1
Ace2,0
Ace3,0
Acer1,0
Acer2,316
Acer3,1100
Ache,184
Acin1,18996
Ackr1,0
Ackr2,41
Ackr3,3986
Ackr4,3
Acly,19917
Acmsd,7
Acn9,254
Acnat1,0
Acnat2,0
Aco1,3306
Aco2,18887
Acot1,1
Acot10,8
Acot11,119
Acot12,49
Acot13,844
Acot2,283
Acot3,0
Acot4,0
Acot5,0
Acot6,0
Acot7,3274
Acot8,324
Acot9,2488
Acox1,1790
Acox2,4
Acox3,1401
Acoxl,87
Acp1,4230
Acp2,395
Acp5,6
Acp6,31
Acpp,4
Acpt,18
Acr,0
Acrbp,36
Acrv1,0
Acsbg1,915
Acsbg2,0
Acsf2,2098
Acsf3,372
Acsl1,3473
Acsl3,4124
Acsl4,6675
Acsl5,16532
Acsl6,3804
Acsm1,0
Acsm2,0
Acsm3,24
Acsm4,1
Acsm5,0
Acss1,42
Acss2,225
Acss2os,0
Acss3,0
Acta1,4
Acta2,4
Actb,118866
Actbl2,0
Actc1,0
Actg1,12970
Actg2,132
Actl10,7
Actl11,0
Actl6a,7235
Actl6b,0
Actl7a,5
Actl7b,0
Actl9,0
Actn1,2405
Actn2,1
Actn3,51
Actn4,12389
Actr10,3135
Actr1a,5831
Actr1b,7885
Actr2,38910
Actr3,19393
Actr3b,735
Actr5,1046
Actr6,999
Actr8,1961
Actrt1,0
Actrt2,0
Actrt3,5
Acvr1,0
Acvr1b,635
Acvr1c,0
Acvr2a,400
Acvr2b,1138
Acvrl1,383
Acy1,1838
Acy3,12
Acyp1,148
Acyp2,0
Ada,804
Adad1,0
Adad2,0
Adal,0
Adam10,8488
Adam11,0
Adam12,0
Adam15,875
Adam17,6607
Adam18,0
Adam19,607
Adam1a,71
Adam1b,2
Adam2,0
Adam20,0
Adam21,0
Adam22,10
Adam23,0
Adam24,0
Adam25,0
Adam26a,0
Adam26b,0
Adam28,0
Adam29,0
Adam3,0
Adam30,0
Adam32,4
Adam33,6
Adam34,0
Adam39,0
Adam4,15
Adam5,2
Adam6a,0
Adam6b,2
Adam7,0
Adam8,3201
Adam9,6261
Adamdec1,0
Adamts1,0
Adamts10,553
Adamts12,2
Adamts13,21
Adamts14,351
Adamts15,0
Adamts16,0
Adamts17,1
Adamts18,0
Adamts19,0
Adamts2,0
Adamts20,206
Adamts3,0
Adamts4,30
Adamts5,0
Adamts6,142
Adamts7,820
Adamts8,0
Adamts9,0
Adamtsl1,0
Adamtsl2,419
Adamtsl3,0
Adamtsl4,0
Adamtsl5,12
Adap1,1351
Adap2,7
Adar,3562
Adarb1,837
Adarb2,0
Adat1,742
Adat2,695
Adat3,241
Adck1,706
Adck2,264
Adck3,1734
Adck4,618
Adck5,690
Adcy1,0
Adcy10,0
Adcy2,0
Adcy3,432
Adcy4,0
Adcy5,0
Adcy6,13
Adcy7,3250
Adcy8,0
Adcy9,4
Adcyap1,0
Adcyap1r1,0
Add1,3707
Add2,6
Add3,2575
Adgb,0
Adh1,0
Adh4,2
Adh5,11203
Adh6-ps1,0
Adh6a,0
Adh6b,0
Adh7,0
Adhfe1,18
Adi1,2707
Adig,0
Adipoq,25
Adipor1,4575
Adipor2,8486
Adk,5439
Adm,2048
Adm2,12
Adnp,8783
Adnp2,2566
Ado,4580
Adora1,9
Adora2a,171
Adora2b,434
Adora3,2
Adpgk,2882
Adprh,3185
Adprhl1,0
Adprhl2,1915
Adprm,576
Adra1a,0
Adra1b,4
Adra1d,0
Adra2a,8
Adra2b,0
Adra2c,0
Adrb1,0
Adrb2,50
Adrb3,0
Adrbk1,16060
Adrbk2,8
Adrm1,3813
Adsl,11510
Adss,7617
Adssl1,4728
Adtrp,154
Aebp1,138
Aebp2,16164
Aen,2313
Aes,2565
AF067061,15
AF067063,0
AF251705,0
AF357355,0
AF357359,0
AF357399,25
AF357425,0
AF357426,0
AF366264,0
AF529169,0
Afap1,404
Afap1l1,5
Afap1l2,2
Aff1,4755
Aff2,0
Aff3,3763
Aff4,10695
Afg3l1,5661
Afg3l2,7143
Afm,0
Afmid,394
Afp,30
Aftph,7886
Aga,491
Agap1,0
Agap2,1641
Agap3,2509
Agbl1,1
Agbl2,6
Agbl3,0
Agbl4,6
Agbl5,470
Ager,0
Agfg1,8414
Agfg2,1458
Aggf1,6218
Agk,1409
Agl,1245
Agmat,0
Agmo,0
Ago1,5567
Ago2,6576
Ago3,1140
Ago4,565
Agpat1,0
Agpat2,633
Agpat3,2600
Agpat4,744
Agpat5,4775
Agpat6,8405
Agpat9,57
Agps,9378
Agr2,0
Agr3,0
Agrn,1507
Agrp,5
Agt,2
Agtpbp1,2008
Agtr1a,0
Agtr1b,0
Agtr2,0
Agtrap,500
Agxt,0
Agxt2,0
Ahctf1,25462
Ahcy,11438
Ahcyl1,9906
Ahcyl2,23575
Ahdc1,1264
Ahi1,381
Ahnak,4554
Ahnak2,44
Ahr,6610
Ahrr,758
Ahsa1,13934
Ahsa2,2161
Ahsg,2
AI115009,0
AI118078,5
AI182371,8
AI197445,0
AI314180,17365
AI314278,0
AI317395,0
AI413582,0
AI414108,0
AI427809,0
AI429214,0
AI450353,80
AI463170,0
AI463229,4
AI464131,0
AI467606,622
AI481877,11
AI504432,2
AI506816,798
AI507597,5
AI593442,0
AI597479,1688
AI606473,0
AI607873,6
AI646519,0
AI661453,2
AI662270,13180
AI837181,665
AI839979,6
AI846148,946
AI847159,37
AI854517,2
AI854703,206
AI987944,408
Aicda,22136
Aida,1837
Aif1,0
Aif1l,28
Aifm1,3810
Aifm2,555
Aifm3,0
Aig1,0
Aim1,194
Aim1l,183
Aim2,3101
Aimp1,8012
Aimp2,3726
Aip,0
Aipl1,20
Aire,12
Airn,21
Ajap1,0
Ajuba,23
AK010878,391
Ak1,8
AK129341,0
Ak2,9524
Ak3,3250
Ak4,0
Ak5,20
Ak6,2244
Ak7,276
Ak8,80
Ak9,8
Akap1,1847
Akap10,1536
Akap11,8585
Akap12,549
Akap13,6947
Akap14,5
Akap17b,1047
Akap2,265
Akap3,35
Akap4,0
Akap5,118
Akap6,9
Akap7,304
Akap8,11959
Akap8l,1873
Akap9,5473
Akip1,238
Akirin1,3147
Akirin1-ps,6
Akirin2,2513
Akna,4189
